exercise,question,answer,konnektor,german,english,french,case_english,case_french,explanation_english,explanation_french,explanation_synonym_english,explanation_synonym_french
30,"_____ der Zeuge die Wahrheit gesagt hat, wäre die bisherige Darstellung der Ereignisse kaum noch haltbar.","Angenommen, dass","angenommen, dass","Angenommen, dass der Zeuge die Wahrheit gesagt hat, wäre die bisherige Darstellung der Ereignisse kaum noch haltbar.","Assuming that the witness told the truth, the previous account of the events would hardly remain defensible.","En supposant que le témoin ait dit la vérité, la version des faits présentée jusqu’à présent serait difficilement tenable.",,,"angenommen, dass = assuming that ● Subordinating conjunction","angenommen, dass = en supposant que ● Conjonctions de subordination",,
30,"_____ sich die politischen Spannungen weiter verschärfen, könnte dies erhebliche Auswirkungen auf die internationalen Märkte haben.","Angenommen, dass","angenommen, dass","Angenommen, dass sich die politischen Spannungen weiter verschärfen, könnte dies erhebliche Auswirkungen auf die internationalen Märkte haben.","Assuming that political tensions continue to intensify, this could have considerable effects on international markets.","En supposant que les tensions politiques continuent de s’aggraver, cela pourrait avoir des répercussions importantes sur les marchés internationaux.",,,"angenommen, dass = assuming that ● Subordinating conjunction","angenommen, dass = en supposant que ● Conjonctions de subordination",,
30,"_____ man sämtliche verfügbaren Daten berücksichtigen würde, käme man vermutlich zu einem deutlich differenzierteren Ergebnis.","Angenommen, dass","angenommen, dass","Angenommen, dass man sämtliche verfügbaren Daten berücksichtigen würde, käme man vermutlich zu einem deutlich differenzierteren Ergebnis.","Assuming that all available data were taken into account, one would probably arrive at a far more nuanced result.","En supposant que l’on prenne en compte toutes les données disponibles, on parviendrait probablement à un résultat beaucoup plus nuancé.",,,"angenommen, dass = assuming that ● Subordinating conjunction","angenommen, dass = en supposant que ● Conjonctions de subordination",,
31,,das heißt,das heißt,,"that is, that means, that is to say",c'est-à-dire que,Coordinating conjunction,Conjonction de coordination,"das heißt = that is, that means, that is to say ● Coordinating conjunction",das heißt = c'est-à-dire que ● Conjonction de coordination,,
31,,zumal,zumal,,"especially since, particularly because",d'autant plus que,Subordinating conjunction,Conjonctions de subordination,"zumal = especially since, particularly because ● Subordinating conjunction",zumal = d'autant plus que ● Conjonctions de subordination,,
31,,bald bald,bald bald,,one moment ... the next,tantôt ... tantôt,Correlative conjunction,Conjonction corrélative,bald bald = one moment ... the next ● Correlative conjunction,bald bald = tantôt ... tantôt ● Conjonction corrélative,,
31,,teils teils,teils teils,,partly ... partly,en partie ... en partie,Correlative conjunction,Conjonction corrélative,teils teils = partly ... partly ● Correlative conjunction,teils teils = en partie ... en partie ● Conjonction corrélative,,
31,,nun da,nun da,,"now that, seeing that",maintenant que,Subordinating conjunction,Conjonctions de subordination,"nun da = now that, seeing that ● Subordinating conjunction",nun da = maintenant que ● Conjonctions de subordination,,
31,,sosehr,sosehr,,"no matter how, however much",aussi ... que,Subordinating conjunction,Conjonctions de subordination,"sosehr = no matter how, however much ● Subordinating conjunction",sosehr = aussi ... que ● Conjonctions de subordination,,
31,,gerade als,gerade als,,just as,juste au moment où,Subordinating conjunction,Conjonctions de subordination,gerade als = just as ● Subordinating conjunction,gerade als = juste au moment où ● Conjonctions de subordination,,
31,,woraufhin,woraufhin,,"whereupon, as a result of which","après quoi, à la suite de quoi",Subordinating conjunction,Conjonctions de subordination,"woraufhin = whereupon, as a result of which ● Subordinating conjunction","woraufhin = après quoi, à la suite de quoi ● Conjonctions de subordination",,
32,"Das Unternehmen strebt eine Diversifizierung seiner Investitionen an, _____, es investiert nicht nur in Immobilien, sondern auch in Technologie-Start-ups.",das heißt,das heißt,"Das Unternehmen strebt eine Diversifizierung seiner Investitionen an, das heißt, es investiert nicht nur in Immobilien, sondern auch in Technologie-Start-ups.","The company is aiming to diversify its investments, that is, it is investing not only in real estate but also in tech start-ups.","L'entreprise souhaite diversifier ses investissements, c'est-à-dire qu'elle investit non seulement dans l'immobilier mais aussi dans des start-ups technologiques.",,,"das heißt = that is, that means, that is to say ● Coordinating conjunction",das heißt = c'est-à-dire que ● Conjonction de coordination,,
32,"Die neue Gesetzgebung wird bald in Kraft treten, _____, Unternehmen müssen sich an die neuen Regelungen anpassen, um Strafen zu vermeiden.",das heißt,das heißt,"Die neue Gesetzgebung wird bald in Kraft treten, das heißt, Unternehmen müssen sich an die neuen Regelungen anpassen, um Strafen zu vermeiden.","The new legislation will soon come into effect, that is, companies must adapt to the new regulations to avoid penalties.","La nouvelle législation entrera bientôt en vigueur, c'est-à-dire que les entreprises devront s'adapter à la nouvelle réglementation pour éviter les sanctions.",,,"das heißt = that is, that means, that is to say ● Coordinating conjunction",das heißt = c'est-à-dire que ● Conjonction de coordination,,
32,"Er hat sich für ein duales Studium entschieden, _____, er wird gleichzeitig studieren und praktische Erfahrungen im Betrieb sammeln.",das heißt,das heißt,"Er hat sich für ein duales Studium entschieden, das heißt, er wird gleichzeitig studieren und praktische Erfahrungen im Betrieb sammeln.","He has chosen a dual study program, that is, he will study and gain practical experience in the company simultaneously.","Il a choisi un programme d'études en alternance, c'est-à-dire qu'il étudiera et acquerra simultanément une expérience pratique dans l'entreprise.",,,"das heißt = that is, that means, that is to say ● Coordinating conjunction",das heißt = c'est-à-dire que ● Conjonction de coordination,,
32,"Das Budget wurde aufgestockt, _____, es stehen nun zusätzliche Mittel für innovative Projekte zur Verfügung.",das heißt,das heißt,"Das Budget wurde aufgestockt, das heißt, es stehen nun zusätzliche Mittel für innovative Projekte zur Verfügung.","The budget has been increased, that is, additional funds are now available for innovative projects.","Le budget a été augmenté, c'est-à-dire que des fonds supplémentaires sont désormais disponibles pour des projets innovants.",,,"das heißt = that is, that means, that is to say ● Coordinating conjunction",das heißt = c'est-à-dire que ● Conjonction de coordination,,
32,"Das Konzept basiert auf einem hybriden Lernmodell, _____, die Studierenden lernen sowohl online als auch in Präsenzveranstaltungen.",das heißt,das heißt,"Das Konzept basiert auf einem hybriden Lernmodell, das heißt, die Studierenden lernen sowohl online als auch in Präsenzveranstaltungen.","The concept is based on a hybrid learning model, that is, students learn both online and in face-to-face classes.","Le concept repose sur un modèle d’apprentissage hybride, c’est-à-dire que les étudiants apprennent à la fois en ligne et en cours en présentiel.",,,"das heißt = that is, that means, that is to say ● Coordinating conjunction",das heißt = c'est-à-dire que ● Conjonction de coordination,,
32,"Ich werde das Angebot annehmen, _____ es sehr vorteilhaft ist.",zumal,zumal,"Ich werde das Angebot annehmen, zumal es sehr vorteilhaft ist.","I will accept the offer, especially since it is very advantageous.","J'accepterai l'offre, d'autant plus qu'elle est très avantageuse.",,,"zumal = especially since, particularly because ● Subordinating conjunction",zumal = d'autant plus que ● Conjonctions de subordination,,
32,"Wir bleiben heute zu Hause, _____ das Wetter schlecht ist.",zumal,zumal,"Wir bleiben heute zu Hause, zumal das Wetter schlecht ist.","We are staying home today, particularly because the weather is bad.","Nous restons à la maison aujourd'hui, surtout parce que le temps est mauvais.",,,"zumal = especially since, particularly because ● Subordinating conjunction",zumal = d'autant plus que ● Conjonctions de subordination,,
32,"Er hat sich für das Studium entschieden, _____ er großes Interesse an der Thematik hat.",zumal,zumal,"Er hat sich für das Studium entschieden, zumal er großes Interesse an der Thematik hat.","He decided to study this subject, especially since he has a great interest in it.","Il a décidé d’étudier ce sujet, d’autant plus qu’il s’y intéresse beaucoup.",,,"zumal = especially since, particularly because ● Subordinating conjunction",zumal = d'autant plus que ● Conjonctions de subordination,,
32,"Ich esse weniger Süßigkeiten, _____ sie nicht gesund sind.",zumal,zumal,"Ich esse weniger Süßigkeiten, zumal sie nicht gesund sind.","I eat fewer sweets, particularly because they are not healthy.","Je mange moins de sucreries, notamment parce qu’elles ne sont pas saines.",,,"zumal = especially since, particularly because ● Subordinating conjunction",zumal = d'autant plus que ● Conjonctions de subordination,,
32,"Wir sollten mit dem Fahrrad fahren, _____ es umweltfreundlicher ist.",zumal,zumal,"Wir sollten mit dem Fahrrad fahren, zumal es umweltfreundlicher ist.","We should go by bike, especially since it is more environmentally friendly.","On devrait y aller à vélo, surtout que c'est plus écologique.",,,"zumal = especially since, particularly because ● Subordinating conjunction",zumal = d'autant plus que ● Conjonctions de subordination,,
32,"_____ zeigte er sich zuversichtlich, bald zweifelte er offen an der Sinnhaftigkeit des gesamten Projekts.",Bald,bald bald,"Bald zeigte er sich zuversichtlich, bald zweifelte er offen an der Sinnhaftigkeit des gesamten Projekts.","One moment he appeared confident, the next he openly doubted the value of the entire project.","Tantôt il se montrait confiant, tantôt il doutait ouvertement du bien-fondé de l’ensemble du projet.",,,bald bald = one moment ... the next ● Correlative conjunction,bald bald = tantôt ... tantôt ● Conjonction corrélative,,
32,"Bald reagierte sie sachlich und kontrolliert, _____ ließ sie sich von ihren Emotionen leiten.",bald,bald bald,"Bald reagierte sie sachlich und kontrolliert, bald ließ sie sich von ihren Emotionen leiten.","One moment she reacted calmly and rationally, the next she let her emotions take over.","Tantôt elle réagissait de manière posée et rationnelle, tantôt elle se laissait guider par ses émotions.",,,bald bald = one moment ... the next ● Correlative conjunction,bald bald = tantôt ... tantôt ● Conjonction corrélative,,
32,"_____ herrschte gespannte Stille im Raum, bald brach die Diskussion erneut heftig aus.",Bald,bald bald,"Bald herrschte gespannte Stille im Raum, bald brach die Diskussion erneut heftig aus.","One moment there was tense silence in the room, the next the discussion flared up again.","Tantôt un silence tendu régnait dans la pièce, tantôt la discussion reprenait violemment.",,,bald bald = one moment ... the next ● Correlative conjunction,bald bald = tantôt ... tantôt ● Conjonction corrélative,,
32,"Bald sprach er von langfristiger Planung, _____ traf er impulsive Entscheidungen ohne Rücksprache.",bald,bald bald,"Bald sprach er von langfristiger Planung, bald traf er impulsive Entscheidungen ohne Rücksprache.","One moment he spoke of long-term planning, the next he made impulsive decisions without consulting anyone.","Tantôt il parlait de planification à long terme, tantôt il prenait des décisions impulsives sans concertation.",,,bald bald = one moment ... the next ● Correlative conjunction,bald bald = tantôt ... tantôt ● Conjonction corrélative,,
32,"_____ wirkte die Lage unter Kontrolle, bald drohte sie vollständig zu eskalieren.",Bald,bald bald,"Bald wirkte die Lage unter Kontrolle, bald drohte sie vollständig zu eskalieren.","One moment the situation seemed under control, the next it threatened to spiral out of control.","Tantôt la situation semblait maîtrisée, tantôt elle menaçait d’échapper totalement à tout contrôle.",,,bald bald = one moment ... the next ● Correlative conjunction,bald bald = tantôt ... tantôt ● Conjonction corrélative,,
32,"_____ beruhte die Entscheidung auf sachlichen Argumenten, teils wurde sie von persönlichen Interessen beeinflusst.",Teils,teils teils,"Teils beruhte die Entscheidung auf sachlichen Argumenten, teils wurde sie von persönlichen Interessen beeinflusst.",The decision was based partly on objective arguments and partly influenced by personal interests.,La décision reposait en partie sur des arguments objectifs et en partie sur des intérêts personnels.,,,teils teils = partly ... partly ● Correlative conjunction,teils teils = en partie ... en partie ● Conjonction corrélative,,
32,"Teils wurde das Projekt aus Kostengründen kritisiert, _____ wegen seiner langfristigen Risiken infrage gestellt.",teils,teils teils,"Teils wurde das Projekt aus Kostengründen kritisiert, teils wegen seiner langfristigen Risiken infrage gestellt.",The project was criticized partly for cost reasons and partly questioned because of its long-term risks.,Le projet a été critiqué en partie pour des raisons de coûts et en partie pour ses risques à long terme.,,,teils teils = partly ... partly ● Correlative conjunction,teils teils = en partie ... en partie ● Conjonction corrélative,,
32,"_____ reagierte das Team mit Skepsis, teils mit vorsichtigem Optimismus auf die neuen Vorgaben.",Teils,teils teils,"Teils reagierte das Team mit Skepsis, teils mit vorsichtigem Optimismus auf die neuen Vorgaben.",The team reacted partly with skepticism and partly with cautious optimism to the new guidelines.,L’équipe a réagi en partie avec scepticisme et en partie avec un optimisme prudent face aux nouvelles directives.,,,teils teils = partly ... partly ● Correlative conjunction,teils teils = en partie ... en partie ● Conjonction corrélative,,
32,"Teils war die Verzögerung technisch bedingt, _____ auf mangelhafte Abstimmung zurückzuführen.",teils,teils teils,"Teils war die Verzögerung technisch bedingt, teils auf mangelhafte Abstimmung zurückzuführen.",The delay was partly due to technical issues and partly attributable to poor coordination.,Le retard était dû en partie à des problèmes techniques et en partie à un manque de coordination.,,,teils teils = partly ... partly ● Correlative conjunction,teils teils = en partie ... en partie ● Conjonction corrélative,,
32,"_____ spiegeln die Ergebnisse reale Trends wider, teils sind sie statistisch verzerrt.",Teils,teils teils,"Teils spiegeln die Ergebnisse reale Trends wider, teils sind sie statistisch verzerrt.",The results partly reflect real trends and partly are statistically distorted.,Les résultats reflètent en partie des tendances réelles et sont en partie statistiquement biaisés.,,,teils teils = partly ... partly ● Correlative conjunction,teils teils = en partie ... en partie ● Conjonction corrélative,,
32,"_____ alle relevanten Daten vorliegen, kann eine fundierte Entscheidung getroffen werden.",Nun da,nun da,"Nun da alle relevanten Daten vorliegen, kann eine fundierte Entscheidung getroffen werden.","Now that all relevant data is available, a well-founded decision can be made.","Maintenant que toutes les données pertinentes sont disponibles, une décision éclairée peut être prise.",,,"nun da = now that, seeing that ● Subordinating conjunction",nun da = maintenant que ● Conjonctions de subordination,,
32,"_____ sich die wirtschaftlichen Rahmenbedingungen geändert haben, wirkt die ursprüngliche Strategie überholt.",Nun da,nun da,"Nun da sich die wirtschaftlichen Rahmenbedingungen geändert haben, wirkt die ursprüngliche Strategie überholt.","Now that the economic conditions have changed, the original strategy seems outdated.","Maintenant que le cadre économique a changé, la stratégie initiale paraît dépassée.",,,"nun da = now that, seeing that ● Subordinating conjunction",nun da = maintenant que ● Conjonctions de subordination,,
32,"_____ der Konflikt offen benannt wurde, lässt sich konstruktiver darüber sprechen.",Nun da,nun da,"Nun da der Konflikt offen benannt wurde, lässt sich konstruktiver darüber sprechen.","Now that the conflict has been openly addressed, it can be discussed more constructively.","Maintenant que le conflit a été nommé ouvertement, il est possible d’en discuter de manière plus constructive.",,,"nun da = now that, seeing that ● Subordinating conjunction",nun da = maintenant que ● Conjonctions de subordination,,
32,"_____ seine Rolle klar definiert ist, übernimmt er deutlich mehr Verantwortung.",Nun da,nun da,"Nun da seine Rolle klar definiert ist, übernimmt er deutlich mehr Verantwortung.","Now that his role is clearly defined, he takes on significantly more responsibility.","Maintenant que son rôle est clairement défini, il assume nettement plus de responsabilités.",,,"nun da = now that, seeing that ● Subordinating conjunction",nun da = maintenant que ● Conjonctions de subordination,,
32,"_____ die anfängliche Euphorie verflogen ist, treten die strukturellen Probleme deutlicher zutage.",Nun da,nun da,"Nun da die anfängliche Euphorie verflogen ist, treten die strukturellen Probleme deutlicher zutage.","Now that the initial enthusiasm has faded, the structural problems are becoming more apparent.","Maintenant que l’enthousiasme initial est retombé, les problèmes structurels apparaissent plus clairement.",,,"nun da = now that, seeing that ● Subordinating conjunction",nun da = maintenant que ● Conjonctions de subordination,,
32,"Die persönlichen Spannungen ließen sich nicht völlig ausblenden, _____ er sich um eine sachliche Lösung bemühte.",sosehr,sosehr,"Die persönlichen Spannungen ließen sich nicht völlig ausblenden, sosehr er sich um eine sachliche Lösung bemühte.","The personal tensions could not be completely ignored, however much he tried to find an objective solution.","Les tensions personnelles ne pouvaient pas être totalement mises de côté, aussi fort qu’il s’efforce de trouver une solution objective.",,,"sosehr = no matter how, however much ● Subordinating conjunction",sosehr = aussi ... que ● Conjonctions de subordination,,
32,"Eine gewisse Skepsis blieb bestehen, _____ ihn die Argumente überzeugten.",sosehr,sosehr,"Eine gewisse Skepsis blieb bestehen, sosehr ihn die Argumente überzeugten.","A certain skepticism remained, much as the arguments convinced him.","Un certain scepticisme subsistait, aussi convaincants que fussent les arguments.",,,"sosehr = no matter how, however much ● Subordinating conjunction",sosehr = aussi ... que ● Conjonctions de subordination,,
32,"_____ die Reform politisch gewollt war, scheiterte sie letztlich an ihrer praktischen Umsetzung.",Sosehr,sosehr,"Sosehr die Reform politisch gewollt war, scheiterte sie letztlich an ihrer praktischen Umsetzung.","However strongly the reform was politically desired, it ultimately failed in its practical implementation.","Aussi souhaitée que fût la réforme sur le plan politique, elle a finalement échoué dans sa mise en œuvre concrète.",,,"sosehr = no matter how, however much ● Subordinating conjunction",sosehr = aussi ... que ● Conjonctions de subordination,,
32,"_____ das Ergebnis auf den ersten Blick plausibel erschien, war eine erneute Prüfung erforderlich.",Sosehr,sosehr,"Sosehr das Ergebnis auf den ersten Blick plausibel erschien, war eine erneute Prüfung erforderlich.","However plausible the result seemed at first glance, a renewed review was necessary.","Aussi plausible que le résultat paraisse à première vue, un nouvel examen était nécessaire.",,,"sosehr = no matter how, however much ● Subordinating conjunction",sosehr = aussi ... que ● Conjonctions de subordination,,
32,"_____ man den historischen Kontext berücksichtigen muss, dürfen grundlegende methodische Fehler nicht relativiert werden.",Sosehr,sosehr,"Sosehr man den historischen Kontext berücksichtigen muss, dürfen grundlegende methodische Fehler nicht relativiert werden.","However much the historical context must be taken into account, fundamental methodological errors must not be relativized.","Aussi nécessaire que soit la prise en compte du contexte historique, des erreurs méthodologiques fondamentales ne doivent pas être relativisées.",,,"sosehr = no matter how, however much ● Subordinating conjunction",sosehr = aussi ... que ● Conjonctions de subordination,,
32,"_____ ich begann, an der Entscheidung zu zweifeln, erhielt ich eine Nachricht, die alles veränderte.",Gerade als,gerade als,"Gerade als ich begann, an der Entscheidung zu zweifeln, erhielt ich eine Nachricht, die alles veränderte.","Just as I began to doubt the decision, I received a message that changed everything.","Juste au moment où je commençais à douter de la décision, j’ai reçu un message qui a tout changé.",,,gerade als = just as ● Subordinating conjunction,gerade als = juste au moment où ● Conjonctions de subordination,,
32,"_____ das Team glaubte, die Krise überwunden zu haben, traten neue Probleme auf.",Gerade als,gerade als,"Gerade als das Team glaubte, die Krise überwunden zu haben, traten neue Probleme auf.","Just as the team believed it had overcome the crisis, new problems emerged.","Juste au moment où l’équipe pensait avoir surmonté la crise, de nouveaux problèmes sont apparus.",,,gerade als = just as ● Subordinating conjunction,gerade als = juste au moment où ● Conjonctions de subordination,,
32,"_____ er seine Rede beenden wollte, wurde er von einer unerwarteten Frage unterbrochen.",Gerade als,gerade als,"Gerade als er seine Rede beenden wollte, wurde er von einer unerwarteten Frage unterbrochen.","Just as he was about to finish his speech, he was interrupted by an unexpected question.","Juste au moment où il voulait terminer son discours, il a été interrompu par une question inattendue.",,,gerade als = just as ● Subordinating conjunction,gerade als = juste au moment où ● Conjonctions de subordination,,
32,"_____ man eine Einigung für sicher hielt, scheiterten die Verhandlungen an einem Detail.",Gerade als,gerade als,"Gerade als man eine Einigung für sicher hielt, scheiterten die Verhandlungen an einem Detail.","Just as an agreement seemed certain, the negotiations failed because of a detail.","Juste au moment où l’on croyait l’accord assuré, les négociations ont échoué à cause d’un détail.",,,gerade als = just as ● Subordinating conjunction,gerade als = juste au moment où ● Conjonctions de subordination,,
32,"_____ sie beschlossen hatte, das Angebot abzulehnen, änderten sich die Rahmenbedingungen grundlegend.",Gerade als,gerade als,"Gerade als sie beschlossen hatte, das Angebot abzulehnen, änderten sich die Rahmenbedingungen grundlegend.","Just as she had decided to reject the offer, the conditions fundamentally changed.","Juste au moment où elle avait décidé de refuser l’offre, les conditions ont changé de manière fondamentale.",,,gerade als = just as ● Subordinating conjunction,gerade als = juste au moment où ● Conjonctions de subordination,,
32,"Die Regierung kündigte überraschend neue Sanktionen an, _____ mehrere internationale Unternehmen ihre Investitionspläne überdachten.",woraufhin,woraufhin,"Die Regierung kündigte überraschend neue Sanktionen an, woraufhin mehrere internationale Unternehmen ihre Investitionspläne überdachten.","The government unexpectedly announced new sanctions, whereupon several international companies reconsidered their investment plans.","Le gouvernement a annoncé de manière inattendue de nouvelles sanctions, à la suite de quoi plusieurs entreprises internationales ont reconsidéré leurs projets d’investissement.",Subordinating conjunction,Conjonctions de subordination,"woraufhin = whereupon, as a result of which ● Subordinating conjunction","woraufhin = après quoi, à la suite de quoi ● Conjonctions de subordination",,
32,"Er stellte die bisherigen Annahmen des Forschungsteams öffentlich infrage, _____ eine lebhafte wissenschaftliche Debatte entstand.",woraufhin,woraufhin,"Er stellte die bisherigen Annahmen des Forschungsteams öffentlich infrage, woraufhin eine lebhafte wissenschaftliche Debatte entstand.","He publicly questioned the research team’s previous assumptions, whereupon a lively scientific debate arose.","Il a remis publiquement en question les hypothèses précédentes de l’équipe de recherche, à la suite de quoi un débat scientifique animé s’est engagé.",Subordinating conjunction,Conjonctions de subordination,"woraufhin = whereupon, as a result of which ● Subordinating conjunction","woraufhin = après quoi, à la suite de quoi ● Conjonctions de subordination",,
32,"Die Zentralbank erhöhte unerwartet den Leitzins, _____ die Finanzmärkte kurzfristig stark reagierten.",woraufhin,woraufhin,"Die Zentralbank erhöhte unerwartet den Leitzins, woraufhin die Finanzmärkte kurzfristig stark reagierten.","The central bank unexpectedly raised the key interest rate, whereupon the financial markets reacted strongly in the short term.","La banque centrale a relevé de manière inattendue son taux directeur, à la suite de quoi les marchés financiers ont fortement réagi à court terme.",Subordinating conjunction,Conjonctions de subordination,"woraufhin = whereupon, as a result of which ● Subordinating conjunction","woraufhin = après quoi, à la suite de quoi ● Conjonctions de subordination",,
32,"Sie wies auf mehrere methodische Schwächen der Studie hin, _____ die Autoren ihre Ergebnisse präzisieren mussten.",woraufhin,woraufhin,"Sie wies auf mehrere methodische Schwächen der Studie hin, woraufhin die Autoren ihre Ergebnisse präzisieren mussten.","She pointed out several methodological weaknesses in the study, whereupon the authors had to refine their results.","Elle a signalé plusieurs faiblesses méthodologiques de l’étude, à la suite de quoi les auteurs ont dû préciser leurs résultats.",Subordinating conjunction,Conjonctions de subordination,"woraufhin = whereupon, as a result of which ● Subordinating conjunction","woraufhin = après quoi, à la suite de quoi ● Conjonctions de subordination",,
32,"Der Zeuge änderte plötzlich seine Aussage, _____ das Gericht eine erneute Befragung anordnete.",woraufhin,woraufhin,"Der Zeuge änderte plötzlich seine Aussage, woraufhin das Gericht eine erneute Befragung anordnete.","The witness suddenly changed his testimony, whereupon the court ordered a new questioning.","Le témoin a soudainement modifié sa déclaration, à la suite de quoi le tribunal a ordonné un nouvel interrogatoire.",Subordinating conjunction,Conjonctions de subordination,"woraufhin = whereupon, as a result of which ● Subordinating conjunction","woraufhin = après quoi, à la suite de quoi ● Conjonctions de subordination",,
33,sooft,immer wenn,immer wenn,"Sooft er neue Daten erhält, passt er seine Analyse sofort an.","everytime, whenever",à chaque fois que,Subordinating conjunction,Conjonctions de subordination,"immer wenn = everytime, whenever ● Subordinating conjunction",immer wenn = à chaque fois que ● Conjonctions de subordination,,
33,selbst wenn,auch wenn,auch wenn,"Selbst wenn ich dir die Wahrheit erzählt hätte, würdest du mir übrigens nicht glauben.",even if,"même si, même quand",Subordinating conjunction,Conjonctions de subordination,auch wenn = even if ● Subordinating conjunction,"auch wenn = même si, même quand ● Conjonctions de subordination",,
33,somit,also,also,"Er hatte alle Argumente sorgfältig geprüft, somit wirkte seine Entscheidung besonders fundiert.","so, thus, hence","donc, ainsi, d'où",Adverb,Adverbe,"also = so, thus, hence ● Adverb","also = donc, ainsi, d'où ● Adverbe",,
33,hingegen,dagegen,dagegen,"Sie bevorzugt strukturierte Abläufe, hingegen arbeitet ihr Team eher spontan.","by contrast, in contrast, on the other hand","par contre, en revanche, au contraire",Adverb,Adverbe,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
33,im Gegensatz dazu,dagegen,dagegen,"Das Unternehmen setzt auf klassische Methoden, im Gegensatz dazu experimentieren Start-ups viel mehr.","by contrast, in contrast, on the other hand","par contre, en revanche, au contraire",Adverb,Adverbe,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
33,demnach,folglich,folglich,"Die Hinweise waren eindeutig, demnach musste die Theorie überarbeitet werden.","consequently, as a result, thereupon","par conséquent, en conséquence",Adverb,Adverbe,"folglich = consequently, as a result, thereupon ● Adverb","folglich = par conséquent, en conséquence ● Adverbe",,
33,daraufhin,folglich,folglich,"Der Bericht enthielt mehrere Unklarheiten, daraufhin forderte die Kommission weitere Unterlagen an.","consequently, as a result, thereupon","par conséquent, en conséquence",Adverb,Adverbe,"folglich = consequently, as a result, thereupon ● Adverb","folglich = par conséquent, en conséquence ● Adverbe",,
33,mithin,folglich,folglich,"Die Ergebnisse waren widersprüchlich, mithin bleibt die Frage vorerst ungeklärt.","consequently, as a result, thereupon","par conséquent, en conséquence",Adverb,Adverbe,"folglich = consequently, as a result, thereupon ● Adverb","folglich = par conséquent, en conséquence ● Adverbe",,
33,wenngleich,obwohl,obwohl,"Er präsentierte ein überzeugendes Konzept, wenngleich einige Details noch unausgereift wirkten.","although, even though","bien que, même si",Subordinating conjunction,Conjonctions de subordination,"obwohl = although, even though ● Subordinating conjunction","obwohl = bien que, même si ● Conjonctions de subordination",,
33,gleichwohl,trotzdem,trotzdem,"Die Kritik war scharf, gleichwohl blieb der Autor ruhig und sachlich.","despite it, nevertheless, yet, nonetheless, anyway","malgré cela, tout de même, néanmoins, pourtant",Adverb,Adverbe,"trotzdem = despite it, nevertheless, yet, nonetheless, anyway ● Adverb","trotzdem = malgré cela, tout de même, néanmoins, pourtant ● Adverbe",,
33,nichtsdestotrotz,trotzdem,trotzdem,"Die Bedingungen waren ungünstig, nichtsdestotrotz erzielte das Team ein bemerkenswertes Ergebnis.","despite it, nevertheless, yet, nonetheless, anyway","malgré cela, tout de même, néanmoins, pourtant",Adverb,Adverbe,"trotzdem = despite it, nevertheless, yet, nonetheless, anyway ● Adverb","trotzdem = malgré cela, tout de même, néanmoins, pourtant ● Adverbe",,
33,weiterhin,außerdem,außerdem,"Das Projekt war komplex, weiterhin kamen neue Anforderungen hinzu.","besides, moreover, furthermore","en outre, de plus",Adverb,Adverbe,"außerdem = besides, moreover, furthermore ● Adverb","außerdem = en outre, de plus ● Adverbe",,
33,daneben,außerdem,außerdem,"Die Studie untersucht das Konsumverhalten, daneben berücksichtigt sie auch ökologische Kriterien.","besides, moreover, furthermore","en outre, de plus",Adverb,Adverbe,"außerdem = besides, moreover, furthermore ● Adverb","außerdem = en outre, de plus ● Adverbe",,
33,ferner,außerdem,außerdem,"Der Bericht fasst die wichtigsten Trends zusammen, ferner bietet er konkrete Handlungsempfehlungen.","besides, moreover, furthermore","en outre, de plus",Adverb,Adverbe,"außerdem = besides, moreover, furthermore ● Adverb","außerdem = en outre, de plus ● Adverbe",,
33,zunächst,zuerst,zuerst,"Zunächst wollten wir die wichtigsten Annahmen klären, bevor wir mit der Analyse beginnen.","first, at first","d'abord, tout d'abord, au début",Adverb,Adverbe,"zuerst = first, at first ● Adverb","zuerst = d'abord, tout d'abord, au début ● Adverbe",,
33,sogar wenn,auch wenn,auch wenn,"Sogar wenn alle Beteiligten zustimmen, wird die Umsetzung des Projekts voraussichtlich mehr Zeit in Anspruch nehmen als geplant.",even if,"même si, même quand",Subordinating conjunction,Conjonctions de subordination,auch wenn = even if ● Subordinating conjunction,"auch wenn = même si, même quand ● Conjonctions de subordination",,
34,auf diese Weise,so,so,Die Probleme wurden diskutiert und auf diese Weise gelöst.,"like that, that way","ainsi, comme ça, de cette manière, de cette façon",Adverb,Adverbe,"so = like that, that way ● Adverb","so = ainsi, comme ça, de cette manière, de cette façon ● Adverbe",,
34,ansonsten,sonst,sonst,"Sie hätte die Anleitung sorgfältiger lesen müssen, ansonsten wären die Fehler leicht vermeidbar gewesen.","otherwise, else","sinon, autrement",Adverb,Adverbe,"sonst = otherwise, else ● Adverb","sonst = sinon, autrement ● Adverbe",,
34,anschließend,danach,danach,"Wir klärten die wichtigsten Fragen, anschließend begann die praktische Umsetzung.","afterwards, thereafter","ensuite, par la suite, après cela",Adverb,Adverbe,"danach = afterwards, thereafter ● Adverb","danach = ensuite, par la suite, après cela ● Adverbe",,
