exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
77,"Der Vortrag war lang, aber durch kurze Fragen _____ blieb er interessant.",zwischendurch,"Der Vortrag war lang, aber durch kurze Fragen zwischendurch blieb er interessant.","The lecture was long, but short questions in between kept it interesting.","La conférence était longue, mais des questions intermédiaires l’ont rendue intéressante.","zwischendurch = in between, from time to time",zwischendurch = entre-temps,,
77,"Der Vertrag muss _____ der Frist verlängert werden, um rechtliche Konsequenzen zu vermeiden.",vor Ablauf,"Der Vertrag muss vor Ablauf der Frist verlängert werden, um rechtliche Konsequenzen zu vermeiden.",The contract must be extended before the deadline expires in order to avoid legal consequences.,Le contrat doit être prolongé avant l’expiration du délai afin d’éviter des conséquences juridiques.,"vor ablauf = before expiry, before the deadline","vor ablauf = avant expiration, avant la fin",,
77,_____ des Jahres sollen die wichtigsten Reformen umgesetzt worden sein.,Vor Ablauf,Vor Ablauf des Jahres sollen die wichtigsten Reformen umgesetzt worden sein.,"Before the end of the year, the most important reforms are to have been implemented.","Avant la fin de l’année, les réformes les plus importantes devraient avoir été mises en œuvre.","vor ablauf = before expiry, before the deadline","vor ablauf = avant expiration, avant la fin",,
77,Die Unterlagen müssen _____ der Bewerbungsfrist eingereicht werden.,vor Ablauf,Die Unterlagen müssen vor Ablauf der Bewerbungsfrist eingereicht werden.,The documents must be submitted before the application deadline expires.,Les documents doivent être déposés avant l’expiration du délai de candidature.,"vor ablauf = before expiry, before the deadline","vor ablauf = avant expiration, avant la fin",,
77,_____ der Verjährungsfrist wurde eine Klage eingereicht.,Vor Ablauf,Vor Ablauf der Verjährungsfrist wurde eine Klage eingereicht.,A lawsuit was filed before the limitation period expired.,Une plainte a été déposée avant l’expiration du délai de prescription.,"vor ablauf = before expiry, before the deadline","vor ablauf = avant expiration, avant la fin",,
77,Die Störung konnte _____ der Wartungsperiode behoben werden.,vor Ablauf,Die Störung konnte vor Ablauf der Wartungsperiode behoben werden.,The disruption could be resolved before the maintenance period ended.,La panne a pu être résolue avant la fin de la période de maintenance.,"vor ablauf = before expiry, before the deadline","vor ablauf = avant expiration, avant la fin",,
77,"_____ ist es für Unternehmen entscheidend, datenbasierte Strategien zu entwickeln, um wettbewerbsfähig zu bleiben.",Heutzutage,"Heutzutage ist es für Unternehmen entscheidend, datenbasierte Strategien zu entwickeln, um wettbewerbsfähig zu bleiben.","Nowadays, it is crucial for companies to develop data-driven strategies in order to remain competitive.","De nos jours, il est essentiel pour les entreprises de développer des stratégies fondées sur les données pour rester compétitives.","heutzutage = nowadays, these days","heutzutage = de nos jours, ces derniers temps",,
77,"_____ erwarten viele Menschen eine sofortige Rückmeldung, was den Druck auf Organisationen erheblich erhöht.",Heutzutage,"Heutzutage erwarten viele Menschen eine sofortige Rückmeldung, was den Druck auf Organisationen erheblich erhöht.","These days, many people expect immediate feedback, which significantly increases pressure on organizations.","De nos jours, beaucoup de gens attendent une réponse immédiate, ce qui augmente considérablement la pression sur les organisations.","heutzutage = nowadays, these days","heutzutage = de nos jours, ces derniers temps",,
77,"_____ wird verstärkt darüber diskutiert, wie künstliche Intelligenz verantwortungsvoll eingesetzt werden kann.",Heutzutage,"Heutzutage wird verstärkt darüber diskutiert, wie künstliche Intelligenz verantwortungsvoll eingesetzt werden kann.","Nowadays, there is increased debate about how artificial intelligence can be used responsibly.","De nos jours, il y a de plus en plus de débats sur la manière d’utiliser l’intelligence artificielle de façon responsable.","heutzutage = nowadays, these days","heutzutage = de nos jours, ces derniers temps",,
77,"_____ ist es kaum vorstellbar, Projekte ohne digitale Werkzeuge zu koordinieren.",Heutzutage,"Heutzutage ist es kaum vorstellbar, Projekte ohne digitale Werkzeuge zu koordinieren.","These days, it is hardly conceivable to coordinate projects without digital tools.","De nos jours, il est difficile d’imaginer coordonner des projets sans outils numériques.","heutzutage = nowadays, these days","heutzutage = de nos jours, ces derniers temps",,
77,"_____ sind berufliche Laufbahnen deutlich vielfältiger, was neue Chancen, aber auch neue Unsicherheiten mit sich bringt.",Heutzutage,"Heutzutage sind berufliche Laufbahnen deutlich vielfältiger, was neue Chancen, aber auch neue Unsicherheiten mit sich bringt.","Nowadays, career paths are far more diverse, which brings new opportunities but also new uncertainties.","De nos jours, les parcours professionnels sont bien plus diversifiés, ce qui apporte de nouvelles opportunités mais aussi de nouvelles incertitudes.","heutzutage = nowadays, these days","heutzutage = de nos jours, ces derniers temps",,
77,"_____ änderte er den Plan, ohne die langfristigen Konsequenzen vollständig zu bedenken.",Kurzerhand,"Kurzerhand änderte er den Plan, ohne die langfristigen Konsequenzen vollständig zu bedenken.","Without further ado, he changed the plan without fully considering the long-term consequences.","Sans plus attendre, il a modifié le plan sans réfléchir pleinement aux conséquences à long terme.","kurzerhand = without further ado, abruptly","kurzerhand = sans plus attendre, abruptement",,
77,"Als die Verhandlungen zu scheitern drohten, brach man sie _____ ab.",kurzerhand,"Als die Verhandlungen zu scheitern drohten, brach man sie kurzerhand ab.","When the negotiations threatened to fail, they were abruptly called off.","Lorsque les négociations menaçaient d’échouer, on y a mis fin abruptement.","kurzerhand = without further ado, abruptly","kurzerhand = sans plus attendre, abruptement",,
77,"_____ entschied das Management, das Projekt einzustellen.",Kurzerhand,"Kurzerhand entschied das Management, das Projekt einzustellen.","Without hesitation, the management decided to terminate the project.","Sans hésiter, la direction a décidé d’arrêter le projet.","kurzerhand = without further ado, abruptly","kurzerhand = sans plus attendre, abruptement",,
77,"Da keine Einigung erzielt werden konnte, wurde der Vorschlag _____ verworfen.",kurzerhand,"Da keine Einigung erzielt werden konnte, wurde der Vorschlag kurzerhand verworfen.","Since no agreement could be reached, the proposal was simply discarded.","Faute d’accord, la proposition a été simplement rejetée.","kurzerhand = without further ado, abruptly","kurzerhand = sans plus attendre, abruptement",,
77,"_____ übernahm sie die Verantwortung, obwohl die Situation alles andere als klar war.",Kurzerhand,"Kurzerhand übernahm sie die Verantwortung, obwohl die Situation alles andere als klar war.","On the spur of the moment, she took responsibility, although the situation was far from clear.","Sur un coup de tête, elle a pris la responsabilité, bien que la situation fût loin d’être claire.","kurzerhand = without further ado, abruptly","kurzerhand = sans plus attendre, abruptement",,
77,"Die Gesellschaft ist heute _____ mit der Frage konfrontiert, wie sich technologische Innovation mit ethischer Verantwortung vereinbaren lässt.",wie noch nie,"Die Gesellschaft ist heute wie noch nie mit der Frage konfrontiert, wie sich technologische Innovation mit ethischer Verantwortung vereinbaren lässt.",Society is today confronted more than ever with the question of how technological innovation can be reconciled with ethical responsibility.,La société est aujourd’hui confrontée comme jamais auparavant à la question de savoir comment concilier innovation technologique et responsabilité éthique.,wie noch nie = like never before,wie noch nie = comme jamais auparavant,,
77,"Unternehmen stehen _____ unter Druck, ihre Geschäftsmodelle an ökologische und soziale Anforderungen anzupassen.",wie noch nie,"Unternehmen stehen wie noch nie unter Druck, ihre Geschäftsmodelle an ökologische und soziale Anforderungen anzupassen.",Companies are under pressure like never before to adapt their business models to ecological and social requirements.,Les entreprises sont sous pression comme jamais auparavant pour adapter leurs modèles économiques aux exigences écologiques et sociales.,wie noch nie = like never before,wie noch nie = comme jamais auparavant,,
77,Die politische Debatte ist _____ von Polarisierung und emotionalen Reaktionen geprägt.,wie noch nie,Die politische Debatte ist wie noch nie von Polarisierung und emotionalen Reaktionen geprägt.,The political debate is characterized by polarization and emotional reactions like never before.,Le débat politique est marqué comme jamais auparavant par la polarisation et les réactions émotionnelles.,wie noch nie = like never before,wie noch nie = comme jamais auparavant,,
77,"Individuen haben heute _____ Zugang zu Informationen, müssen jedoch gleichzeitig lernen, mit deren Überfluss kritisch umzugehen.",wie noch nie,"Individuen haben heute wie noch nie Zugang zu Informationen, müssen jedoch gleichzeitig lernen, mit deren Überfluss kritisch umzugehen.","Individuals today have access to information like never before, but must also learn to deal critically with its abundance.","Les individus ont aujourd’hui accès à l’information comme jamais auparavant, mais doivent aussi apprendre à gérer de manière critique cet excès.",wie noch nie = like never before,wie noch nie = comme jamais auparavant,,
77,Die globale Wirtschaft ist _____ von komplexen Abhängigkeiten und fragilen Lieferketten geprägt.,wie noch nie,Die globale Wirtschaft ist wie noch nie von komplexen Abhängigkeiten und fragilen Lieferketten geprägt.,The global economy is characterized by complex interdependencies and fragile supply chains like never before.,L’économie mondiale est marquée comme jamais auparavant par des interdépendances complexes et des chaînes d’approvisionnement fragiles.,wie noch nie = like never before,wie noch nie = comme jamais auparavant,,
78,,zur Niederschrift,,for the record,"pour mémoire, pour votre information",zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
78,,im Gange,,"in progress, underway",en cours,"im gange = in progress, underway",im gange = en cours,,
78,,wo auch immer,,wherever,où que,wo auch immer = wherever,wo auch immer = où que,,
78,,warum auch immer,,for whatever reason,pour quelque raison que,warum auch immer = for whatever reason,warum auch immer = pour quelque raison que,,
78,,wann auch immer,,whenever,chaque fois que,wann auch immer = whenever,wann auch immer = chaque fois que,,
78,,wie auch immer,,"however, no matter how","quel que soit, quelle que soit, quoi qu'il en soit","wie auch immer = however, no matter how","wie auch immer = quel que soit, quelle que soit, quoi qu'il en soit",,
78,,weithin,,"largely, widely, far and wide",largement,"weithin = largely, widely, far and wide",weithin = largement,,
79,"Die Zeugenaussage wurde _____ gegeben, nachdem der Vorfall detailliert geschildert worden war.",zur Niederschrift,"Die Zeugenaussage wurde zur Niederschrift gegeben, nachdem der Vorfall detailliert geschildert worden war.",The witness statement was given for the record after the incident had been described in detail.,Le témoignage a été consigné par écrit après que l’incident a été décrit en détail.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
79,"Alle Einwände müssen _____ eingereicht werden, damit sie im offiziellen Verfahren berücksichtigt werden können.",zur Niederschrift,"Alle Einwände müssen zur Niederschrift eingereicht werden, damit sie im offiziellen Verfahren berücksichtigt werden können.",All objections must be submitted for the record so they can be taken into account in the official procedure.,Toutes les objections doivent être soumises par écrit afin d’être prises en compte dans la procédure officielle.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
79,"Die Vorsitzende bat darum, die Entscheidung _____ festzuhalten, um spätere Missverständnisse zu vermeiden.",zur Niederschrift,"Die Vorsitzende bat darum, die Entscheidung zur Niederschrift festzuhalten, um spätere Missverständnisse zu vermeiden.",The chair asked for the decision to be recorded in writing to avoid later misunderstandings.,La présidente a demandé que la décision soit consignée par écrit afin d’éviter des malentendus ultérieurs.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
79,Der Beschluss wurde einstimmig gefasst und anschließend _____ formuliert.,zur Niederschrift,Der Beschluss wurde einstimmig gefasst und anschließend zur Niederschrift formuliert.,The resolution was adopted unanimously and subsequently drafted for the record.,La résolution a été adoptée à l’unanimité puis rédigée pour être consignée par écrit.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
79,"_____ erklärte der Experte, dass mehrere der ursprünglichen Annahmen wissenschaftlich nicht haltbar seien.",Zur Niederschrift,"Zur Niederschrift erklärte der Experte, dass mehrere der ursprünglichen Annahmen wissenschaftlich nicht haltbar seien.","For the record, the expert stated that several of the original assumptions were not scientifically tenable.","Pour le procès-verbal, l’expert a déclaré que plusieurs des hypothèses initiales n’étaient pas scientifiquement tenables.",zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
79,"Die Bauarbeiten sind noch _____, deshalb bleibt die Straße bis nächste Woche gesperrt.",im Gange,"Die Bauarbeiten sind noch im Gange, deshalb bleibt die Straße bis nächste Woche gesperrt.","The construction work is still underway, so the road will remain closed until next week.","Les travaux sont toujours en cours, c'est pourquoi la route restera fermée jusqu'à la semaine prochaine.","im gange = in progress, underway",im gange = en cours,,
79,"Während die Verhandlungen noch _____ waren, wollte niemand eine offizielle Stellungnahme abgeben.",im Gange,"Während die Verhandlungen noch im Gange waren, wollte niemand eine offizielle Stellungnahme abgeben.","While the negotiations were still underway, nobody wanted to make an official statement.","Tant que les négociations étaient en cours, personne ne voulait faire de déclaration officielle.","im gange = in progress, underway",im gange = en cours,,
79,"Als der Strom ausfiel, war die Präsentation gerade _____.",im Gange,"Als der Strom ausfiel, war die Präsentation gerade im Gange.","When the power went out, the presentation was just underway.","Lorsque le courant a été coupé, la présentation était justement en cours.","im gange = in progress, underway",im gange = en cours,,
79,"Die Polizei bestätigte, dass die Ermittlungen noch _____ seien und weitere Informationen später veröffentlicht würden.",im Gange,"Die Polizei bestätigte, dass die Ermittlungen noch im Gange seien und weitere Informationen später veröffentlicht würden.",The police confirmed that the investigation was still underway and that further information would be released later.,La police a confirmé que l'enquête était toujours en cours et que d'autres informations seraient publiées plus tard.,"im gange = in progress, underway",im gange = en cours,,
79,"Trotz der Bauarbeiten, die noch _____ sind, bleibt das Museum für Besucher geöffnet.",im Gange,"Trotz der Bauarbeiten, die noch im Gange sind, bleibt das Museum für Besucher geöffnet.","Despite the construction work that is still underway, the museum remains open to visitors.","Malgré les travaux qui sont toujours en cours, le musée reste ouvert aux visiteurs.","im gange = in progress, underway",im gange = en cours,,
79,"_____ komplexe Entscheidungen getroffen werden, spielen Machtverhältnisse eine entscheidende Rolle.",Wo auch immer,"Wo auch immer komplexe Entscheidungen getroffen werden, spielen Machtverhältnisse eine entscheidende Rolle.","Wherever complex decisions are made, power relations play a decisive role.","Où que des décisions complexes soient prises, les rapports de pouvoir jouent un rôle décisif.",wo auch immer = wherever,wo auch immer = où que,,
79,"_____ technologische Innovationen entstehen, werfen sie neue ethische Fragen auf.",Wo auch immer,"Wo auch immer technologische Innovationen entstehen, werfen sie neue ethische Fragen auf.","Wherever technological innovations emerge, they raise new ethical questions.","Où que naissent des innovations technologiques, elles soulèvent de nouvelles questions éthiques.",wo auch immer = wherever,wo auch immer = où que,,
79,"_____ gesellschaftliche Veränderungen stattfinden, entstehen Spannungen zwischen Tradition und Fortschritt.",Wo auch immer,"Wo auch immer gesellschaftliche Veränderungen stattfinden, entstehen Spannungen zwischen Tradition und Fortschritt.","Wherever social changes occur, tensions arise between tradition and progress.","Où que se produisent des changements sociaux, des tensions apparaissent entre tradition et progrès.",wo auch immer = wherever,wo auch immer = où que,,
79,"_____ wirtschaftliche Interessen dominieren, geraten ökologische Aspekte leicht in den Hintergrund.",Wo auch immer,"Wo auch immer wirtschaftliche Interessen dominieren, geraten ökologische Aspekte leicht in den Hintergrund.","Wherever economic interests dominate, ecological aspects easily recede into the background.","Où que dominent les intérêts économiques, les aspects écologiques passent facilement au second plan.",wo auch immer = wherever,wo auch immer = où que,,
79,"_____ Menschen versuchen, einfache Lösungen für komplexe Probleme zu finden, stoßen sie früher oder später an ihre Grenzen.",Wo auch immer,"Wo auch immer Menschen versuchen, einfache Lösungen für komplexe Probleme zu finden, stoßen sie früher oder später an ihre Grenzen.","Wherever people try to find simple solutions to complex problems, they sooner or later reach their limits.","Où que les gens tentent de trouver des solutions simples à des problèmes complexes, ils finissent tôt ou tard par atteindre leurs limites.",wo auch immer = wherever,wo auch immer = où que,,
79,"_____ er die Entscheidung getroffen hat, ihre Folgen waren weitreichender als erwartet.",Warum auch immer,"Warum auch immer er die Entscheidung getroffen hat, ihre Folgen waren weitreichender als erwartet.","For whatever reason he made the decision, its consequences were more far-reaching than expected.","Pour quelque raison qu’il ait pris cette décision, ses conséquences ont été plus importantes que prévu.",warum auch immer = for whatever reason,warum auch immer = pour quelque raison que,,
79,"_____ das Projekt verzögert wurde, die ursprüngliche Planung ließ sich nicht mehr einhalten.",Warum auch immer,"Warum auch immer das Projekt verzögert wurde, die ursprüngliche Planung ließ sich nicht mehr einhalten.","For whatever reason the project was delayed, the original schedule could no longer be met.","Pour quelque raison que le projet ait été retardé, le calendrier initial n’a plus pu être respecté.",warum auch immer = for whatever reason,warum auch immer = pour quelque raison que,,
79,"_____ sie gezögert hat, letztlich erwies sich ihre Vorsicht als gerechtfertigt.",Warum auch immer,"Warum auch immer sie gezögert hat, letztlich erwies sich ihre Vorsicht als gerechtfertigt.","For whatever reason she hesitated, her caution ultimately proved justified.","Pour quelque raison qu’elle ait hésité, sa prudence s’est finalement révélée justifiée.",warum auch immer = for whatever reason,warum auch immer = pour quelque raison que,,
79,"_____ die Daten voneinander abweichen, eine eindeutige Interpretation ist derzeit nicht möglich.",Warum auch immer,"Warum auch immer die Daten voneinander abweichen, eine eindeutige Interpretation ist derzeit nicht möglich.","For whatever reason the data diverge, a clear interpretation is currently not possible.","Pour quelque raison que les données divergent, une interprétation claire n’est actuellement pas possible.",warum auch immer = for whatever reason,warum auch immer = pour quelque raison que,,
79,"_____ der Vorschlag abgelehnt wurde, die zugrunde liegenden Probleme bleiben bestehen.",Warum auch immer,"Warum auch immer der Vorschlag abgelehnt wurde, die zugrunde liegenden Probleme bleiben bestehen.","For whatever reason the proposal was rejected, the underlying problems remain.","Pour quelque raison que la proposition ait été rejetée, les problèmes sous-jacents persistent.",warum auch immer = for whatever reason,warum auch immer = pour quelque raison que,,
79,"_____ grundlegende Reformen eingeleitet werden, stoßen sie auf Widerstand unterschiedlicher Interessengruppen.",Wann auch immer,"Wann auch immer grundlegende Reformen eingeleitet werden, stoßen sie auf Widerstand unterschiedlicher Interessengruppen.","Whenever fundamental reforms are initiated, they encounter resistance from various interest groups.","Chaque fois que des réformes fondamentales sont engagées, elles se heurtent à la résistance de différents groupes d’intérêts.",wann auch immer = whenever,wann auch immer = chaque fois que,,
79,"_____ neue Technologien eingeführt werden, verändern sie nicht nur Arbeitsprozesse, sondern auch gesellschaftliche Strukturen.",Wann auch immer,"Wann auch immer neue Technologien eingeführt werden, verändern sie nicht nur Arbeitsprozesse, sondern auch gesellschaftliche Strukturen.","Whenever new technologies are introduced, they change not only work processes but also social structures.","Chaque fois que de nouvelles technologies sont introduites, elles modifient non seulement les processus de travail, mais aussi les structures sociales.",wann auch immer = whenever,wann auch immer = chaque fois que,,
79,"_____ komplexe Probleme vereinfacht dargestellt werden, gehen wichtige Nuancen verloren.",Wann auch immer,"Wann auch immer komplexe Probleme vereinfacht dargestellt werden, gehen wichtige Nuancen verloren.","Whenever complex problems are presented in a simplified way, important nuances are lost.","Chaque fois que des problèmes complexes sont présentés de manière simplifiée, des nuances importantes se perdent.",wann auch immer = whenever,wann auch immer = chaque fois que,,
79,"_____ politische Entscheidungen unter Zeitdruck getroffen werden, steigt das Risiko langfristiger Fehlentwicklungen.",Wann auch immer,"Wann auch immer politische Entscheidungen unter Zeitdruck getroffen werden, steigt das Risiko langfristiger Fehlentwicklungen.","Whenever political decisions are made under time pressure, the risk of long-term misdevelopments increases.","Chaque fois que des décisions politiques sont prises sous pression temporelle, le risque d’évolutions erronées à long terme augmente.",wann auch immer = whenever,wann auch immer = chaque fois que,,
79,"_____ Menschen versuchen, Verantwortung zu delegieren, geraten sie früher oder später in moralische Konflikte.",Wann auch immer,"Wann auch immer Menschen versuchen, Verantwortung zu delegieren, geraten sie früher oder später in moralische Konflikte.","Whenever people try to delegate responsibility, they sooner or later run into moral conflicts.","Chaque fois que les individus tentent de déléguer la responsabilité, ils finissent tôt ou tard par se heurter à des conflits moraux.",wann auch immer = whenever,wann auch immer = chaque fois que,,
79,"_____ man das Problem betrachtet, eine einfache Lösung ist nicht in Sicht.",Wie auch immer,"Wie auch immer man das Problem betrachtet, eine einfache Lösung ist nicht in Sicht.","However one looks at the problem, a simple solution is not in sight.","Quelle que soit la manière dont on considère le problème, aucune solution simple n’est en vue.","wie auch immer = however, no matter how","wie auch immer = quel que soit, quelle que soit, quoi qu'il en soit",,
79,"_____ die Entscheidung begründet wird, sie wird unweigerlich Kritik hervorrufen.",Wie auch immer,"Wie auch immer die Entscheidung begründet wird, sie wird unweigerlich Kritik hervorrufen.","However the decision is justified, it will inevitably provoke criticism.","Quelle que soit la justification de la décision, elle suscitera inévitablement des critiques.","wie auch immer = however, no matter how","wie auch immer = quel que soit, quelle que soit, quoi qu'il en soit",,
79,"_____ die Daten interpretiert werden, sie lassen keinen eindeutigen Schluss zu.",Wie auch immer,"Wie auch immer die Daten interpretiert werden, sie lassen keinen eindeutigen Schluss zu.","However the data are interpreted, they do not allow for a clear conclusion.","Quelle que soit l’interprétation des données, elles ne permettent pas de tirer une conclusion claire.","wie auch immer = however, no matter how","wie auch immer = quel que soit, quelle que soit, quoi qu'il en soit",,
79,"_____ die Situation entstanden ist, sie erfordert nun entschlossenes Handeln.",Wie auch immer,"Wie auch immer die Situation entstanden ist, sie erfordert nun entschlossenes Handeln.","However the situation came about, it now requires decisive action.","Quelle que soit la manière dont la situation s’est produite, elle exige désormais une action déterminée.","wie auch immer = however, no matter how","wie auch immer = quel que soit, quelle que soit, quoi qu'il en soit",,
79,"_____ man es dreht und wendet, die Reform wird tiefgreifende Veränderungen nach sich ziehen.",Wie auch immer,"Wie auch immer man es dreht und wendet, die Reform wird tiefgreifende Veränderungen nach sich ziehen.","However one looks at it, the reform will entail profound changes.","Quoi qu’il en soit, la réforme entraînera des changements profonds.","wie auch immer = however, no matter how","wie auch immer = quel que soit, quelle que soit, quoi qu'il en soit",,
79,Die Reform wurde _____ als notwendiger Schritt zur Modernisierung des Systems angesehen.,weithin,Die Reform wurde weithin als notwendiger Schritt zur Modernisierung des Systems angesehen.,The reform was widely regarded as a necessary step toward modernizing the system.,La réforme a été largement considérée comme une étape nécessaire pour moderniser le système.,"weithin = largely, widely, far and wide",weithin = largement,,
79,"Seine Analyse fand _____ Zustimmung, obwohl einzelne Experten Zweifel äußerten.",weithin,"Seine Analyse fand weithin Zustimmung, obwohl einzelne Experten Zweifel äußerten.","His analysis met with widespread approval, although some experts expressed doubts.","Son analyse a été largement approuvée, bien que certains experts aient exprimé des doutes.","weithin = largely, widely, far and wide",weithin = largement,,
79,"Das Konzept gilt _____ als innovativ, auch wenn es in der Praxis noch kaum erprobt ist.",weithin,"Das Konzept gilt weithin als innovativ, auch wenn es in der Praxis noch kaum erprobt ist.","The concept is widely considered innovative, even if it has hardly been tested in practice.","Le concept est largement considéré comme innovant, même s’il a encore été peu testé dans la pratique.","weithin = largely, widely, far and wide",weithin = largement,,
79,"Die Entscheidung wurde _____ kritisiert, da ihre sozialen Folgen unterschätzt worden waren.",weithin,"Die Entscheidung wurde weithin kritisiert, da ihre sozialen Folgen unterschätzt worden waren.",The decision was widely criticized because its social consequences had been underestimated.,"La décision a été largement critiquée, car ses conséquences sociales avaient été sous-estimées.","weithin = largely, widely, far and wide",weithin = largement,,
79,"Die Theorie ist _____ anerkannt, obwohl sie nicht alle Phänomene zufriedenstellend erklärt.",weithin,"Die Theorie ist weithin anerkannt, obwohl sie nicht alle Phänomene zufriedenstellend erklärt.","The theory is widely recognized, although it does not satisfactorily explain all phenomena.","La théorie est largement reconnue, bien qu’elle n’explique pas tous les phénomènes de manière satisfaisante.","weithin = largely, widely, far and wide",weithin = largement,,
80,,unaufhörlich,,incessantly,"sans arrêt, sans cess",unaufhörlich = incessantly,"unaufhörlich = sans arrêt, sans cess",,
80,,alltäglich,,ordinarily,au quotidien,alltäglich = ordinarily,alltäglich = au quotidien,,
80,,hart,,"hard, harshly",durement,"hart = hard, harshly",hart = durement,,
80,,gegenseitig,,mutually,mutuellement,gegenseitig = mutually,gegenseitig = mutuellement,,
80,,gewissenhaft,,"conscientiously, diligently",consciencieusement,"gewissenhaft = conscientiously, diligently",gewissenhaft = consciencieusement,,
80,,böse,,unpleasantly,"désagréablement, avec colère",böse = unpleasantly,"böse = désagréablement, avec colère",,
80,,laut,,loudly,"fort, avec un volume élevé",laut = loudly,"laut = fort, avec un volume élevé",,
80,,stolz,,proudly,"fièrement, avec fierté",stolz = proudly,"stolz = fièrement, avec fierté",,
80,,neu,,"newly, anew",à nouveau,"neu = newly, anew",neu = à nouveau,,
80,,praktisch,,practically,pratiquement,praktisch = practically,praktisch = pratiquement,,
80,,theoretisch,,theoretically,théoriquement,theoretisch = theoretically,theoretisch = théoriquement,,
80,,wiederholt,,repeatedly,à plusieurs reprises,wiederholt = repeatedly,wiederholt = à plusieurs reprises,,
80,,vorsorglich,,as a precaution,par précaution,vorsorglich = as a precaution,vorsorglich = par précaution,,
80,,höchstwahrscheinlich,,"most likely, most probably, in all likelihood",très probablement,"höchstwahrscheinlich = most likely, most probably, in all likelihood",höchstwahrscheinlich = très probablement,,
81,"Während der Konferenz klingelte sein Telefon _____, sodass er den Vortrag kaum verfolgen konnte.",unaufhörlich,"Während der Konferenz klingelte sein Telefon unaufhörlich, sodass er den Vortrag kaum verfolgen konnte.","During the conference, his phone rang unceasingly, so he could hardly follow the presentation.","Pendant la conférence, son téléphone a sonné sans arrêt, si bien qu'il pouvait à peine suivre la présentation.",unaufhörlich = incessantly,"unaufhörlich = sans arrêt, sans cess",,
81,"Seit dem Morgen regnet es _____, und die Flüsse treten langsam über die Ufer.",unaufhörlich,"Seit dem Morgen regnet es unaufhörlich, und die Flüsse treten langsam über die Ufer.","It has been raining continuously since this morning, and the rivers are slowly overflowing their banks.","Depuis ce matin, il pleut sans interruption, et les rivières commencent à déborder.",unaufhörlich = incessantly,"unaufhörlich = sans arrêt, sans cess",,
81,"Die Wissenschaft entwickelt sich _____ weiter, weshalb bestehende Theorien regelmäßig überprüft werden müssen.",unaufhörlich,"Die Wissenschaft entwickelt sich unaufhörlich weiter, weshalb bestehende Theorien regelmäßig überprüft werden müssen.","Science advances continuously, which is why existing theories must be reviewed regularly.","La science progresse sans cesse, c'est pourquoi les théories existantes doivent être régulièrement réexaminées.",unaufhörlich = incessantly,"unaufhörlich = sans arrêt, sans cess",,
81,"Digitale Technologien beeinflussen unser Leben inzwischen _____, oft ohne dass wir es bewusst wahrnehmen.",alltäglich,"Digitale Technologien beeinflussen unser Leben inzwischen alltäglich, oft ohne dass wir es bewusst wahrnehmen.","Digital technologies now influence our lives on a daily basis, often without us consciously noticing it.","Les technologies numériques influencent désormais notre vie au quotidien, souvent sans que nous en ayons conscience.",alltäglich = ordinarily,alltäglich = au quotidien,,
81,"Missverständnisse entstehen _____, wenn Menschen aus unterschiedlichen Kulturen miteinander kommunizieren.",alltäglich,"Missverständnisse entstehen alltäglich, wenn Menschen aus unterschiedlichen Kulturen miteinander kommunizieren.",Misunderstandings arise every day when people from different cultures communicate with one another.,Des malentendus surviennent au quotidien lorsque des personnes de cultures différentes communiquent entre elles.,alltäglich = ordinarily,alltäglich = au quotidien,,
81,In einer internationalen Firma wird Englisch _____ verwendet.,alltäglich,In einer internationalen Firma wird Englisch alltäglich verwendet.,"In an international company, English is used every day.","Dans une entreprise internationale, l'anglais est utilisé au quotidien.",alltäglich = ordinarily,alltäglich = au quotidien,,
81,Das Unternehmen wurde von der Wirtschaftskrise _____ getroffen und musste zahlreiche Stellen abbauen.,hart,Das Unternehmen wurde von der Wirtschaftskrise hart getroffen und musste zahlreiche Stellen abbauen.,The company was hard hit by the economic crisis and had to cut numerous jobs.,L'entreprise a été durement touchée par la crise économique et a dû supprimer de nombreux postes.,"hart = hard, harshly",hart = durement,,
81,"Der Trainer kritisierte die Mannschaft _____, weil sie ihre Chancen nicht genutzt hatte.",hart,"Der Trainer kritisierte die Mannschaft hart, weil sie ihre Chancen nicht genutzt hatte.",The coach criticized the team harshly because they had failed to take their chances.,"L'entraîneur a critiqué l'équipe sévèrement, car elle n'avait pas su profiter de ses occasions.","hart = hard, harshly",hart = durement,,
81,"Trotz der schwierigen Bedingungen arbeitete das Team _____, um den Termin einzuhalten.",hart,"Trotz der schwierigen Bedingungen arbeitete das Team hart, um den Termin einzuhalten.","Despite the difficult conditions, the team worked hard to meet the deadline.","Malgré les conditions difficiles, l'équipe a travaillé dur afin de respecter l'échéance.","hart = hard, harshly",hart = durement,,
