Nr,exercise,level,question,answer,german,english,french
1265,64,B1,_____ Sehnsucht,die,die Sehnsucht,the longing,le désir
1266,64,B1,_____ Skandal,der,der Skandal,the scandal,le scandale
1267,64,B1,_____ Stadion,das,das Stadion,the stadium,le stade
1268,64,B1,_____ Tipp,der,der Tipp,the tip,le pourboire
1269,64,B1,_____ Wiedersehen,das,das Wiedersehen,the reunion,les retrouvailles
1270,64,B1,_____ Wunde,die,die Wunde,the wound,la plaie
1271,64,B1,_____ Wurzel,die,die Wurzel,the root,la racine
1272,64,B1,_____ Zeuge,die,die Zeuge,the witness,le témoin
1273,64,B1,_____ Zeugnis,das,das Zeugnis,the testimony,le témoignage
1274,64,B1,_____ Anblick,der,der Anblick,the sight,la vue
1275,64,B1,_____ Anliegen,das,das Anliegen,the concern,la préoccupation
1276,64,B1,_____ Anpassung,die,die Anpassung,the adaptation,l'adaptation
1277,64,B1,_____ Anstieg,der,der Anstieg,the increase,l'augmentation
1278,64,B1,_____ Arbeitsamt,das,das Arbeitsamt,the employment office,le bureau de l'emploi
1279,64,B1,_____ Befehl,der,der Befehl,the command,la commande
1280,64,B1,_____ Bereitschaft,die,die Bereitschaft,the willingness,la volonté
1281,65,B1,_____ Beschwerde,die,die Beschwerde,the complaint,la plainte
1282,65,B1,_____ Bogen,der,der Bogen,the bow,l'arc
1283,65,B1,_____ Bundesliga,die,die Bundesliga,the Bundesliga,la Bundesliga
1284,65,B1,_____ Droge,die,die Droge,the drug,le médicament
1285,65,B1,_____ Ehre,die,die Ehre,the honor,l'honneur
1286,65,B1,_____ Eigentum,das,das Eigentum,the property,la propriété
1287,65,B1,_____ Einzelfall,der,der Einzelfall,the individual case,le cas individuel
1288,65,B1,_____ Epoche,die,die Epoche,the era,l'ère
1289,65,B1,_____ Erreger,der,der Erreger,the pathogen,le pathogène
1290,65,B1,_____ Feststellung,die,die Feststellung,the finding,la découverte
1291,65,B1,_____ Formulierung,die,die Formulierung,the wording,la formulation
1292,65,B1,_____ Gelände,das,das Gelände,the area,la région
1293,65,B1,_____ Geschwister,das,das Geschwister,the sibling,les frères et sœurs
1294,65,B1,_____ Gramm,das,das Gramm,the gram,le gramme
1295,65,B1,_____ Inszenierung,die,die Inszenierung,the staging,la mise en scène
1296,65,B1,_____ Kapitän,der,der Kapitän,the captain,le capitaine
1297,65,B1,_____ Kiste,die,die Kiste,the box,la boîte
1298,65,B1,_____ Knochen,der,der Knochen,the bone,l'os
1299,65,B1,_____ Kontext,der,der Kontext,the context,le contexte
1300,65,B1,_____ Kunstwerk,das,das Kunstwerk,the artwork,l'œuvre d'art
1301,66,B1,_____ Lebewesen,das,das Lebewesen,the living being,l'être vivant
1302,66,B1,_____ Lastkraftwagen,der,der Lastkraftwagen,the truck,le camion
1303,66,B1,_____ Lohn,der,der Lohn,the wage,le salaire
1304,66,B1,_____ Magen,der,der Magen,the stomach,l'estomac
1305,66,B1,_____ Mode,die,die Mode,the fashion,la mode
1306,66,B1,_____ Mörder,der,der Mörder,the murderer,le meurtrier
1307,66,B1,_____ Öffnung,die,die Öffnung,the opening,l'ouverture
1308,66,B1,_____ Partie,die,die Partie,the game,le jeu
1309,66,B1,_____ Rathaus,das,das Rathaus,the town hall,l'hôtel de ville
1310,66,B1,_____ Reflexion,die,die Reflexion,the reflection,le reflet
1311,66,B1,_____ Rente,die,die Rente,the pension,la pension
1312,66,B1,_____ Show,die,die Show,the show,le spectacle
1313,66,B1,_____ Stiftung,die,die Stiftung,the foundation,la fondation
1314,66,B1,_____ Teller,der,der Teller,the dish,le plat
1315,66,B1,_____ Unterscheidung,die,die Unterscheidung,the distinction,la distinction
1316,66,B1,_____ Version,die,die Version,the version,la version
1317,66,B1,_____ Wähler,der,der Wähler,the voter,l'électeur
1318,66,B1,_____ Wechselwirkung,die,die Wechselwirkung,the interaction,l'interaction
1319,66,B1,_____ Zettel,der,der Zettel,the note,la note
1320,66,B1,_____ Zins,der,der Zins,the interest,l'intérêt
1321,67,B1,_____ Zone,die,die Zone,the zone,la zone
1322,67,B1,_____ Abbau,der,der Abbau,the dismantling,le démantèlement
1323,67,B1,_____ Agentur,die,die Agentur,the agency,l'agence
1324,67,B1,_____ Akademie,die,die Akademie,the academy,l'académie
1325,67,B1,_____ Anfrage,die,die Anfrage,the request,la demande
1326,67,B1,_____ Aufführung,die,die Aufführung,the performance,la performance
1327,67,B1,_____ Auflage,die,die Auflage,the edition,l'édition
1328,67,B1,_____ Ausbau,der,der Ausbau,the expansion,l'expansion
1329,67,B1,_____ Bär,der,der Bär,the bear,l'ours
1330,67,B1,_____ Bedenken,das,das Bedenken,the concern,la préoccupation
1331,67,B1,_____ Buchstabe,der,der Buchstabe,the letter,la lettre
1332,67,B1,_____ Dokument,das,das Dokument,the document,le document
1333,67,B1,_____ Einzelheit,die,die Einzelheit,the detail,le détail
1334,67,B1,_____ Erfüllung,die,die Erfüllung,the fulfillment,l'accomplissement
1335,67,B1,_____ Führer,der,der Führer,the leader,le leader
1336,67,B1,_____ Fusion,die,die Fusion,the merger,la fusion
1337,67,B1,_____ Geruch,der,der Geruch,the smell,l'odeur
1338,67,B1,_____ Gleichgewicht,das,das Gleichgewicht,the balance,l'équilibre
1339,67,B1,_____ Investor,der,der Investor,the investor,l'investisseur
1340,67,B1,_____ Kerl,der,der Kerl,the guy,le gars
1341,68,B1,_____ Kollegin,die,die Kollegin,the colleague,le collègue
1342,68,B1,_____ Komponist,der,der Komponist,the composer,le compositeur
1343,68,B1,_____ Kurve,die,die Kurve,the curve,la courbe
1344,68,B1,_____ Labor,das,das Labor,the laboratory,le laboratoire
1345,68,B1,_____ Landkreis,der,der Landkreis,the district,le district
1346,68,B1,_____ Märchen,das,das Märchen,the fairy tale,le conte de fées
1347,68,B1,_____ Mittelalter,das,das Mittelalter,the Middle Ages,le Moyen Âge
1348,68,B1,_____ Möbel,das,das Möbel,the furniture,le meuble
1349,68,B1,_____ Moderne,die,die Moderne,the modernity,la modernité
1350,68,B1,_____ Nerv,der,der Nerv,the nerve,le nerf
1351,68,B1,_____ Ofen,der,der Ofen,the oven,le four
1352,68,B1,_____ Pflege,die,die Pflege,the care,les soins
1353,68,B1,_____ Plattform,die,die Plattform,the platform,la plateforme
1354,68,B1,_____ Posten,der,der Posten,the position,la position
1355,68,B1,_____ Profi,der,der Profi,the professional,le professionnel
1356,68,B1,_____ Regime,das,das Regime,the regime,le régime
1357,68,B1,_____ Rock,der,der Rock,the rock,le rocher
1358,68,B1,_____ Rücktritt,der,der Rücktritt,the resignation,la démission
1359,68,B1,_____ Schrank,der,der Schrank,the cupboard,le placard
1360,68,B1,_____ Sekretärin,die,die Sekretärin,the secretary,la secrétaire
1361,69,B1,_____ Solidarität,die,die Solidarität,the solidarity,la solidarité
1362,69,B1,_____ Sportler,der,der Sportler,the athlete,l'athlète
1363,69,B1,_____ Stabilität,die,die Stabilität,the stability,la stabilité
1364,69,B1,_____ Status,der,der Status,the status,le statut
1365,69,B1,_____ Staub,der,der Staub,the dust,la poussière
1366,69,B1,_____ Tanz,der,der Tanz,the dance,la danse
1367,69,B1,_____ Topf,der,der Topf,the pot,le pot
1368,69,B1,_____ Überblick,der,der Überblick,the overview,l'aperçu
1369,69,B1,_____ Unsicherheit,die,die Unsicherheit,the uncertainty,l'incertitude
1370,69,B1,_____ Vorhang,der,der Vorhang,the curtain,le rideau
1371,69,B1,_____ Winkel,der,der Winkel,the angle,l'angle
1372,69,B1,_____ Zitat,das,das Zitat,the quote,la citation
1373,69,B1,_____ Abenteuer,das,das Abenteuer,the adventure,l'aventure
1374,69,B1,_____ Abgrenzung,die,die Abgrenzung,the demarcation,la démarcation
1375,69,B1,_____ Akt,der,der Akt,the act,la loi
1376,69,B1,_____ Akteur,der,der Akteur,the actor,l'acteur
1377,69,B1,_____ Allianz,die,die Allianz,the alliance,l'alliance
1378,69,B1,_____ Armut,die,die Armut,the poverty,la pauvreté
1379,69,B1,_____ Ausgleich,der,der Ausgleich,the compensation,la compensation
1380,69,B1,_____ Begeisterung,die,die Begeisterung,the enthusiasm,l'enthousiasme
1381,70,B1,_____ Bezirk,der,der Bezirk,the district,le district
1382,70,B1,_____ Diagnose,die,die Diagnose,the diagnosis,le diagnostic
1383,70,B1,_____ Dunkel,das,das Dunkel,the darkness,l'obscurité
1384,70,B1,_____ Durchmesser,der,der Durchmesser,the diameter,le diamètre
1385,70,B1,_____ Einladung,die,die Einladung,the invitation,l'invitation
1386,70,B1,_____ Empfehlung,die,die Empfehlung,the recommendation,la recommandation
1387,70,B1,_____ Eröffnung,die,die Eröffnung,the opening,l'ouverture
1388,70,B1,_____ Felsen,der,der Felsen,the rocks,les rochers
1389,70,B1,_____ Flüssigkeit,die,die Flüssigkeit,the liquid,le liquide
1390,70,B1,_____ Fräulein,das,das Fräulein,the young lady,la jeune femme
1391,70,B1,_____ Friedhof,der,der Friedhof,the cemetery,le cimetière
1392,70,B1,_____ Front,die,die Front,the front,le devant
1393,70,B1,_____ Fülle,die,die Fülle,the abundance,l'abondance
1394,70,B1,_____ Gebirge,das,das Gebirge,the mountain,la montagne
1395,70,B1,_____ Geschäftsjahr,das,das Geschäftsjahr,the financial year,l'exercice financier
1396,70,B1,_____ Gras,das,das Gras,the grass,l'herbe
1397,70,B1,_____ Großstadt,die,die Großstadt,the big city,la grande ville
1398,70,B1,_____ Hang,der,der Hang,the slope,la pente
1399,70,B1,_____ Hügel,der,der Hügel,the hill,la colline
1400,70,B1,_____ Ingenieur,der,der Ingenieur,the engineer,l'ingénieur
1401,71,B1,_____ Kongress,der,der Kongress,the congress,le congrès
1402,71,B1,_____ Muskel,der,der Muskel,the muscle,le muscle
1403,71,B1,_____ Nachweis,der,der Nachweis,the proof,la preuve
1404,71,B1,_____ Orientierung,die,die Orientierung,the orientation,l'orientation
1405,71,B1,_____ Personenkraftwagen,der,der Personenkraftwagen,the passenger car,la voiture de tourisme
1406,71,B1,_____ Rhythmus,der,der Rhythmus,the rhythm,le rythme
1407,71,B1,_____ Rücksicht,die,die Rücksicht,the consideration,la considération
1408,71,B1,_____ Senat,der,der Senat,the Senate,le sénat
1409,71,B1,_____ Steuerung,die,die Steuerung,the control,le contrôle
1410,71,B1,_____ Stolz,der,der Stolz,the pride,la fierté
1411,71,B1,_____ Teilnahme,die,die Teilnahme,the participation,la participation
1412,71,B1,_____ Universum,das,das Universum,the universe,l'univers
1413,71,B1,_____ Unterhaltung,die,die Unterhaltung,the entertainment,le divertissement
1414,71,B1,_____ Unterlage,die,die Unterlage,the document,le support
1415,71,B1,_____ Vereinigung,die,die Vereinigung,the association,l'association
1416,71,B1,_____ Vertretung,die,die Vertretung,the representation,la représentation
1417,71,B1,_____ Volkshochschule,die,die Volkshochschule,the adult education center,le centre d'éducation des adultes
1418,71,B1,_____ Vorsicht,die,die Vorsicht,the caution,la prudence
1419,71,B1,_____ Wahrscheinlichkeit,die,die Wahrscheinlichkeit,the probability,la probabilité
1420,71,B1,_____ Wange,die,die Wange,the cheek,la joue
1421,72,B1,_____ Werkzeug,das,das Werkzeug,the tool,l'outil
1422,72,B1,_____ Zeichnung,die,die Zeichnung,the drawing,le dessin
1423,72,B1,_____ Zunahme,die,die Zunahme,the increase,l'augmentation
1424,72,B1,_____ Zwiebel,die,die Zwiebel,the onion,l'oignon
1425,72,B1,_____ Ablehnung,die,die Ablehnung,the rejection,le rejet
1426,72,B1,_____ Abstimmung,die,die Abstimmung,the vote,le vote
1427,72,B1,_____ Anordnung,die,die Anordnung,the arrangement,l'arrangement
1428,72,B1,_____ Anregung,die,die Anregung,the suggestion,la suggestion
1429,72,B1,_____ Aufsatz,der,der Aufsatz,the essay,l'essai
1430,72,B1,_____ Backofen,der,der Backofen,the oven,le four
1431,72,B1,_____ Bakterie,die,die Bakterie,the bacterium,la bactérie
1432,72,B1,_____ Befund,der,der Befund,the finding,la découverte
1433,72,B1,_____ Bemühung,die,die Bemühung,the effort,l'effort
1434,72,B1,_____ Beobachter,der,der Beobachter,the observer,l'observateur
1435,72,B1,_____ Berater,der,der Berater,the consultant,le consultant
1436,72,B1,_____ Betrachter,der,der Betrachter,the viewer,le spectateur
1437,72,B1,_____ Betriebssystem,das,das Betriebssystem,the operating system,le système d'exploitation
1438,72,B1,_____ Bildschirm,der,der Bildschirm,the screen,l'écran
1439,72,B1,_____ Blüte,die,die Blüte,the flower,la fleur
1440,72,B1,_____ Brille,die,die Brille,the glasses,les lunettes
1441,73,B1,_____ Datenverarbeitung,die,die Datenverarbeitung,data processing,l'informatique
1442,73,B1,_____ Eigentümer,der,der Eigentümer,the owner,le propriétaire
1443,73,B1,_____ Eintragung,die,die Eintragung,the registration,l'inscription
1444,73,B1,_____ Ensemble,das,das Ensemble,the ensemble,l'ensemble
1445,73,B1,_____ Enttäuschung,die,die Enttäuschung,the disappointment,la déception
1446,73,B1,_____ Faust,die,die Faust,the fist,le poing
1447,73,B1,_____ Festival,das,das Festival,the festival,le festival
1448,73,B1,_____ Galerie,die,die Galerie,the gallery,la galerie
1449,73,B1,_____ Gemüse,das,das Gemüse,the vegetable,le légume
1450,73,B1,_____ Genehmigung,die,die Genehmigung,the approval,l'approbation
1451,73,B1,_____ Großvater,der,der Großvater,the grandfather,le grand-père
1452,73,B1,_____ Grundschule,die,die Grundschule,the primary school,l'école primaire
1453,73,B1,_____ Hass,der,der Hass,the hatred,la haine
1454,73,B1,_____ Höhle,die,die Höhle,the cave,la grotte
1455,73,B1,_____ Innenstadt,die,die Innenstadt,the city center,le centre-ville
1456,73,B1,_____ Kloster,das,das Kloster,the monastery,le monastère
1457,73,B1,_____ Kohle,die,die Kohle,the coal,le charbon
1458,73,B1,_____ Konsument,der,der Konsument,the consumer,le consommateur
1459,73,B1,_____ Lärm,der,der Lärm,the noise,le bruit
1460,73,B1,_____ Liter,der,der Liter,the liter,le litre
1461,74,B1,_____ Lokal,das,das Lokal,the restaurant,le restaurant
1462,74,B1,_____ Malerei,die,die Malerei,the painting,la peinture
1463,74,B1,_____ Maßstab,der,der Maßstab,the scale,l'échelle
1464,74,B1,_____ Materie,die,die Materie,the matter,la question
1465,74,B1,_____ Münze,die,die Münze,the coin,la pièce
1466,74,B1,_____ Netzwerk,das,das Netzwerk,the network,le réseau
1467,74,B1,_____ Praktikum,das,das Praktikum,the internship,le stage
1468,74,B1,_____ Rückgang,der,der Rückgang,the decline,le déclin
1469,74,B1,_____ Sack,der,der Sack,the sack,le sac
1470,74,B1,_____ Schuldner,der,der Schuldner,the debtor,le débiteur
1471,74,B1,_____ Sportart,die,die Sportart,the sport,le sport
1472,74,B1,_____ Stamm,der,der Stamm,the tribe,la tribu
1473,74,B1,_____ Streifen,der,der Streifen,the stripe,la rayure
1474,74,B1,_____ Tasse,die,die Tasse,the cup,la tasse
1475,74,B1,_____ Teppich,der,der Teppich,the carpet,le tapis
1476,74,B1,_____ Teufel,der,der Teufel,the devil,le diable
1477,74,B1,_____ Überprüfung,die,die Überprüfung,the review,la critique
1478,74,B1,_____ Unsinn,der,der Unsinn,nonsense,l'absurdité
1479,74,B1,_____ Verbot,das,das Verbot,the ban,l'interdiction
1480,74,B1,_____ Vermutung,die,die Vermutung,the assumption,l'hypothèse
1481,75,B1,_____ Versammlung,die,die Versammlung,the assembly,l'assemblée
1482,75,B1,_____ Wäsche,die,die Wäsche,the laundry,la lessive
1483,75,B1,_____ Werkstatt,die,die Werkstatt,the workshop,l'atelier
1484,75,B1,_____ Wirtschaftspolitik,die,die Wirtschaftspolitik,economic policy,la politique économique
1485,75,B1,_____ Zeug,das,das Zeug,the  stuff,le truc
1486,75,B1,_____ Zunge,die,die Zunge,the tongue,la langue
1487,75,B1,_____ Zwang,der,der Zwang,the compulsion,la compulsion
1488,75,B1,_____ Antibiotikum,das,das Antibiotikum,the antibiotic,l'antibiotique
1489,75,B1,_____ Anweisung,die,die Anweisung,the instruction,l'instruction
1490,75,B1,_____ Anzug,der,der Anzug,the suit,le costume
1491,75,B1,_____ Architektur,die,die Architektur,the architecture,l'architecture
1492,75,B1,_____ Atom,das,das Atom,the atom,l'atome
1493,75,B1,_____ Aufstieg,der,der Aufstieg,the rise,la montée
1494,75,B1,_____ Ausflug,der,der Ausflug,the excursion,l'excursion
1495,75,B1,_____ Ausgang,der,der Ausgang,the outcome,le résultat
1496,75,B1,_____ Ausstattung,die,die Ausstattung,the equipment,l'équipement
1497,75,B1,_____ Bearbeitung,die,die Bearbeitung,the processing,le traitement
1498,75,B1,_____ Besonderheit,die,die Besonderheit,the special feature,la caractéristique spéciale
1499,75,B1,_____ Betracht,der,der Betracht,the consideration,la considération
1500,75,B1,_____ Biologie,die,die Biologie,biology,la biologie
1501,76,B1,_____ Breite,die,die Breite,the width,la largeur
1502,76,B1,_____ Butter,die,die Butter,the butter,le beurre
1503,76,B1,_____ Champion,der,der Champion,the champion,le champion
1504,76,B1,_____ Differenzierung,die,die Differenzierung,the differentiation,la différenciation
1505,76,B1,_____ Dirigent,der,der Dirigent,the conductor,le chef d'orchestre
1506,76,B1,_____ Entdeckung,die,die Entdeckung,the discovery,la découverte
1507,76,B1,_____ Erfindung,die,die Erfindung,the invention,l'invention
1508,76,B1,_____ Ersatz,der,der Ersatz,the replacement,le remplacement
1509,76,B1,_____ Feuerwehr,die,die Feuerwehr,the fire department,le service des pompiers
1510,76,B1,_____ Fieber,das,das Fieber,the fever,la fièvre
1511,76,B1,_____ Fluggesellschaft,die,die Fluggesellschaft,the airline,la compagnie aérienne
1512,76,B1,_____ Gebühr,die,die Gebühr,the fee,les frais
1513,76,B1,_____ Gepäck,das,das Gepäck,the luggage,le bagage
1514,76,B1,_____ Gerücht,das,das Gerücht,the rumor,la rumeur
1515,76,B1,_____ Gesetzgeber,der,der Gesetzgeber,the legislator,le législateur
1516,76,B1,_____ Gliederung,die,die Gliederung,the structure,la structure
1517,76,B1,_____ Grab,das,das Grab,the grave,la tombe
1518,76,B1,_____ Grenzwert,der,der Grenzwert,the limit value,la valeur limite
1519,76,B1,_____ Handwerk,das,das Handwerk,the craft,l'artisanat
1520,76,B1,_____ Heft,das,das Heft,the booklet,le livret
1521,77,B1,_____ Helfer,der,der Helfer,the helper,l'assistant
1522,77,B1,_____ Intelligenz,die,die Intelligenz,the intelligence,l'intelligence
1523,77,B1,_____ Jäger,der,der Jäger,the hunter,le chasseur
1524,77,B1,_____ Kartoffel,die,die Kartoffel,the potato,la pomme de terre
1525,77,B1,_____ Käse,der,der Käse,the cheese,le fromage
1526,77,B1,_____ Klang,der,der Klang,the sound,le son
1527,77,B1,_____ Kompromiss,der,der Kompromiss,the compromise,le compromis
1528,77,B1,_____ Königin,die,die Königin,the queen,la reine
1529,77,B1,_____ Konstruktion,die,die Konstruktion,the construction,la construction
1530,77,B1,_____ Kreislauf,der,der Kreislauf,the cycle,le cycle
1531,77,B1,_____ Kugel,die,die Kugel,the ball,la balle
1532,77,B1,_____ Kuh,die,die Kuh,the cow,la vache
1533,77,B1,_____ Leiche,die,die Leiche,the corpse,le cadavre
1534,77,B1,_____ Leidenschaft,die,die Leidenschaft,the passion,la passion
1535,77,B1,_____ Leistungsfähigkeit,die,die Leistungsfähigkeit,the performance,la performance
1536,77,B1,_____ Lieferung,die,die Lieferung,the delivery,la livraison
1537,77,B1,_____ Liga,die,die Liga,the league,la ligue
1538,77,B1,_____ Milligramm,das,das Milligramm,the milligram,le milligramme
1539,77,B1,_____ Nachwuchs,der,der Nachwuchs,the next generation,la prochaine génération
1540,77,B1,_____ Nacken,der,der Nacken,the neck,le cou
1541,78,B1,_____ Olympia,das,das Olympia,the Olympics,les Jeux olympiques
1542,78,B1,_____ Parteitag,der,der Parteitag,the party congress,le congrès du parti
1543,78,B1,_____ Party,die,die Party,the party,la fête
1544,78,B1,_____ Planet,der,der Planet,the planet,la planète
1545,78,B1,_____ Priester,der,der Priester,the priest,le prêtre
1546,78,B1,_____ Problematik,die,die Problematik,the problem,le problème
1547,78,B1,_____ Rezession,die,die Rezession,the recession,la récession
1548,78,B1,_____ Salon,der,der Salon,the salon,le salon
1549,78,B1,_____ Schauspielerin,die,die Schauspielerin,the actress,l'actrice
1550,78,B1,_____ Schwangerschaft,die,die Schwangerschaft,the pregnancy,la grossesse
1551,78,B1,_____ Schweiß,der,der Schweiß,the sweat,la sueur
1552,78,B1,_____ Skala,die,die Skala,the scale,l'échelle
1553,78,B1,_____ Spalte,die,die Spalte,the column,la colonne
1554,78,B1,_____ Spektrum,das,das Spektrum,the spectrum,le spectre
1555,78,B1,_____ Steckdose,die,die Steckdose,the socket,la prise
1556,78,B1,_____ Tafel,die,die Tafel,the whiteboard,le tableau blanc
1557,78,B1,_____ Tagebuch,das,das Tagebuch,the diary,le journal
1558,78,B1,_____ Talent,das,das Talent,the talent,le talent
1559,78,B1,_____ Tempo,das,das Tempo,the pace,le rythme
1560,78,B1,_____ Unruhe,die,die Unruhe,the unrest,les troubles
1561,79,B1,_____ Unterschrift,die,die Unterschrift,the signature,la signature
1562,79,B1,_____ Ursprung,der,der Ursprung,the origin,l'origine
1563,79,B1,_____ Verbrechen,das,das Verbrechen,the crime,le crime
1564,79,B1,_____ Vergnügen,das,das Vergnügen,the pleasure,le plaisir
1565,79,B1,_____ Verhaltensweise,die,die Verhaltensweise,the behavior,le comportement
1566,79,B1,_____ Vermieter,der,der Vermieter,the landlord,le propriétaire
1567,79,B1,_____ Vernunft,die,die Vernunft,the reason,la raison
1568,79,B1,_____ Verordnung,die,die Verordnung,the regulation,le règlement
1569,79,B1,_____ Villa,die,die Villa,the villa,la villa
1570,79,B1,_____ Vormittag,der,der Vormittag,the morning,le matin
1571,79,B1,_____ Wohnzimmer,das,das Wohnzimmer,the living room,le salon
1572,79,B1,_____ Zerstörung,die,die Zerstörung,the destruction,la destruction
1573,79,B1,_____ Zinssatz,der,der Zinssatz,the interest rate,le taux d'intérêt
1574,79,B1,_____ Zulassung,die,die Zulassung,the approval,l'approbation
1575,79,B1,_____ Zusammensetzung,die,die Zusammensetzung,the composition,la composition
1576,79,B1,_____ Abschreibung,die,die Abschreibung,the depreciation,la dépréciation
1577,79,B1,_____ Achse,die,die Achse,the axis,l'axe
1578,79,B1,_____ Anwesenheit,die,die Anwesenheit,the presence,la présence
1579,79,B1,_____ Aufregung,die,die Aufregung,the excitement,l'excitation
1580,79,B1,_____ Autobahn,die,die Autobahn,the motorway,l'autoroute
1581,80,B1,_____ Batterie,die,die Batterie,the battery,la batterie
1582,80,B1,_____ Chaos,das,das Chaos,the chaos,le chaos
1583,80,B1,_____ Chefin,die,die Chefin,the boss,le patron
1584,80,B1,_____ Chip,der,der Chip,the chip,la puce
1585,80,B1,_____ Chor,der,der Chor,the choir,le chœur
1586,80,B1,_____ Design,das,das Design,the design,le design
1587,80,B1,_____ Dolmetscher,der,der Dolmetscher,the interpreter,l'interprète
1588,80,B1,_____ Durchschnitt,der,der Durchschnitt,the average,la moyenne
1589,80,B1,_____ Ehepaar,das,das Ehepaar,the couple,le couple
1590,80,B1,_____ Einbruch,der,der Einbruch,the break-in,l'effraction
1591,80,B1,_____ Eintritt,der,der Eintritt,the entry,l'entrée
1592,80,B1,_____ Erholung,die,die Erholung,the recovery,la récupération
1593,80,B1,_____ Europäer,der,der Europäer,the European,l'Européen
1594,80,B1,_____ Fabrik,die,die Fabrik,the factory,l'usine
1595,80,B1,_____ Furcht,die,die Furcht,the fear,la peur
1596,80,B1,_____ Geduld,die,die Geduld,the patience,la patience
1597,80,B1,_____ General,der,der General,the general,le général
1598,80,B1,_____ Getränk,das,das Getränk,the drink,la boisson
1599,80,B1,_____ Gewehr,das,das Gewehr,the rifle,le fusil
1600,80,B1,_____ Glied,das,das Glied,the member,le membre
1601,81,B1,_____ Graf,der,der Graf,the Count,le comte
1602,81,B1,_____ Gremium,das,das Gremium,the committee,le comité
1603,81,B1,_____ Gunst,die,die Gunst,the favor,la faveur
1604,81,B1,_____ Gutachten,das,das Gutachten,the expert opinion,l'avis des experts
1605,81,B1,_____ Handwerker,der,der Handwerker,the craftsman,l'artisan
1606,81,B1,_____ Haustür,die,die Haustür,the front door,la porte d'entrée
1607,81,B1,_____ Hypothese,die,die Hypothese,the hypothesis,l'hypothèse
1608,81,B1,_____ Kassette,die,die Kassette,the cassette,la cassette
1609,81,B1,_____ Kasten,der,der Kasten,the box,la boîte
1610,81,B1,_____ Kommentar,der,der Kommentar,the comment,le commentaire
1611,81,B1,_____ Konzeption,die,die Konzeption,the concept,le concept
1612,81,B1,_____ Kreativität,die,die Kreativität,the creativity,la créativité
1613,81,B1,_____ Magazin,das,das Magazin,the magazine,le magazine
1614,81,B1,_____ Marktanteil,der,der Marktanteil,the market share,la part de marché
1615,81,B1,_____ Maus,die,die Maus,the mouse,la souris
1616,81,B1,_____ Menschenrecht,das,das Menschenrecht,the human right,le droit de l'homme
1617,81,B1,_____ Mieter,der,der Mieter,the tenant,le locataire
1618,81,B1,_____ Militär,das,das Militär,the military,l'armée
1619,81,B1,_____ Minderheit,die,die Minderheit,the minority,la minorité
1620,81,B1,_____ Ministerium,das,das Ministerium,the ministry,le ministère
1621,82,B1,_____ Mythos,der,der Mythos,the myth,le mythe
1622,82,B1,_____ Naturwissenschaft,die,die Naturwissenschaft,natural science,la sciences naturelle
1623,82,B1,_____ Parkplatz,der,der Parkplatz,the parking lot,le parking
1624,82,B1,_____ Partnerschaft,die,die Partnerschaft,the partnership,le partenariat
1625,82,B1,_____ Periode,die,die Periode,the period,la période
1626,82,B1,_____ Präparat,das,das Präparat,the preparation,la préparation
1627,82,B1,_____ Provinz,die,die Provinz,the province,la province
1628,82,B1,_____ Rahmenbedingung,die,die Rahmenbedingung,the framework conditions,les conditions-cadres
1629,82,B1,_____ Regierungschef,der,der Regierungschef,the head of government,le chef du gouvernement
1630,82,B1,_____ Säule,die,die Säule,the pillar,le pilier
1631,82,B1,_____ Scheidung,die,die Scheidung,the divorce,le divorce
1632,82,B1,_____ Schönheit,die,die Schönheit,the beauty,la beauté
1633,82,B1,_____ Spezialist,der,der Spezialist,the specialist,le spécialiste
1634,82,B1,_____ Steigerung,die,die Steigerung,the increase,l'augmentation
1635,82,B1,_____ Stellvertreter,der,der Stellvertreter,the deputy,le député
1636,82,B1,_____ Subvention,die,die Subvention,the subsidy,la subvention
1637,82,B1,_____ Ticket,das,das Ticket,the ticket,le billet
1638,82,B1,_____ Tunnel,der,der Tunnel,the tunnel,le tunnel
1639,82,B1,_____ Übersicht,die,die Übersicht,the overview,aperçu
1640,82,B1,_____ Uniform,die,die Uniform,the uniform,l'uniforme
1641,83,B1,_____ Unrecht,das,das Unrecht,the injustice,l'injustice
1642,83,B1,_____ Vitamin,das,das Vitamin,the vitamin,la vitamine
1643,83,B1,_____ Volkswirtschaft,die,die Volkswirtschaft,the economy,l'économie
1644,83,B1,_____ Vorlesung,die,die Vorlesung,the lecture,la conférence
1645,83,B1,_____ Weiterbildung,die,die Weiterbildung,the further education,la formation continue
1646,83,B1,_____ Zielsetzung,die,die Zielsetzung,the objective,l'objectif
1647,83,B1,_____ Zucker,der,der Zucker,the sugar,le sucre
1648,83,B1,_____ Abkommen,das,das Abkommen,the agreement,l'accord
1649,83,B1,_____ Absolvent,der,der Absolvent,the graduate,le diplômé
1650,83,B1,_____ Abwehr,die,die Abwehr,the defense,la défense
1651,83,B1,_____ Apfel,der,der Apfel,the Apple,la pomme
1652,83,B1,_____ Arbeitskraft,die,die Arbeitskraft,the workforce,la main-d'œuvre
1653,83,B1,_____ Assistent,der,der Assistent,the assistant,l'assistant
1654,83,B1,_____ Auswertung,die,die Auswertung,the evaluation,l'évaluation
1655,83,B1,_____ Bar,die,die Bar,the bar,le bar
1656,83,B1,_____ Bedrohung,die,die Bedrohung,the threat,la menace
