exercise,level,level_routledge,level_goethe,question,answer,german,english,french,explanation_english_,explanation_french_,explanation_english,explanation_french
64,B2,B1,B2,die Revolution,Revolutionen,die Revolutionen,the revolution,la révolution,,,​,​
64,B2,B1,B2,die Richtlinie,Richtlinien,die Richtlinien,the guideline,la ligne directrice,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
64,B2,B1,B2,die These,Thesen,die Thesen,the thesis,la thèse,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
64,B2,B1,B2,der Übergang,Übergänge,die Übergänge,the transition,la transition,,,​,​
64,B2,B1,B2,das Vorbild,Vorbilder,die Vorbilder,the model,le modèle,,,​,​
64,B2,B1,B2,der Widerspruch,Widersprüche,die Widersprüche,the contradiction,la contradiction,,,​,​
64,B2,B1,B2,die Wüste,Wüsten,die Wüsten,the desert,le désert,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
64,B2,B1,B2,die Anerkennung,Anerkennungen,die Anerkennungen,the recognition,la reconnaissance,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
64,B2,B1,B2,die Aussicht,Aussichten,die Aussichten,the view,la vue,,,​,​
64,B2,B1,B2,die Bemerkung,Bemerkungen,die Bemerkungen,the remark,la remarque,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
64,B2,B1,B2,der Besitz,Besitze,die Besitze,the possession,la possession,,,​,​
65,B2,B1,B2,die Chemie,Chemien,die Chemien,the chemistry,la chimie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
65,B2,B1,B2,die Gestaltung,Gestaltungen,die Gestaltungen,the design,le design,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
65,B2,B1,B2,der Höhepunkt,Höhepunkte,die Höhepunkte,the highlight,le point culminant,,,​,​
65,B2,B1,B2,der Horizont,Horizonte,die Horizonte,the horizon,l'horizon,,,​,​
65,B2,B1,B2,die Notwendigkeit,Notwendigkeiten,die Notwendigkeiten,the need,le besoin,Words finishing in -keit add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -keit add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
65,B2,B1,B2,das Organ,Organe,die Organe,the organ,l'organe,,,​,​
65,B2,B1,B2,die Presse,Pressen,die Pressen,the press,la presse,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
65,B2,B1,B2,die Rechtsprechung,Rechtsprechungen,die Rechtsprechungen,the jurisprudence,la jurisprudence,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
65,B2,B1,B2,die Ausführung,Ausführungen,die Ausführungen,the execution,l'exécution,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
65,B2,B1,B2,der Besitzer,Besitzer,die Besitzer,the owner,le propriétaire,,,​,​
65,B2,B1,B2,das Center,Center,die Center,the center,le centre,,,​,​
65,B2,B1,B2,die Erscheinung,Erscheinungen,die Erscheinungen,the appearance,l'apparence,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
65,B2,B1,B2,das Geräusch,Geräusche,die Geräusche,the noise,le bruit,,,​,​
65,B2,B1,B2,die Interpretation,Interpretationen,die Interpretationen,the interpretation,l'interprétation,,,​,​
65,B2,B1,B2,die Klage,Klagen,die Klagen,the lawsuit,le procès,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
65,B2,B1,B2,die Prognose,Prognosen,die Prognosen,the forecast,la prévision,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
65,B2,B1,B2,das Protein,Proteine,die Proteine,the protein,la protéine,,,​,​
65,B2,B1,B2,das Protokoll,Protokolle,die Protokolle,the protocol,le protocole,,,​,​
65,B2,B1,B2,die Vorgabe,Vorgaben,die Vorgaben,the requirement,l'exigence,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
65,B2,B1,B2,die Wende,Wenden,die Wenden,the turn,le tour,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
66,B2,B1,B2,die Abhängigkeit,Abhängigkeiten,die Abhängigkeiten,the dependence,la dépendance,Words finishing in -keit add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -keit add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
66,B2,B1,B2,der Arbeitsmarkt,Arbeitsmärkte,die Arbeitsmärkte,the labor market,le marché du travail,,,​,​
66,B2,B1,B2,der Austausch,Austausche,die Austausche,the exchange,l'échange,,,​,​
66,B2,B1,B2,die Bombe,Bomben,die Bomben,the bomb,la bombe,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
66,B2,B1,B2,das Gen,Gene,die Gene,the gene,le gène,,,​,​
66,B2,B1,B2,die Konzentration,Konzentrationen,die Konzentrationen,the concentration,la concentration,,,​,​
66,B2,B1,B2,der Leib,Leiber,die Leiber,the body,le corps,,,​,​
66,B2,B1,B2,der Mord,Morde,die Morde,the murder,le meurtre,,,​,​
66,B2,B1,B2,der Pilot,Piloten,die Piloten,the pilot,le pilote,,,​,​
66,B2,B1,B2,das Resultat,Resultate,die Resultate,the result,le résultat,,,​,​
66,B2,B1,B2,der Riese,Riesen,die Riesen,the giant,le géant,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
66,B2,B1,B2,die Differenz,Differenzen,die Differenzen,the difference,la différence,,,​,​
66,B2,B1,B2,die Dunkelheit,Dunkelheiten,die Dunkelheiten,the darkness,l'obscurité,Words finishing in -heit add -en in their plural form,Les mots se terminant par -heit prennent la terminaison -en au pluriel,<br><br>Words finishing in -heit add -en in their plural form,<br><br>Les mots se terminant par -heit prennent la terminaison -en au pluriel
66,B2,B1,B2,das Dutzend,Dutzende,die Dutzende,the dozen,la douzaine,,,​,​
66,B2,B1,B2,der Gesichtspunkt,Gesichtspunkte,die Gesichtspunkte,the point of view,le point de vue,,,​,​
66,B2,B1,B2,die Konjunktur,Konjunkturen,die Konjunkturen,the economy,l'économie,,,​,​
66,B2,B1,B2,der Konkurrent,Konkurrenten,die Konkurrenten,the competitor,le concurrent,,,​,​
66,B2,B1,B2,die Last,Lasten,die Lasten,the burden,le fardeau,,,​,​
66,B2,B1,B2,das Lebensjahr,Lebensjahre,die Lebensjahre,the year of life,l'année de la vie,,,​,​
66,B2,B1,B2,die Mischung,Mischungen,die Mischungen,the mixture,le mélange,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,das Muster,Muster,die Muster,the pattern,le modèle,,,​,​
67,B2,B1,B2,der Nachfolger,Nachfolger,die Nachfolger,the successor,le successeur,,,​,​
67,B2,B1,B2,das Potenzial,Potenziale,die Potenziale,the potential,le potentiel,,,​,​
67,B2,B1,B2,der Reiz,Reize,die Reize,the appeal,l'appel,,,​,​
67,B2,B1,B2,der Rohstoff,Rohstoffe,die Rohstoffe,the raw material,la matière première,,,​,​
67,B2,B1,B2,der Sachverhalt,Sachverhalte,die Sachverhalte,the facts,les faits,,,​,​
67,B2,B1,B2,der Schuss,Schüsse,die Schüsse,the shot,le coup,,,​,​
67,B2,B1,B2,die Sicherung,Sicherungen,die Sicherungen,the safety,la sécurité,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,die Strahlung,Strahlungen,die Strahlungen,the radiation,le rayonnement,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,das Turnier,Turniere,die Turniere,the tournament,le tournoi,,,​,​
67,B2,B1,B2,die Übernahme,Übernahmen,die Übernahmen,the takeover,la prise de contrôle,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
67,B2,B1,B2,die Verarbeitung,Verarbeitungen,die Verarbeitungen,the processing,le traitement,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,die Veröffentlichung,Veröffentlichungen,die Veröffentlichungen,the publication,la publication,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,die Verteilung,Verteilungen,die Verteilungen,the distribution,la distribution,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,die Wiedervereinigung,Wiedervereinigungen,die Wiedervereinigungen,the reunification,la réunification,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,die Benutzung,Benutzungen,die Benutzungen,the use,l'utilisation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,die Beurteilung,Beurteilungen,die Beurteilungen,the assessment,l'évaluation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
67,B2,B1,B2,der Bewerber,Bewerber,die Bewerber,the applicant,le demandeur,,,​,​
67,B2,B1,B2,das Defizit,Defizite,die Defizite,the deficit,le déficit,,,​,​
67,B2,B1,B2,die Einschränkung,Einschränkungen,die Einschränkungen,the restriction,la restriction,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
68,B2,B1,B2,die Ermittlung,Ermittlungen,die Ermittlungen,the investigation,l'enquête,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
68,B2,B1,B2,der Ertrag,Erträge,die Erträge,the yield,le rendement,,,​,​
68,B2,B1,B2,das Format,Formate,die Formate,the format,le format,,,​,​
68,B2,B1,B2,die Herstellung,Herstellungen,die Herstellungen,the production,la production,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
68,B2,B1,B2,der Kaiser,Kaiser,die Kaiser,the emperor,l'empereur,,,​,​
68,B2,B1,B2,die Kammer,Kammern,die Kammern,the chamber,la chambre,,,​,​
68,B2,B1,B2,der Kritiker,Kritiker,die Kritiker,the critic,le critique,,,​,​
68,B2,B1,B2,die Messung,Messungen,die Messungen,the measurement,la mesure,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
68,B2,B1,B2,das Motto,Mottos,die Mottos,the motto,la devise,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
68,B2,B1,B2,der Nutzer,Nutzer,die Nutzer,the user,l'utilisateur,,,​,​
68,B2,B1,B2,die Premiere,Premieren,die Premieren,the premiere,la première,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
68,B2,B1,B2,die Probe,Proben,die Proben,the sample,l'échantillon,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
68,B2,B1,B2,die Schwäche,Schwächen,die Schwächen,the weakness,la faiblesse,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
68,B2,B1,B2,der Sektor,Sektoren,die Sektoren,the sector,le secteur,,,​,​
68,B2,B1,B2,der Sprung,Sprünge,die Sprünge,the jump,le saut,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
68,B2,B1,B2,das Symptom,Symptome,die Symptome,the symptom,le symptôme,,,​,​
68,B2,B1,B2,das Top,Tops,die Tops,the top,le haut,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
68,B2,B1,B2,die Verbreitung,Verbreitungen,die Verbreitungen,the spread,l'étalement,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
68,B2,B1,B2,das Vorhaben,Vorhaben,die Vorhaben,the project,le projet,,,​,​
68,B2,B1,B2,die Vorlage,Vorlagen,die Vorlagen,the template,le modèle,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
69,B2,B1,B2,der Anhänger,Anhänger,die Anhänger,the follower,le suiveur,,,​,​
69,B2,B1,B2,die Aufklärung,Aufklärungen,die Aufklärungen,the Enlightenment,les Lumières,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,die Auflösung,Auflösungen,die Auflösungen,the resolution,la résolution,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,die Bestellung,Bestellungen,die Bestellungen,the order,l'ordre,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,der Bude,Buden,die Buden,the booth,le stand,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
69,B2,B1,B2,das Bündnis,Bündnisse,die Bündnisse,the alliance,l'alliance,,,​,​
69,B2,B1,B2,die Durchführung,Durchführungen,die Durchführungen,the implementation,la mise en œuvre,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,die Einigung,Einigungen,die Einigungen,the agreement,l'accord,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,die Einsicht,Einsichten,die Einsichten,the insight,l'intuition,,,​,​
69,B2,B1,B2,das Gedächtnis,Gedächtnisse,die Gedächtnisse,the memory,le souvenir,,,​,​
69,B2,B1,B2,die Gleichung,Gleichungen,die Gleichungen,the equation,l'équation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,die Herrschaft,Herrschaften,die Herrschaften,the rule,la règle,,,​,​
69,B2,B1,B2,die Infrastruktur,Infrastrukturen,die Infrastrukturen,the infrastructure,l'infrastructure,,,​,​
69,B2,B1,B2,die Mission,Missionen,die Missionen,the mission,la mission,,,​,​
69,B2,B1,B2,die Mitteilung,Mitteilungen,die Mitteilungen,the message,le message,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,die Nahrung,Nahrungen,die Nahrungen,the food,la nourriture,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,der Offizier,Offiziere,die Offiziere,the officer,l'officier,,,​,​
69,B2,B1,B2,die Philosophie,Philosophien,die Philosophien,the philosophy,la philosophie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
69,B2,B1,B2,die Realisierung,Realisierungen,die Realisierungen,the realization,la réalisation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
69,B2,B1,B2,der Schnitt,Schnitte,die Schnitte,the cut,la coupe,,,​,​
70,B2,B1,B2,die Schnittstelle,Schnittstellen,die Schnittstellen,the interface,l'interface,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
70,B2,B1,B2,die Sehnsucht,Sehnsüchte,die Sehnsüchte,the longing,le désir,,,​,​
70,B2,B1,B2,der Skandal,Skandale,die Skandale,the scandal,le scandale,,,​,​
70,B2,B1,B2,die Wurzel,Wurzeln,die Wurzeln,the root,la racine,,,​,​
70,B2,B1,B2,der Anblick,Anblicke,die Anblicke,the sight,la vue,,,​,​
70,B2,B1,B2,das Anliegen,Anliegen,die Anliegen,the concern,la préoccupation,,,​,​
70,B2,B1,B2,die Anpassung,Anpassungen,die Anpassungen,the adaptation,l'adaptation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
70,B2,B1,B2,der Anstieg,Anstiege,die Anstiege,the increase,l'augmentation,,,​,​
70,B2,B1,B2,das Arbeitsamt,Arbeitsämter,die Arbeitsämter,the employment office,le bureau de l'emploi,,,​,​
70,B2,B1,B2,der Befehl,Befehle,die Befehle,the command,la commande,,,​,​
70,B2,B1,B2,die Bereitschaft,Bereitschaften,die Bereitschaften,the willingness,la volonté,,,​,​
70,B2,B1,B2,die Beschwerde,Beschwerden,die Beschwerden,the complaint,la plainte,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
70,B2,B1,B2,die Bundesliga,Bundesligen,die Bundesligen,the Bundesliga,la Bundesliga,,,​,​
70,B2,B1,B2,die Ehre,Ehren,die Ehren,the honor,l'honneur,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
70,B2,B1,B2,das Eigentum,Eigentümer,die Eigentümer,the property,la propriété,,,​,​
70,B2,B1,B2,der Einzelfall,Einzelfälle,die Einzelfälle,the individual case,le cas individuel,,,​,​
70,B2,B1,B2,die Epoche,Epochen,die Epochen,the era,l'ère,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
70,B2,B1,B2,der Erreger,Erreger,die Erreger,the pathogen,le pathogène,,,​,​
70,B2,B1,B2,die Feststellung,Feststellungen,die Feststellungen,the finding,la découverte,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
70,B2,B1,B2,die Formulierung,Formulierungen,die Formulierungen,the wording,la formulation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
71,B2,B1,B2,das Gelände,Gelände,die Gelände,the area,la région,,,​,​
71,B2,B1,B2,der/die Geliebte,Geliebte,die Geliebte,the lover,l'amant,,,​,​
71,B2,B1,B2,die Inszenierung,Inszenierungen,die Inszenierungen,the staging,la mise en scène,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
71,B2,B1,B2,der Kapitän,Kapitäne,die Kapitäne,the captain,le capitaine,,,​,​
71,B2,B1,B2,der Kontext,Kontexte,die Kontexte,the context,le contexte,,,​,​
71,B2,B1,B2,das Kunstwerk,Kunstwerke,die Kunstwerke,the artwork,l'œuvre d'art,,,​,​
71,B2,B1,B2,das Lebewesen,Lebewesen,die Lebewesen,the living being,l'être vivant,,,​,​
71,B2,B1,B2,der Lastkraftwagen,Lastkraftwagen,die Lastkraftwagen,the truck,le camion,,,​,​
71,B2,B1,B2,der Mörder,Mörder,die Mörder,the murderer,le meurtrier,,,​,​
71,B2,B1,B2,die Öffnung,Öffnungen,die Öffnungen,the opening,l'ouverture,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
71,B2,B1,B2,die Partie,Partien,die Partien,the game,le jeu,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
71,B2,B1,B2,die Reflexion,Reflexionen,die Reflexionen,the reflection,le reflet,,,​,​
71,B2,B1,B2,die Show,Shows,die Shows,the show,le spectacle,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
71,B2,B1,B2,die Stiftung,Stiftungen,die Stiftungen,the foundation,la fondation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
71,B2,B1,B2,die Unterscheidung,Unterscheidungen,die Unterscheidungen,the distinction,la distinction,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
71,B2,B1,B2,die Version,Versionen,die Versionen,the version,la version,,,​,​
71,B2,B1,B2,der Wähler,Wähler,die Wähler,the voter,l'électeur,,,​,​
71,B2,B1,B2,die Wechselwirkung,Wechselwirkungen,die Wechselwirkungen,the interaction,l'interaction,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
71,B2,B1,B2,der Abbau,Abbaue,die Abbaue,the dismantling,le démantèlement,,,​,​
71,B2,B1,B2,die Agentur,Agenturen,die Agenturen,the agency,l'agence,,,​,​
