Nr,level,level_verben,question,answer,case,german,english,complement
744,22,,Die Wut _____ die ungerechte Behandlung war groß.,über,,Die Wut über die ungerechte Behandlung war groß.,The anger about the unfair treatment was significant.,Wut
745,22,,Ihre Wut _____ den Fehler wurde immer lauter.,über,,Ihre Wut über den Fehler wurde immer lauter.,Her anger about the mistake grew louder and louder.,Wut
746,22,,Der Bericht _____ die aktuellen Ereignisse war sehr informativ.,über,,Der Bericht über die aktuellen Ereignisse war sehr informativ.,The report about the current events was very informative.,Bericht
747,22,,Ihr Bericht _____ die Reise nach Afrika faszinierte alle.,über,,Ihr Bericht über die Reise nach Afrika faszinierte alle.,Her report about the trip to Africa fascinated everyone.,Bericht
748,22,,Die Beschwerde _____ den Service wurde schnell bearbeitet.,über,,Die Beschwerde über den Service wurde schnell bearbeitet.,The complaint about the service was processed quickly.,Beschwerde
749,22,,Seine Beschwerde _____ die laute Musik wurde ignoriert.,über,,Seine Beschwerde über die laute Musik wurde ignoriert.,His complaint about the loud music was ignored.,Beschwerde
750,22,,Die Debatte _____ die neue Steuer war hitzig.,über,,Die Debatte über die neue Steuer war hitzig.,The debate about the new tax was heated.,Debatte
751,22,,Ihre Debatte _____ die Umweltpolitik zog viele Zuhörer an.,über,,Ihre Debatte über die Umweltpolitik zog viele Zuhörer an.,Their debate about environmental policy attracted many listeners.,Debatte
752,22,,Die Diskussion _____ die Reformen war konstruktiv.,über,,Die Diskussion über die Reformen war konstruktiv.,The discussion about the reforms was constructive.,Diskussion
753,22,,Ihre Diskussion _____ das Projekt führte zu neuen Ideen.,über,,Ihre Diskussion über das Projekt führte zu neuen Ideen.,Their discussion about the project led to new ideas.,Diskussion
754,22,,Ihre Bitte _____ Hilfe wurde sofort erhört.,um,,Ihre Bitte um Hilfe wurde sofort erhört.,Her request for help was immediately granted.,Bitte
755,22,,Er richtete eine Bitte _____ Geduld an das Publikum.,um,,Er richtete eine Bitte um Geduld an das Publikum.,He addressed a request for patience to the audience.,Bitte
756,22,,Der Kampf _____ die Führung war hart.,um,,Der Kampf um die Führung war hart.,The fight for leadership was tough.,Kampf
757,22,,Ihr Kampf _____ Anerkennung dauerte Jahre.,um,,Ihr Kampf um Anerkennung dauerte Jahre.,Her fight for recognition lasted years.,Kampf
758,22,,Die Sorge _____ den Erfolg des Projekts ist verständlich.,um,,Die Sorge um den Erfolg des Projekts ist verständlich.,The concern for the project's success is understandable.,Sorge
759,22,,Seine Sorge _____ die Zukunft des Unternehmens ist groß.,um,,Seine Sorge um die Zukunft des Unternehmens ist groß.,His concern for the company's future is significant.,Sorge
760,22,,Der Stolz _____ ihre Leistungen war deutlich sichtbar.,auf,,Der Stolz auf ihre Leistungen war deutlich sichtbar.,The pride in her achievements was clearly visible.,Stolz
761,22,,Er zeigte Stolz _____ sein Team nach dem Sieg.,auf,,Er zeigte Stolz auf sein Team nach dem Sieg.,He showed pride in his team after the victory.,Stolz
762,22,,Die Wirkung _____ die Zuschauer war enorm.,auf,,Die Wirkung auf die Zuschauer war enorm.,The effect on the audience was enormous.,Wirkung
763,22,,Die Medikamente haben eine schnelle Wirkung _____ die Schmerzen.,auf,,Die Medikamente haben eine schnelle Wirkung auf die Schmerzen.,The medication has a quick effect on the pain.,Wirkung
764,22,,Die Freude _____ den Urlaub war groß.,auf,,Die Freude auf den Urlaub war groß.,The joy about the upcoming vacation was immense.,Freude
765,22,,Er konnte seine Freude _____ die Reise kaum verbergen.,auf,,Er konnte seine Freude auf die Reise kaum verbergen.,He could hardly hide his joy about the trip.,Freude
766,22,,Die Hoffnung _____ eine bessere Zukunft bleibt bestehen.,auf,,Die Hoffnung auf eine bessere Zukunft bleibt bestehen.,The hope for a better future remains.,Hoffnung
767,22,,Sie setzt ihre Hoffnung _____ die nächste Generation.,auf,,Sie setzt ihre Hoffnung auf die nächste Generation.,She places her hope in the next generation.,Hoffnung
768,22,,Die Entschuldigung _____ das Missverständnis wurde akzeptiert.,für,,Die Entschuldigung für das Missverständnis wurde akzeptiert.,The apology for the misunderstanding was accepted.,Entschuldigung
769,22,,Seine Entschuldigung _____ den Fehler war aufrichtig.,für,,Seine Entschuldigung für den Fehler war aufrichtig.,His apology for the mistake was sincere.,Entschuldigung
770,22,,Der Kampf _____ soziale Gerechtigkeit ist noch nicht beendet.,für,,Der Kampf für soziale Gerechtigkeit ist noch nicht beendet.,The fight for social justice is not yet over.,Kampf
771,22,,Ihr Kampf _____ bessere Arbeitsbedingungen hat sich gelohnt.,für,,Ihr Kampf für bessere Arbeitsbedingungen hat sich gelohnt.,Her fight for better working conditions paid off.,Kampf
772,22,,Die Sorge _____ ihre Kinder steht bei ihr an erster Stelle.,für,,Die Sorge für ihre Kinder steht bei ihr an erster Stelle.,The care for her children comes first for her.,Sorge
773,22,,Seine Sorge _____ die Umwelt motiviert ihn zu handeln.,für,,Seine Sorge für die Umwelt motiviert ihn zu handeln.,His concern for the environment motivates him to act.,Sorge
774,22,,Der Protest _____ die neuen Gesetze war laut.,gegen,,Der Protest gegen die neuen Gesetze war laut.,The protest against the new laws was loud.,Protest
775,22,,Ihr Protest _____ die Änderungen fand große Unterstützung.,gegen,,Ihr Protest gegen die Änderungen fand große Unterstützung.,Their protest against the changes found great support.,Protest
776,22,,Die Beschwerde _____ der Verwaltung wurde ignoriert.,bei,,Die Beschwerde bei der Verwaltung wurde ignoriert.,The complaint to the administration was ignored.,Beschwerde
777,22,,Seine Beschwerde _____ der Leitung führte zu einer Lösung.,bei,,Seine Beschwerde bei der Leitung führte zu einer Lösung.,His complaint to the management led to a solution.,Beschwerde
778,22,,Die Bewerbung _____ der Universität war erfolgreich.,bei,,Die Bewerbung bei der Universität war erfolgreich.,The application to the university was successful.,Bewerbung
779,22,,Seine Bewerbung _____ der Firma wurde angenommen.,bei,,Seine Bewerbung bei der Firma wurde angenommen.,His application to the company was accepted.,Bewerbung
780,22,,Der Kampf _____ den Umständen war schwierig.,mit,,Der Kampf mit den Umständen war schwierig.,The fight with the circumstances was difficult.,Kampf
781,22,,Ihr Kampf _____ der Krankheit dauerte Jahre.,mit,,Ihr Kampf mit der Krankheit dauerte Jahre.,Her fight with the illness lasted for years.,Kampf
782,22,,Das Spiel _____ der neuen Strategie war erfolgreich.,mit,,Das Spiel mit der neuen Strategie war erfolgreich.,The game with the new strategy was successful.,Spiel
783,22,,Ihr Spiel _____ dem Ball faszinierte die Zuschauer.,mit,,Ihr Spiel mit dem Ball faszinierte die Zuschauer.,Her game with the ball fascinated the spectators.,Spiel
784,22,,Das Gespräch _____ dem Lehrer verlief positiv.,mit,,Das Gespräch mit dem Lehrer verlief positiv.,The conversation with the teacher went positively.,Gespräch
785,22,,Ihr Gespräch _____ der Nachbarin dauerte lange.,mit,,Ihr Gespräch mit der Nachbarin dauerte lange.,Her conversation with the neighbor lasted a long time.,Gespräch
786,22,,Der Duft _____ frischem Brot erfüllte den Raum.,nach,,Der Duft nach frischem Brot erfüllte den Raum.,The scent of fresh bread filled the room.,Duft
787,22,,Der Duft _____ Blumen erinnerte sie an den Frühling.,nach,,Der Duft nach Blumen erinnerte sie an den Frühling.,The scent of flowers reminded her of spring.,Duft
788,22,,Die Arbeit _____ Lehrer ist erfüllend.,als,,Die Arbeit als Lehrer ist erfüllend.,The work as a teacher is fulfilling.,Arbeit
789,22,,Seine Arbeit _____ Ingenieur ist sehr anspruchsvoll.,als,,Seine Arbeit als Ingenieur ist sehr anspruchsvoll.,His work as an engineer is very demanding.,Arbeit
790,22,,Der Glaube _____ seine Fähigkeiten gab ihm Kraft.,an,,Der Glaube an seine Fähigkeiten gab ihm Kraft.,The belief in his abilities gave him strength.,Glaube
791,22,,Ihr Glaube _____ das Gute in Menschen ist beeindruckend.,an,,Ihr Glaube an das Gute in Menschen ist beeindruckend.,Her belief in the good in people is impressive.,Glaube
792,22,,Die Änderung _____ den Vorschlägen wurde akzeptiert.,an,,Die Änderung an den Vorschlägen wurde akzeptiert.,The change to the proposals was accepted.,Änderung
793,22,,Die Änderung _____ der Software hat das Problem gelöst.,an,,Die Änderung an der Software hat das Problem gelöst.,The change to the software solved the problem.,Änderung
794,22,,Die Überzeugung _____ der Notwendigkeit der Reform war stark.,von,,Die Überzeugung von der Notwendigkeit der Reform war stark.,The conviction of the need for reform was strong.,Überzeugung
795,22,,Seine Überzeugung _____ ihrer Ehrlichkeit blieb unerschütterlich.,von,,Seine Überzeugung von ihrer Ehrlichkeit blieb unerschütterlich.,His conviction of her honesty remained unwavering.,Überzeugung
796,22,,Die Furcht _____ der Prüfung ließ ihn nicht schlafen.,vor,,Die Furcht vor der Prüfung ließ ihn nicht schlafen.,The fear of the exam kept him awake.,Furcht
797,22,,Seine Furcht _____ Ablehnung war sichtbar.,vor,,Seine Furcht vor Ablehnung war sichtbar.,His fear of rejection was visible.,Furcht
798,22,,Die Gratulation _____ seinem Sieg war ehrlich gemeint.,zu,,Die Gratulation zu seinem Sieg war ehrlich gemeint.,The congratulations on his victory were sincere.,Gratulation
799,22,,Ihre Gratulation _____ seiner Beförderung war herzlich.,zu,,Ihre Gratulation zu seiner Beförderung war herzlich.,Her congratulations on his promotion were heartfelt.,Gratulation
800,22,,Die Fähigkeit _____ schneller Analyse ist ein Vorteil.,zu,,Die Fähigkeit zu schneller Analyse ist ein Vorteil.,The ability for quick analysis is an advantage.,Fähigkeit
801,22,,Ihre Fähigkeit _____ kreativen Lösungen beeindruckte viele.,zu,,Ihre Fähigkeit zu kreativen Lösungen beeindruckte viele.,Her ability for creative solutions impressed many.,Fähigkeit
802,22,,Die Wahl _____ ihrem Vorsitzenden wurde einstimmig getroffen.,zu,,Die Wahl zu ihrem Vorsitzenden wurde einstimmig getroffen.,The election as their chairperson was unanimous.,Wahl
803,22,,Seine Wahl _____ diesem Posten überraschte viele.,zu,,Seine Wahl zu diesem Posten überraschte viele.,His election to this position surprised many.,Wahl
804,23,,the information about,über,,die Information,,
805,23,,the speech about,über,,die Rede,,
806,23,,the conversation about,über,,das Gespräch,,
807,23,,the knowledge about,über,,das Wissen,,
808,23,,the game for,um,,das Spiel,,
809,23,,the argument for,um,,der Streit,,
810,23,,the bet for,um,,die Wette,,
811,23,,the curiosity about,auf,,die Neugier,,
812,23,,the tension about,auf,,die Spannung,,
813,23,,the preparation for,auf,,die Vorbereitung,,
814,23,,the vote for,für,,die Stimme,,
815,23,,the responsibility for,für,,die Verantwortung,,
816,23,,the advertisement for,für,,die Werbung,,
817,23,,the demonstration against,gegen,,die Demonstration,,
818,23,,the vote against,gegen,,die Stimme,,
819,23,,the translation from,aus,,die Übersetzung,,
820,23,,the apology to,bei,,die Entschuldigung,,
821,23,,the argument with,mit,,der Streit,,
822,23,,the beginning with,mit,,der Anfang,,
823,23,,the start with,mit,,der Beginn,,
824,23,,the smell of,nach,,der Geruch,,
825,23,,the taste of,nach,,der Geschmack,,
826,23,,the description as,als,,die Beschreibung,,
827,23,,the guilt for,an,,die Schuld,,
828,23,,the participation in,an,,die Teilnahme,,
829,23,,the doubt about,an,,der Zweifel,,
830,23,,the expectation of,von,,die Erwartung,,
831,23,,the warning of,vor,,die Warnung,,
832,23,,the contribution to,zu,,der Beitrag,,
833,23,,the advice on,zu,,der Rat,,
834,24,,Die Information _____ die Änderungen wurde per E-Mail verschickt.,über,,Die Information über die Änderungen wurde per E-Mail verschickt.,The information about the changes was sent via email.,Information
835,24,,Er suchte nach mehr Informationen _____ die Firma.,über,,Er suchte nach mehr Informationen über die Firma.,He looked for more information about the company.,Information
836,24,,Die Rede _____ die Zukunft des Unternehmens war inspirierend.,über,,Die Rede über die Zukunft des Unternehmens war inspirierend.,The speech about the company's future was inspiring.,Rede
837,24,,Ihre Rede _____ Gleichberechtigung erhielt viel Applaus.,über,,Ihre Rede über Gleichberechtigung erhielt viel Applaus.,Her speech about equality received a lot of applause.,Rede
838,24,,Das Gespräch _____ die neuen Regeln verlief positiv.,über,,Das Gespräch über die neuen Regeln verlief positiv.,The conversation about the new rules went positively.,Gespräch
839,24,,Ihr Gespräch _____ die Finanzen dauerte länger als erwartet.,über,,Ihr Gespräch über die Finanzen dauerte länger als erwartet.,Their conversation about finances lasted longer than expected.,Gespräch
840,24,,Sein Wissen _____ Geschichte beeindruckte alle.,über,,Sein Wissen über Geschichte beeindruckte alle.,His knowledge about history impressed everyone.,Wissen
841,24,,Ihr Wissen _____ Technik ist bemerkenswert.,über,,Ihr Wissen über Technik ist bemerkenswert.,Her knowledge about technology is remarkable.,Wissen
842,24,,Das Spiel _____ den Pokal war spannend.,um,,Das Spiel um den Pokal war spannend.,The game for the trophy was exciting.,Spiel
843,24,,Ihr Spiel _____ den Sieg zog viele Zuschauer an.,um,,Ihr Spiel um den Sieg zog viele Zuschauer an.,Their game for victory attracted many spectators.,Spiel
844,24,,Der Streit _____ das Erbe spaltete die Familie.,um,,Der Streit um das Erbe spaltete die Familie.,The argument about the inheritance divided the family.,Streit
845,24,,Ihr Streit _____ die Zuständigkeiten eskalierte schnell.,um,,Ihr Streit um die Zuständigkeiten eskalierte schnell.,Their argument about responsibilities escalated quickly.,Streit
846,24,,Die Wette _____ 50 Euro wurde ernst genommen.,um,,Die Wette um 50 Euro wurde ernst genommen.,The bet for 50 euros was taken seriously.,Wette
847,24,,Seine Wette _____ den Ausgang des Spiels sorgte für Spannung.,um,,Seine Wette um den Ausgang des Spiels sorgte für Spannung.,His bet on the outcome of the game created excitement.,Wette
848,24,,Die Neugier _____ das neue Produkt war spürbar.,auf,,Die Neugier auf das neue Produkt war spürbar.,The curiosity about the new product was noticeable.,Neugier
849,24,,Seine Neugier _____ die Lösung des Rätsels war groß.,auf,,Seine Neugier auf die Lösung des Rätsels war groß.,His curiosity about the solution to the puzzle was great.,Neugier
850,24,,Die Spannung _____ die Ergebnisse war kaum auszuhalten.,auf,,Die Spannung auf die Ergebnisse war kaum auszuhalten.,The anticipation for the results was almost unbearable.,Spannung
851,24,,Die Spannung _____ das Finale war spürbar.,auf,,Die Spannung auf das Finale war spürbar.,The anticipation for the final was palpable.,Spannung
852,24,,Die Vorbereitung _____ die Prüfung lief reibungslos.,auf,,Die Vorbereitung auf die Prüfung lief reibungslos.,The preparation for the exam went smoothly.,Vorbereitung
853,24,,Seine Vorbereitung _____ den Wettbewerb war gründlich.,auf,,Seine Vorbereitung auf den Wettbewerb war gründlich.,His preparation for the competition was thorough.,Vorbereitung
854,24,,Ihre Stimme _____ den Kandidaten machte den Unterschied.,für,,Ihre Stimme für den Kandidaten machte den Unterschied.,Her vote for the candidate made the difference.,Stimme
855,24,,Die Stimme _____ die Reform wurde einstimmig abgegeben.,für,,Die Stimme für die Reform wurde einstimmig abgegeben.,The vote for the reform was unanimous.,Stimme
856,24,,Die Verantwortung _____ das Projekt liegt bei ihm.,für,,Die Verantwortung für das Projekt liegt bei ihm.,The responsibility for the project lies with him.,Verantwortung
857,24,,Ihre Verantwortung _____ die Kinder ist ihr wichtig.,für,,Ihre Verantwortung für die Kinder ist ihr wichtig.,Her responsibility for the children is important to her.,Verantwortung
858,24,,Die Werbung _____ das neue Produkt war sehr effektiv.,für,,Die Werbung für das neue Produkt war sehr effektiv.,The advertisement for the new product was very effective.,Werbung
859,24,,Die Werbung _____ den Film läuft auf allen Kanälen.,für,,Die Werbung für den Film läuft auf allen Kanälen.,The advertisement for the film is running on all channels.,Werbung
860,24,,Die Demonstration _____ den Krieg zog viele Menschen an.,gegen,,Die Demonstration gegen den Krieg zog viele Menschen an.,The demonstration against the war attracted many people.,Demonstration
861,24,,Ihre Demonstration _____ die Umweltzerstörung war friedlich.,gegen,,Ihre Demonstration gegen die Umweltzerstörung war friedlich.,Their demonstration against environmental destruction was peaceful.,Demonstration
862,24,,Die Stimme _____ den Vorschlag wurde laut geäußert.,gegen,,Die Stimme gegen den Vorschlag wurde laut geäußert.,The vote against the proposal was expressed loudly.,Stimme
863,24,,Ihre Stimme _____ den Plan beeinflusste die Entscheidung.,gegen,,Ihre Stimme gegen den Plan beeinflusste die Entscheidung.,Her vote against the plan influenced the decision.,Stimme
864,24,,Die Übersetzung _____ dem Englischen war sehr präzise.,aus,,Die Übersetzung aus dem Englischen war sehr präzise.,The translation from English was very precise.,Übersetzung
865,24,,Seine Übersetzung _____ dem Spanischen wurde gelobt.,aus,,Seine Übersetzung aus dem Spanischen wurde gelobt.,His translation from Spanish was praised.,Übersetzung
866,24,,Die Entschuldigung _____ ihrer Freundin war aufrichtig.,bei,,Die Entschuldigung bei ihrer Freundin war aufrichtig.,The apology to her friend was sincere.,Entschuldigung
867,24,,Seine Entschuldigung _____ der Lehrerin wurde angenommen.,bei,,Seine Entschuldigung bei der Lehrerin wurde angenommen.,His apology to the teacher was accepted.,Entschuldigung
868,24,,Der Streit _____ seinem Bruder war schnell vergessen.,mit,,Der Streit mit seinem Bruder war schnell vergessen.,The argument with his brother was quickly forgotten.,Streit
869,24,,Ihr Streit _____ der Kollegin eskalierte schnell.,mit,,Ihr Streit mit der Kollegin eskalierte schnell.,Her argument with the colleague escalated quickly.,Streit
870,24,,Der Anfang _____ dem neuen Projekt war herausfordernd.,mit,,Der Anfang mit dem neuen Projekt war herausfordernd.,The beginning with the new project was challenging.,Anfang
871,24,,Ihr Anfang _____ dem Sport war sehr erfolgreich.,mit,,Ihr Anfang mit dem Sport war sehr erfolgreich.,Her start with the sport was very successful.,Anfang
872,24,,Der Beginn _____ der neuen Software verlief reibungslos.,mit,,Der Beginn mit der neuen Software verlief reibungslos.,The start with the new software went smoothly.,Beginn
873,24,,Sein Beginn _____ dem Training war motivierend.,mit,,Sein Beginn mit dem Training war motivierend.,His start with the training was motivating.,Beginn
874,24,,Der Geruch _____ Kaffee machte ihn wach.,nach,,Der Geruch nach Kaffee machte ihn wach.,The smell of coffee woke him up.,Geruch
875,24,,Der Geruch _____ frischer Farbe war stark.,nach,,Der Geruch nach frischer Farbe war stark.,The smell of fresh paint was strong.,Geruch
876,24,,Der Geschmack _____ Zimt war angenehm.,nach,,Der Geschmack nach Zimt war angenehm.,The taste of cinnamon was pleasant.,Geschmack
877,24,,Der Geschmack _____ frischen Kräutern passte perfekt zum Gericht.,nach,,Der Geschmack nach frischen Kräutern passte perfekt zum Gericht.,The taste of fresh herbs was perfect for the dish.,Geschmack
878,24,,Die Beschreibung _____ ein talentierter Künstler passt zu ihm.,als,,Die Beschreibung als ein talentierter Künstler passt zu ihm.,The description as a talented artist suits him.,Beschreibung
879,24,,Ihre Beschreibung _____ eine zuverlässige Person überzeugt alle.,als,,Ihre Beschreibung als eine zuverlässige Person überzeugt alle.,Her description as a reliable person convinces everyone.,Beschreibung
880,24,,Die Schuld _____ dem Fehler wurde auf ihn geschoben.,an,,Die Schuld an dem Fehler wurde auf ihn geschoben.,The blame for the mistake was put on him.,Schuld
881,24,,Er übernahm die Schuld _____ dem Missverständnis.,an,,Er übernahm die Schuld an dem Missverständnis.,He took the blame for the misunderstanding.,Schuld
882,24,,Die Teilnahme _____ der Konferenz war sehr lehrreich.,an,,Die Teilnahme an der Konferenz war sehr lehrreich.,The participation in the conference was very educational.,Teilnahme
883,24,,Seine Teilnahme _____ dem Wettbewerb brachte ihm Anerkennung.,an,,Seine Teilnahme an dem Wettbewerb brachte ihm Anerkennung.,His participation in the competition brought him recognition.,Teilnahme
884,24,,Der Zweifel _____ ihrer Aussage wuchs.,an,,Der Zweifel an ihrer Aussage wuchs.,The doubt about her statement grew.,Zweifel
885,24,,Er äußerte Zweifel _____ der Richtigkeit der Ergebnisse.,an,,Er äußerte Zweifel an der Richtigkeit der Ergebnisse.,He expressed doubts about the accuracy of the results.,Zweifel
886,24,,Die Erwartung _____ hohen Ergebnissen setzte alle unter Druck.,von,,Die Erwartung von hohen Ergebnissen setzte alle unter Druck.,The expectation of high results put everyone under pressure.,Erwartung
887,24,,Ihre Erwartung _____ einer schnellen Antwort wurde erfüllt.,von,,Ihre Erwartung von einer schnellen Antwort wurde erfüllt.,Her expectation of a quick response was met.,Erwartung
888,24,,Die Warnung _____ dem Sturm kam rechtzeitig.,vor,,Die Warnung vor dem Sturm kam rechtzeitig.,The warning about the storm came in time.,Warnung
889,24,,Ihre Warnung _____ den Gefahren wurde ernst genommen.,vor,,Ihre Warnung vor den Gefahren wurde ernst genommen.,Her warning about the dangers was taken seriously.,Warnung
890,24,,Der Beitrag _____ dem Projekt war entscheidend.,zu,,Der Beitrag zu dem Projekt war entscheidend.,The contribution to the project was crucial.,Beitrag
891,24,,Sein Beitrag _____ der Diskussion brachte neue Perspektiven.,zu,,Sein Beitrag zu der Diskussion brachte neue Perspektiven.,His contribution to the discussion brought new perspectives.,Beitrag
892,24,,Der Rat _____ mehr Geduld war hilfreich.,zu,,Der Rat zu mehr Geduld war hilfreich.,The advice for more patience was helpful.,Rat
893,24,,Ihr Rat _____ diesem Thema wurde ernst genommen.,zu,,Ihr Rat zu diesem Thema wurde ernst genommen.,Her advice on this topic was taken seriously.,Rat
894,25,,annoyed about,über,,ärgerlich,,
895,25,,excited about,über,,aufgeregt,,
896,25,,happy about,über,,froh,,
897,25,,happy about,über,,glücklich,,
898,25,,sad about,über,,traurig,,
899,25,,angry about,über,,wütend,,
900,25,,focused on,auf,,konzentriert,,
901,25,,proud of,auf,,stolz,,
902,25,,angry at,auf,,wütend,,
903,25,,curious about,auf,,neugierig,,
904,25,,excited about,auf,,gespannt,,
905,25,,responsible for,für,,verantwortlich,,
906,25,,known to,bei,,bekannt,,
907,25,,popular with,bei,,beliebt,,
908,25,,friends with,mit,,befreundet,,
909,25,,married to,mit,,verheiratet,,
910,25,,finished with,mit,,fertig,,
911,25,,crazy about,nach,,verrückt,,
912,25,,used to,an,,gewöhnt,,
913,25,,guilty of,an,,schuldig,,
914,25,,enthusiastic about,von,,begeistert,,
915,25,,disappointed by,von,,enttäuscht,,
916,25,,dependent on,von,,abhängig,,
917,25,,free from,von,,frei,,
918,25,,tired from,von,,müde,,
919,25,,"ready for, ready to",zu,,bereit,,
920,25,,"capable of, capable to",zu,,fähig,,
921,26,,Ich bin ärgerlich _____ die ständigen Verspätungen.,über,,Ich bin ärgerlich über die ständigen Verspätungen.,I am annoyed about the constant delays.,
922,26,,Sie ist ärgerlich _____ den Fehler im Bericht.,über,,Sie ist ärgerlich über den Fehler im Bericht.,She is annoyed about the mistake in the report.,
923,26,,Er ist aufgeregt _____ die Neuigkeiten.,über,,Er ist aufgeregt über die Neuigkeiten.,He is excited about the news.,
924,26,,Die Kinder sind aufgeregt _____ das bevorstehende Fest.,über,,Die Kinder sind aufgeregt über das bevorstehende Fest.,The children are excited about the upcoming celebration.,
925,26,,Ich bin froh _____ deine Entscheidung.,über,,Ich bin froh über deine Entscheidung.,I am happy about your decision.,
926,26,,Sie ist froh _____ die positive Entwicklung.,über,,Sie ist froh über die positive Entwicklung.,She is happy about the positive development.,
927,26,,Wir sind glücklich _____ die Geburt unseres Kindes.,über,,Wir sind glücklich über die Geburt unseres Kindes.,We are happy about the birth of our child.,
928,26,,Er ist glücklich _____ die Unterstützung seiner Freunde.,über,,Er ist glücklich über die Unterstützung seiner Freunde.,He is happy about the support of his friends.,
929,26,,Ich bin traurig _____ das Ende unserer Freundschaft.,über,,Ich bin traurig über das Ende unserer Freundschaft.,I am sad about the end of our friendship.,
930,26,,Sie ist traurig _____ den Verlust ihres Haustiers.,über,,Sie ist traurig über den Verlust ihres Haustiers.,She is sad about the loss of her pet.,
931,26,,Er ist wütend _____ die ungerechte Behandlung.,über,,Er ist wütend über die ungerechte Behandlung.,He is angry about the unfair treatment.,
932,26,,Sie ist wütend _____ den schlechten Kundenservice.,über,,Sie ist wütend über den schlechten Kundenservice.,She is angry about the poor customer service.,
933,26,,Sie ist völlig konzentriert _____ ihre Arbeit.,auf,,Sie ist völlig konzentriert auf ihre Arbeit.,She is completely focused on her work.,
934,26,,"Er bleibt konzentriert _____ sein Ziel, trotz der Ablenkungen.",auf,,"Er bleibt konzentriert auf sein Ziel, trotz der Ablenkungen.",He remains focused on his goal despite the distractions.,
935,26,,"Ich bin stolz _____ meinen Bruder, der die Prüfung bestanden hat.",auf,,"Ich bin stolz auf meinen Bruder, der die Prüfung bestanden hat.","I am proud of my brother, who passed the exam.",
936,26,,Sie ist stolz _____ ihr Team nach dem erfolgreichen Projektabschluss.,auf,,Sie ist stolz auf ihr Team nach dem erfolgreichen Projektabschluss.,She is proud of her team after the successful project completion.,
937,26,,Er ist wütend _____ seinen Kollegen wegen des Fehlers.,auf,,Er ist wütend auf seinen Kollegen wegen des Fehlers.,He is angry at his colleague because of the mistake.,
938,26,,Sie ist wütend _____ die Behörden wegen der Verzögerung.,auf,,Sie ist wütend auf die Behörden wegen der Verzögerung.,She is angry at the authorities because of the delay.,
939,26,,Ich bin neugierig _____ die Ergebnisse der Untersuchung.,auf,,Ich bin neugierig auf die Ergebnisse der Untersuchung.,I am curious about the results of the investigation.,
940,26,,Die Kinder sind neugierig _____ das neue Spielzeug.,auf,,Die Kinder sind neugierig auf das neue Spielzeug.,The children are curious about the new toy.,
941,26,,Wir sind gespannt _____ die Präsentation der neuen Produkte.,auf,,Wir sind gespannt auf die Präsentation der neuen Produkte.,We are excited about the presentation of the new products.,
942,26,,Er ist gespannt _____ den Ausgang des Wettbewerbs.,auf,,Er ist gespannt auf den Ausgang des Wettbewerbs.,He is excited about the outcome of the competition.,
943,26,,Er ist verantwortlich _____ die Organisation der Konferenz.,für,,Er ist verantwortlich für die Organisation der Konferenz.,He is responsible for organizing the conference.,
944,26,,Sie ist verantwortlich _____ das gesamte Marketingteam.,für,,Sie ist verantwortlich für das gesamte Marketingteam.,She is responsible for the entire marketing team.,
945,26,,Er ist bekannt _____ seinen Kollegen für seine Zuverlässigkeit.,bei,,Er ist bekannt bei seinen Kollegen für seine Zuverlässigkeit.,He is known by his colleagues for his reliability.,
946,26,,Das Restaurant ist bekannt _____ Touristen für seine gute Küche.,bei,,Das Restaurant ist bekannt bei Touristen für seine gute Küche.,The restaurant is known among tourists for its good cuisine.,
947,26,,Sie ist beliebt _____ ihren Schülern wegen ihrer Geduld.,bei,,Sie ist beliebt bei ihren Schülern wegen ihrer Geduld.,She is popular with her students because of her patience.,
948,26,,Das Hotel ist beliebt _____ Familien wegen seiner Kinderfreundlichkeit.,bei,,Das Hotel ist beliebt bei Familien wegen seiner Kinderfreundlichkeit.,The hotel is popular with families because of its child-friendliness.,
949,26,,Er ist seit Jahren _____ seinem Nachbarn befreundet.,mit,,Er ist seit Jahren mit seinem Nachbarn befreundet.,He has been friends with his neighbor for years.,
950,26,,Sie ist eng _____ ihrer ehemaligen Kollegin befreundet.,mit,,Sie ist eng mit ihrer ehemaligen Kollegin befreundet.,She is close friends with her former colleague.,
951,26,,Er ist seit zehn Jahren _____ seiner Jugendliebe verheiratet.,mit,,Er ist seit zehn Jahren mit seiner Jugendliebe verheiratet.,He has been married to his childhood sweetheart for ten years.,
952,26,,Sie ist glücklich _____ einem Lehrer verheiratet.,mit,,Sie ist glücklich mit einem Lehrer verheiratet.,She is happily married to a teacher.,
953,26,,Ich bin endlich fertig _____ meiner Arbeit.,mit,,Ich bin endlich fertig mit meiner Arbeit.,I am finally finished with my work.,
954,26,,Er ist fertig _____ der Vorbereitung für die Präsentation.,mit,,Er ist fertig mit der Vorbereitung für die Präsentation.,He is finished with the preparation for the presentation.,
955,26,,Sie ist verrückt _____ Schokolade.,nach,,Sie ist verrückt nach Schokolade.,She is crazy about chocolate.,
956,26,,Er ist verrückt _____ alten Autos.,nach,,Er ist verrückt nach alten Autos.,He is crazy about vintage cars.,
957,26,,Ich bin _____ die langen Arbeitszeiten gewöhnt.,an,,Ich bin an die langen Arbeitszeiten gewöhnt.,I am used to the long working hours.,
