exercise,question,answer,german,english,french,case_english,case_french,gender_english,gender_french,person
40,Ich habe _____ wichtigsten Entscheidungen getroffen.,eine der,Ich habe eine der wichtigsten Entscheidungen getroffen.,I made one of the most important decisions.,J’ai pris l’une des décisions les plus importantes.,Accusative,Accusatif,Feminine,Féminin,
40,Ich habe _____ Gäste nicht erkannt.,manche der,Ich habe manche der Gäste nicht erkannt.,I didn’t recognize some of the guests.,Je n’ai pas reconnu certains invités.,Accusative,Accusatif,Plural,Pluriel,
40,Ich habe _____ besten Musiker zugehört.,einem der,Ich habe einem der besten Musiker zugehört.,I listened to one of the best musicians.,J'ai écouté l'un des meilleurs musiciens.,Dative,Datif,Masculine,Masculin,
40,Ich habe mit _____ neuesten Modelle gearbeitet.,einem der,Ich habe mit einem der neuesten Modelle gearbeitet.,I worked with one of the latest models.,J'ai travaillé avec l'un des derniers modèles.,Dative,Datif,Neuter,Neutre,
40,Ich habe mit _____ erfahrensten Mitarbeiterinnen gesprochen.,einer der,Ich habe mit einer der erfahrensten Mitarbeiterinnen gesprochen.,I spoke with one of the most experienced employees.,J'ai parlé avec l'un des employés les plus expérimentés.,Dative,Datif,Feminine,Féminin,
40,Ich habe mit _____ Teilnehmer gesprochen.,manchen der,Ich habe mit manchen der Teilnehmer gesprochen.,I spoke with some of the participants.,J'ai parlé avec certains des participants.,Dative,Datif,Plural,Pluriel,
40,Ich habe den Rat _____ erfahrensten Ärzte befolgt.,eines der,Ich habe den Rat eines der erfahrensten Ärzte befolgt.,I followed the advice of one of the most experienced doctors.,J'ai suivi les conseils d'un des médecins les plus expérimentés.,Genitive,Génitif,Masculine,Masculin,
40,Die Größe _____ modernsten Geräte hat mich beeindruckt.,eines der,Die Größe eines der modernsten Geräte hat mich beeindruckt.,The size of one of the most modern devices impressed me.,La taille de l’un des appareils les plus modernes m’a impressionné.,Genitive,Génitif,Neuter,Neutre,
40,Die Meinung _____ bekanntesten Professorinnen wurde oft zitiert.,einer der,Die Meinung einer der bekanntesten Professorinnen wurde oft zitiert.,The opinion of one of the most renowned professors was often quoted.,L’avis d’un des professeurs les plus renommés a souvent été cité.,Genitive,Génitif,Feminine,Féminin,
40,Die Erwartungen _____ Teilnehmer waren sehr hoch.,mancher der,Die Erwartungen mancher der Teilnehmer waren sehr hoch.,The expectations of some of the participants were very high.,Les attentes de certains participants étaient très élevées.,Genitive,Génitif,Plural,Pluriel,
41,,sämtliche,,"all, every single","tous, chacun des, chacune des",,,Feminine,Féminin,
41,,etliche,,quite a few,"un bon nombre de, plusieurs",,,Feminine,Féminin,
41,,einzelne,,"individual, single","certains, individuels",,,Feminine,Féminin,
41,,verschiedene,,"different, various","différents, plusieurs",,,Feminine,Féminin,
41,,zahlreiche,,numerous,de nombreux,,,Feminine,Féminin,
41,,solche,,"such, such kind of","tel, de tels. ce genre de",,,Feminine,Féminin,
41,,folgende,,"following, subsequent",suivant,,,Feminine,Féminin,
42,_____ Unterlagen müssen bis Freitag eingereicht werden.,Sämtliche,Sämtliche Unterlagen müssen bis Freitag eingereicht werden.,Every single document must be submitted by Friday.,Tous les documents doivent être remis avant vendredi.,,,,,
42,Die Firma hat _____ Mitarbeiter über die Änderungen informiert.,sämtliche,Die Firma hat sämtliche Mitarbeiter über die Änderungen informiert.,The company informed every single employee about the changes.,L'entreprise a informé tous les employés des changements.,,,,,
42,Nach dem Sturm wurden _____ Straßen in der Region gesperrt.,sämtliche,Nach dem Sturm wurden sämtliche Straßen in der Region gesperrt.,"After the storm, every single road in the region were closed.","Après la tempête, toutes les routes de la région ont été fermées.",,,,,
42,_____ Fragen wurden am Ende der Präsentation beantwortet.,Sämtliche,Sämtliche Fragen wurden am Ende der Präsentation beantwortet.,Every single question were answered at the end of the presentation.,Toutes les questions ont été répondues à la fin de la présentation.,,,,,
42,Der neue Sicherheitsstandard gilt für _____ Abteilungen des Unternehmens.,sämtliche,Der neue Sicherheitsstandard gilt für sämtliche Abteilungen des Unternehmens.,The new security standard applies to every single department of the company.,La nouvelle norme de sécurité s'applique à tous les départements de l'entreprise.,,,,,
42,_____ Teilnehmer hatten bereits Erfahrung mit dem Programm.,Etliche,Etliche Teilnehmer hatten bereits Erfahrung mit dem Programm.,Quite a few participants already had experience with the program.,Pas mal de participants avaient déjà de l'expérience avec le programme.,,,,,
42,Wegen des Unwetters wurden _____ Flüge gestrichen.,etliche,Wegen des Unwetters wurden etliche Flüge gestrichen.,Quite a few flights were cancelled because of the storm.,De nombreux vols ont été annulés à cause de la tempête.,,,,,
42,Sie hat _____ Bücher über Geschichte gelesen.,etliche,Sie hat etliche Bücher über Geschichte gelesen.,She has read quite a few books about history.,Elle a lu de nombreux livres sur l'histoire.,,,,,
42,_____ Kunden haben sich über die langen Wartezeiten beschwert.,Etliche,Etliche Kunden haben sich über die langen Wartezeiten beschwert.,Quite a few customers complained about the long waiting times.,De nombreux clients se sont plaints des longs délais d'attente.,,,,,
42,Das Projekt brachte _____ Vorteile für die gesamte Abteilung.,etliche,Das Projekt brachte etliche Vorteile für die gesamte Abteilung.,The project brought quite a few advantages for the entire department.,Le projet a apporté de nombreux avantages à tout le département.,,,,,
42,"_____ Schüler hatten Schwierigkeiten, die Aufgabe zu verstehen.",Einzelne,"Einzelne Schüler hatten Schwierigkeiten, die Aufgabe zu verstehen.",Individual students had difficulty understanding the task.,Certains élèves ont eu des difficultés à comprendre l'exercice.,,,,,
42,Trotz der neuen Regeln machten _____ Autofahrer weiterhin denselben Fehler.,einzelne,Trotz der neuen Regeln machten einzelne Autofahrer weiterhin denselben Fehler.,"Despite the new rules, individual drivers continued to make the same mistake.","Malgré les nouvelles règles, certains automobilistes continuaient à faire la même erreur.",,,,,
42,_____ Mitglieder des Teams arbeiteten auch am Wochenende.,Einzelne,Einzelne Mitglieder des Teams arbeiteten auch am Wochenende.,Individual members of the team also worked over the weekend.,Certains membres de l'équipe ont également travaillé pendant le week-end.,,,,,
42,Der Fehler trat nur bei _____ Geräten auf.,einzelnen,Der Fehler trat nur bei einzelnen Geräten auf.,The error occurred only on individual devices.,L'erreur ne s'est produite que sur certains appareils.,,,,,
42,_____ Fragen konnten während der Sitzung nicht beantwortet werden.,Einzelne,Einzelne Fragen konnten während der Sitzung nicht beantwortet werden.,Some individual questions could not be answered during the meeting.,Certaines questions n'ont pas pu être répondues pendant la réunion.,,,,,
42,_____ Experten kamen zu unterschiedlichen Ergebnissen.,Verschiedene,Verschiedene Experten kamen zu unterschiedlichen Ergebnissen.,Various experts came to different conclusions.,Différents experts sont arrivés à des conclusions différentes.,,,,,
42,Für das Projekt wurden _____ Methoden getestet.,verschiedene,Für das Projekt wurden verschiedene Methoden getestet.,Various methods were tested for the project.,Différentes méthodes ont été testées pour le projet.,,,,,
42,Die Universität bietet _____ Studiengänge im Bereich Informatik an.,verschiedene,Die Universität bietet verschiedene Studiengänge im Bereich Informatik an.,The university offers various degree programs in computer science.,L'université propose différents cursus en informatique.,,,,,
42,"Wir haben _____ Lösungen miteinander verglichen, bevor wir eine Entscheidung getroffen haben.",verschiedene,"Wir haben verschiedene Lösungen miteinander verglichen, bevor wir eine Entscheidung getroffen haben.",We compared various solutions before making a decision.,Nous avons comparé différentes solutions avant de prendre une décision.,,,,,
42,Im Museum werden _____ Kunstwerke aus dem 20. Jahrhundert ausgestellt.,verschiedene,Im Museum werden verschiedene Kunstwerke aus dem 20. Jahrhundert ausgestellt.,Various works of art from the 20th century are exhibited in the museum.,Le musée expose différentes œuvres d'art du XXᵉ siècle.,,,,,
42,_____ Unternehmen investieren inzwischen in künstliche Intelligenz.,Zahlreiche,Zahlreiche Unternehmen investieren inzwischen in künstliche Intelligenz.,Numerous companies are now investing in artificial intelligence.,De nombreuses entreprises investissent désormais dans l'intelligence artificielle.,,,,,
42,Nach dem Konzert erhielten die Musiker _____ Glückwünsche.,zahlreiche,Nach dem Konzert erhielten die Musiker zahlreiche Glückwünsche.,"After the concert, the musicians received numerous congratulations.","Après le concert, les musiciens ont reçu de nombreuses félicitations.",,,,,
42,Die Polizei erhielt _____ Hinweise von Zeugen.,zahlreiche,Die Polizei erhielt zahlreiche Hinweise von Zeugen.,The police received numerous tips from witnesses.,La police a reçu de nombreux témoignages de la part de témoins.,,,,,
42,_____ Besucher nutzten das schöne Wetter für einen Ausflug.,Zahlreiche,Zahlreiche Besucher nutzten das schöne Wetter für einen Ausflug.,Numerous visitors took advantage of the good weather for an outing.,De nombreux visiteurs ont profité du beau temps pour faire une excursion.,,,,,
42,"Der Bericht enthält _____ Beispiele, die die Ergebnisse verdeutlichen.",zahlreiche,"Der Bericht enthält zahlreiche Beispiele, die die Ergebnisse verdeutlichen.",The report contains numerous examples illustrating the findings.,Le rapport contient de nombreux exemples qui illustrent les résultats.,,,,,
42,_____ Probleme lassen sich oft durch eine bessere Planung vermeiden.,Solche,Solche Probleme lassen sich oft durch eine bessere Planung vermeiden.,Such problems can often be avoided through better planning.,De tels problèmes peuvent souvent être évités grâce à une meilleure planification.,,,,,
42,_____ Entscheidungen sollten nicht unter Zeitdruck getroffen werden.,Solche,Solche Entscheidungen sollten nicht unter Zeitdruck getroffen werden.,Such decisions should not be made under time pressure.,De telles décisions ne devraient pas être prises sous la pression du temps.,,,,,
42,Ich habe _____ Bücher schon als Kind gern gelesen.,solche,Ich habe solche Bücher schon als Kind gern gelesen.,I already enjoyed reading such books as a child.,J'aimais déjà lire ce genre de livres quand j'étais enfant.,,,,,
42,"_____ Situationen kommen im Berufsleben häufiger vor, als man denkt.",Solche,"Solche Situationen kommen im Berufsleben häufiger vor, als man denkt.",Such situations occur more often in professional life than one might think.,De telles situations sont plus fréquentes dans la vie professionnelle qu'on ne le pense.,,,,,
42,Niemand hätte mit _____ Reaktionen gerechnet.,solchen,Niemand hätte mit solchen Reaktionen gerechnet.,Nobody had expected such reactions.,Personne ne s'attendait à de telles réactions.,,,,,
42,_____ Punkte werden in der heutigen Sitzung besprochen.,Folgende,Folgende Punkte werden in der heutigen Sitzung besprochen.,The following points will be discussed in today's meeting.,Les points suivants seront abordés lors de la réunion d'aujourd'hui.,,,,,
42,Bitte bringen Sie _____ Unterlagen zum Termin mit.,folgende,Bitte bringen Sie folgende Unterlagen zum Termin mit.,Please bring the following documents to the appointment.,Veuillez apporter les documents suivants au rendez-vous.,,,,,
42,Der Bericht enthält _____ Empfehlungen für die Geschäftsleitung.,folgende,Der Bericht enthält folgende Empfehlungen für die Geschäftsleitung.,The report contains the following recommendations for the management.,Le rapport contient les recommandations suivantes à l'intention de la direction.,,,,,
42,Für die Anmeldung benötigen wir _____ Informationen.,folgende,Für die Anmeldung benötigen wir folgende Informationen.,We require the following information for the registration.,Nous avons besoin des informations suivantes pour l'inscription.,,,,,
42,Der Professor stellte _____ Frage an die Studierenden: „Wie lässt sich dieses Ergebnis erklären?“,folgende,Der Professor stellte folgende Frage an die Studierenden: „Wie lässt sich dieses Ergebnis erklären?“,"The professor asked the students the following question: ""How can this result be explained?""",Le professeur a posé la question suivante aux étudiants : « Comment peut-on expliquer ce résultat ? »,,,,,
43,"Der Redner, _____ erfahrener Journalist, erklärte die Hintergründe der Krise.",ein,"Der Redner, ein erfahrener Journalist, erklärte die Hintergründe der Krise.","The speaker, an experienced journalist, explained the background of the crisis.","L’orateur, un journaliste expérimenté, a expliqué le contexte de la crise.",Nominative,Nominatif,Masculine,Masculin,ein
43,"Der Präsident, _____ langjähriger Politiker, versprach schnelle Reformen.",ein,"Der Präsident, ein langjähriger Politiker, versprach schnelle Reformen.","The president, a long-time politician, promised quick reforms.","Le président, un homme politique de longue date, a promis des réformes rapides.",Nominative,Nominatif,Masculine,Masculin,ein
43,"Das Konzept, _____ ursprüngliches Modell, muss noch einmal überarbeitet werden.",unser,"Das Konzept, unser ursprüngliches Modell, muss noch einmal überarbeitet werden.","The concept, our original model, needs to be revised again.","Le concept, notre modèle original, doit encore être révisé.",Nominative,Nominatif,Neuter,Neutre,unser
43,"Das Dokument, _____ vertrauliches Schreiben, wurde gestern veröffentlicht.",ein,"Das Dokument, ein vertrauliches Schreiben, wurde gestern veröffentlicht.","The document, a confidential letter, was published yesterday.","Le document, une lettre confidentielle, a été publié hier.",Nominative,Nominatif,Neuter,Neutre,ein
43,"Das Ereignis, _____ seltene Naturphänomen, zog viele Besucher an.",jenes,"Das Ereignis, jenes seltene Naturphänomen, zog viele Besucher an.","The event, that rare natural phenomenon, attracted many visitors.","L’événement, ce rare phénomène naturel, a attiré de nombreux visiteurs.",Nominative,Nominatif,Neuter,Neutre,jene
43,"Die Sprecherin, _____ renommierte Expertin, erläuterte die neuen Richtlinien.",eine,"Die Sprecherin, eine renommierte Expertin, erläuterte die neuen Richtlinien.","The spokesperson, a renowned expert, explained the new guidelines.","La porte-parole, une experte renommée, a expliqué les nouvelles directives.",Nominative,Nominatif,Feminine,Féminin,ein
43,"Die Lehrerin, _____ ehemalige Mentorin, unterstützte das Projekt von Anfang an.",meine,"Die Lehrerin, meine ehemalige Mentorin, unterstützte das Projekt von Anfang an.","The teacher, my former mentor, supported the project from the very beginning.","L’enseignante, mon ancienne mentore, a soutenu le projet dès le début.",Nominative,Nominatif,Feminine,Féminin,mein
43,"Diese Ergebnisse, _____ wichtigen Indikatoren, verändern die aktuelle Debatte.",die,"Diese Ergebnisse, die wichtigen Indikatoren, verändern die aktuelle Debatte.","These results, the important indicators, are changing the current debate.","Ces résultats, les indicateurs importants, changent le débat actuel.",Nominative,Nominatif,Plural,Pluriel,der/die/das
43,"Die Kinder, _____ kleinen Entdecker, stellen ununterbrochen Fragen.",die,"Die Kinder, die kleinen Entdecker, stellen ununterbrochen Fragen.","The children, the little explorers, ask questions nonstop.","Les enfants, les petits explorateurs, posent des questions sans arrêt.",Nominative,Nominatif,Plural,Pluriel,der/die/das
43,"Die Gäste, _____ langjährigen Unterstützer, wurden feierlich begrüßt.",die,"Die Gäste, die langjährigen Unterstützer, wurden feierlich begrüßt.","The guests, the long-time supporters, were welcomed ceremonially.","Les invités, les soutiens de longue date, ont été accueillis solennellement.",Nominative,Nominatif,Plural,Pluriel,der/die/das
43,"Wir haben den Kandidaten, _____ erfahrenen Anwalt, für das Projekt ausgewählt.",einen,"Wir haben den Kandidaten, einen erfahrenen Anwalt, für das Projekt ausgewählt.","We selected the candidate, an experienced lawyer, for the project.","Nous avons choisi le candidat, un avocat expérimenté, pour le projet.",Accusative,Accusatif,Masculine,Masculin,ein
43,"Sie traf den Professor, _____ bekannten Historiker, nach der Vorlesung.",diesen,"Sie traf den Professor, diesen bekannten Historiker, nach der Vorlesung.","She met the professor, this well-known historian, after the lecture.","Elle a rencontré le professeur, cet historien connu, après le cours.",Accusative,Accusatif,Masculine,Masculin,diese
43,"Er bearbeitete das Dokument, _____ internes Protokoll, bis spät am Abend.",unser,"Er bearbeitete das Dokument, unser internes Protokoll, bis spät am Abend.","He edited the document, our internal protocol, until late in the evening.","Il a modifié le document, notre protocole interne, jusqu’à tard le soir.",Accusative,Accusatif,Neuter,Neutre,unser
43,"Das Team analysierte das Konzept, _____ neues Arbeitsmodell, gemeinsam im Meeting.",ein,"Das Team analysierte das Konzept, ein neues Arbeitsmodell, gemeinsam im Meeting.","The team analysed the concept, a new working model, together in the meeting.","L’équipe a analysé le concept, un nouveau modèle de travail, ensemble pendant la réunion.",Accusative,Accusatif,Neuter,Neutre,ein
43,"Wir müssen das Formular, _____ offizielle Schreiben, noch unterschreiben.",jenes,"Wir müssen das Formular, jenes offizielle Schreiben, noch unterschreiben.","We still need to sign the form, that official document.","Nous devons encore signer le formulaire, ce document officiel.",Accusative,Accusatif,Neuter,Neutre,jene
43,"Wir haben die Leiterin, _____ erfahrene Managerin, zu dem Treffen eingeladen.",eine,"Wir haben die Leiterin, eine erfahrene Managerin, zu dem Treffen eingeladen.","We invited the director, an experienced manager, to the meeting.","Nous avons invité la directrice, une manageuse expérimentée, à la réunion.",Accusative,Accusatif,Feminine,Féminin,ein
43,"Er traf die Forscherin, _____ engagierte Wissenschaftlerin, im Labor.",diese,"Er traf die Forscherin, diese engagierte Wissenschaftlerin, im Labor.","He met the researcher, this dedicated scientist, in the laboratory.","Il a rencontré la chercheuse, cette scientifique engagée, dans le laboratoire.",Accusative,Accusatif,Feminine,Féminin,diese
43,"Das Unternehmen unterstützt die Mitarbeitenden, _____ wichtigsten Kräfte, mit Fortbildungen.",unsere,"Das Unternehmen unterstützt die Mitarbeitenden, unsere wichtigsten Kräfte, mit Fortbildungen.","The company supports the employees, our most important workforce, with training courses.","L’entreprise soutient les employés, nos forces les plus essentielles, grâce à des formations.",Accusative,Accusatif,Plural,Pluriel,unser
43,"Die Redaktion interviewte die Künstler, _____ jungen Talente, für den neuen Artikel.",jene,"Die Redaktion interviewte die Künstler, jene jungen Talente, für den neuen Artikel.","The editorial team interviewed the artists, those young talents, for the new article.","La rédaction a interviewé les artistes, ces jeunes talents, pour le nouvel article.",Accusative,Accusatif,Plural,Pluriel,jene
43,"Wir kennen die Ergebnisse, _____ relevante Indikatoren, schon seit letzter Woche.",viele,"Wir kennen die Ergebnisse, viele relevante Indikatoren, schon seit letzter Woche.","We have known the results, many relevant indicators, since last week.","Nous connaissons les résultats, de nombreux indicateurs pertinents, depuis la semaine dernière.",Accusative,Accusatif,Plural,Pluriel,viele
43,"Wir haben dem Studenten, _____ talentierten Anfänger, zusätzliche Unterstützung angeboten.",einem,"Wir haben dem Studenten, einem talentierten Anfänger, zusätzliche Unterstützung angeboten.","We offered the student, a talented beginner, additional support.","Nous avons offert à l’étudiant, un débutant talentueux, un soutien supplémentaire.",Dative,Datif,Masculine,Masculin,ein
43,"Sie half dem Patienten, _____ älteren Herrn, beim Ausfüllen der Formulare.",diesem,"Sie half dem Patienten, diesem älteren Herrn, beim Ausfüllen der Formulare.","She helped the patient, this elderly gentleman, with filling out the forms.","Elle a aidé le patient, ce monsieur âgé, à remplir les formulaires.",Dative,Datif,Masculine,Masculin,diese
43,"Er folgte dem Konzept, _____ ursprünglichen Modell, ohne große Änderungen.",unserem,"Er folgte dem Konzept, unserem ursprünglichen Modell, ohne große Änderungen.","He followed the concept, our original model, without major changes.","Il a suivi le concept, notre modèle initial, sans grands changements.",Dative,Datif,Neuter,Neutre,unser
43,"Das Team passte sich dem Ereignis, _____ seltenen Naturphänomen, flexibel an.",einem,"Das Team passte sich dem Ereignis, einem seltenen Naturphänomen, flexibel an.","The team adapted flexibly to the event, a rare natural phenomenon.","L’équipe s’est adaptée avec flexibilité à l’événement, un phénomène naturel rare.",Dative,Datif,Neuter,Neutre,ein
43,"Wir widmen dem Dokument, _____ offiziellen Schreiben, ein eigenes Kapitel.",jenem,"Wir widmen dem Dokument, jenem offiziellen Schreiben, ein eigenes Kapitel.","We dedicate a separate chapter to the document, that official letter.","Nous consacrons un chapitre séparé au document, cette lettre officielle.",Dative,Datif,Neuter,Neutre,jene
43,"Wir haben der Leiterin, _____ erfahrenen Managerin, die Verantwortung übertragen.",einer,"Wir haben der Leiterin, einer erfahrenen Managerin, die Verantwortung übertragen.","We assigned the responsibility to the director, an experienced manager.","Nous avons confié la responsabilité à la directrice, une manageuse expérimentée.",Dative,Datif,Feminine,Féminin,ein
43,"Das Team half der Forscherin, _____ engagierten Wissenschaftlerin, bei ihrer Analyse.",dieser,"Das Team half der Forscherin, dieser engagierten Wissenschaftlerin, bei ihrer Analyse.","The team helped the researcher, this dedicated scientist, with her analysis.","L’équipe a aidé la chercheuse, cette scientifique engagée, dans son analyse.",Dative,Datif,Feminine,Féminin,diese
43,"Sie erklärte den Kindern, _____ neugierigen kleinen Entdeckern, die Aufgabe noch einmal.",diesen,"Sie erklärte den Kindern, diesen neugierigen kleinen Entdeckern, die Aufgabe noch einmal.","She explained the task again to the children, these curious little explorers,","Elle a réexpliqué la tâche aux enfants, ces petits explorateurs curieux,",Dative,Datif,Plural,Pluriel,diese
43,"Wir danken den Gästen, _____ langjährigen Unterstützern, für ihre Hilfe.",jenen,"Wir danken den Gästen, jenen langjährigen Unterstützern, für ihre Hilfe.","We thank the guests, those long-time supporters, for their help.","Nous remercions les invités, ces soutiens de longue date, pour leur aide.",Dative,Datif,Plural,Pluriel,jene
43,"Die Trainerin gratulierte den Spielerinnen, _____ jungen Talenten, zu ihrem Erfolg.",einigen,"Die Trainerin gratulierte den Spielerinnen, einigen jungen Talenten, zu ihrem Erfolg.","The coach congratulated the players, some young talents, on their success.","L’entraîneuse a félicité les joueuses, quelques jeunes talents, pour leur succès.",Dative,Datif,Plural,Pluriel,einige
43,"Die Entscheidung des Direktors, _____ erfahrenen Verhandlungsführers, war für alle überraschend.",eines,"Die Entscheidung des Direktors, eines erfahrenen Verhandlungsführers, war für alle überraschend.","The decision of the director, an experienced negotiator, was surprising for everyone.","La décision du directeur, un négociateur expérimenté, a surpris tout le monde.",Genitive,Génitif,Masculine,Masculin,ein
43,"Die Analyse des Beraters, _____ anerkannten Experten, wurde im Bericht zitiert.",dieses,"Die Analyse des Beraters, dieses anerkannten Experten, wurde im Bericht zitiert.","The analysis of the consultant, this recognised expert, was quoted in the report.","L’analyse du consultant, cet expert reconnu, a été citée dans le rapport.",Genitive,Génitif,Masculine,Masculin,diese
43,"Die Revision des Konzepts, _____ ursprünglichen Modells, war notwendig.",unseres,"Die Revision des Konzepts, unseres ursprünglichen Modells, war notwendig.","The revision of the concept, our original model, was necessary.","La révision du concept, notre modèle initial, était nécessaire.",Genitive,Génitif,Neuter,Neutre,unser
43,"Die Dokumentation des Ereignisses, _____ seltenen Naturphänomens, erfordert große Sorgfalt.",jenes,"Die Dokumentation des Ereignisses, jenes seltenen Naturphänomens, erfordert große Sorgfalt.","The documentation of the event, that rare natural phenomenon, requires great care.","La documentation de l’événement, ce rare phénomène naturel, demande beaucoup de soin.",Genitive,Génitif,Neuter,Neutre,jene
43,"Die Analyse des Dokuments, _____ offiziellen Schreibens, dauerte mehrere Stunden.",eines,"Die Analyse des Dokuments, eines offiziellen Schreibens, dauerte mehrere Stunden.","The analysis of the document, an official letter, took several hours.","L’analyse du document, une lettre officielle, a duré plusieurs heures.",Genitive,Génitif,Neuter,Neutre,ein
43,"Die Entscheidung der Leiterin, _____ erfahrenen Managerin, beeinflusste das gesamte Projekt.",einer,"Die Entscheidung der Leiterin, einer erfahrenen Managerin, beeinflusste das gesamte Projekt.","The decision of the director, an experienced manager, influenced the entire project.","La décision de la directrice, une manageuse expérimentée, a influencé tout le projet.",Genitive,Génitif,Feminine,Féminin,ein
43,"Die Forschung der Professorin, _____ anerkannten Expertin, wurde international gelobt.",dieser,"Die Forschung der Professorin, dieser anerkannten Expertin, wurde international gelobt.","The research of the professor, this renowned expert, was praised internationally.","Les recherches de la professeure, cette experte reconnue, ont été saluées à l’international.",Genitive,Génitif,Feminine,Féminin,diese
43,"Die Vorschläge der Expertinnen, _____ erfahrensten Spezialistinnen, verbesserten den Bericht deutlich.",unserer,"Die Vorschläge der Expertinnen, unserer erfahrensten Spezialistinnen, verbesserten den Bericht deutlich.","The proposals of the experts, our most experienced specialists, improved the report significantly.","Les propositions des expertes, nos spécialistes les plus expérimentées, ont nettement amélioré le rapport.",Genitive,Génitif,Plural,Pluriel,unser
43,"Die Ergebnisse der Studien, _____ wichtigen Untersuchungen, wurden gestern veröffentlicht.",jener,"Die Ergebnisse der Studien, jener wichtigen Untersuchungen, wurden gestern veröffentlicht.","The results of the studies, those important investigations, were published yesterday.","Les résultats des études, ces recherches importantes, ont été publiés hier.",Genitive,Génitif,Plural,Pluriel,jene
43,"Die Reaktionen der Zuschauer, _____ junger Talente, überraschten das Organisationsteam.",einiger,"Die Reaktionen der Zuschauer, einiger junger Talente, überraschten das Organisationsteam.","The reactions of the spectators, some young talents, surprised the organising team.","Les réactions des spectateurs, quelques jeunes talents, ont surpris l’équipe d’organisation.",Genitive,Génitif,Plural,Pluriel,einige
44,"Der Zeuge, _____ vorbeigehender Passant, beschrieb den Unfall sehr genau.",ein,"Der Zeuge, ein vorbeigehender Passant, beschrieb den Unfall sehr genau.","The witness, a passer-by, described the accident in great detail.","Le témoin, un passant, a décrit l’accident avec beaucoup de précision.",Nominative,Nominatif,Masculine,Masculin,ein
44,"Der Forscher, _____ führender Experte, warnte vor den möglichen Folgen.",ein,"Der Forscher, ein führender Experte, warnte vor den möglichen Folgen.","The researcher, a leading expert, warned about the possible consequences.","Le chercheur, un expert de premier plan, a mis en garde contre les conséquences possibles.",Nominative,Nominatif,Masculine,Masculin,ein
44,"Der Autor, _____ bekannter Schriftsteller, arbeitet an einem neuen Roman.",ein,"Der Autor, ein bekannter Schriftsteller, arbeitet an einem neuen Roman.","The author, a well-known writer, is working on a new novel.","L’auteur, un écrivain connu, travaille sur un nouveau roman.",Nominative,Nominatif,Masculine,Masculin,ein
44,"Das Projekt, _____ langfristiges Vorhaben, wird nächstes Jahr gestartet.",ein,"Das Projekt, ein langfristiges Vorhaben, wird nächstes Jahr gestartet.","The project, a long-term undertaking, will start next year.","Le projet, une initiative à long terme, commencera l’an prochain.",Nominative,Nominatif,Neuter,Neutre,ein
44,"Das Ergebnis, _____ überraschende Signal, veränderte die ganze Diskussion.",dieses,"Das Ergebnis, dieses überraschende Signal, veränderte die ganze Diskussion.","The result, this surprising signal, changed the whole discussion.","Le résultat, ce signal surprenant, a changé toute la discussion.",Nominative,Nominatif,Neuter,Neutre,diese
44,"Die Forscherin, _____ engagierte Wissenschaftlerin, präsentierte die Ergebnisse.",diese,"Die Forscherin, diese engagierte Wissenschaftlerin, präsentierte die Ergebnisse.","The researcher, this dedicated scientist, presented the results.","La chercheuse, cette scientifique engagée, a présenté les résultats.",Nominative,Nominatif,Feminine,Féminin,diese
44,"Die Kandidatin, _____ überzeugende Rednerin, gewann schnell die Aufmerksamkeit des Publikums.",eine,"Die Kandidatin, eine überzeugende Rednerin, gewann schnell die Aufmerksamkeit des Publikums.","The candidate, a persuasive speaker, quickly gained the audience’s attention.","La candidate, une oratrice persuasive, a rapidement capté l’attention du public.",Nominative,Nominatif,Feminine,Féminin,ein
44,"Die Organisatorin, _____ Hauptverantwortliche, koordinierte alle Aufgaben.",unsere,"Die Organisatorin, unsere Hauptverantwortliche, koordinierte alle Aufgaben.","The organizer, our person in charge, coordinated all tasks.","L’organisatrice, notre responsable principale, a coordonné toutes les tâches.",Nominative,Nominatif,Feminine,Féminin,unser
44,"Die Teilnehmer, _____ erfahrenen Spezialisten, beginnen heute das Seminar.",die,"Die Teilnehmer, die erfahrenen Spezialisten, beginnen heute das Seminar.","The participants, the experienced specialists, are starting the seminar today.","Les participants, les spécialistes expérimentés, commencent aujourd’hui le séminaire.",Nominative,Nominatif,Plural,Pluriel,der/die/das
44,"Unsere Freunde, _____ treuen Begleiter, unterstützen uns bei jedem Projekt.",die,"Unsere Freunde, die treuen Begleiter, unterstützen uns bei jedem Projekt.","Our friends, the loyal companions, support us in every project.","Nos amis, les compagnons fidèles, nous soutiennent dans chaque projet.",Nominative,Nominatif,Plural,Pluriel,der/die/das
44,"Ich habe den Autor, _____ wichtigsten Gesprächspartner, schon informiert.",unseren,"Ich habe den Autor, unseren wichtigsten Gesprächspartner, schon informiert.","I have already informed the author, our most important interlocutor.","J’ai déjà informé l’auteur, notre interlocuteur principal.",Accusative,Accusatif,Masculine,Masculin,unser
44,"Die Studierenden besuchten den Redner, _____ charismatischen Aktivisten, in seinem Büro.",einen,"Die Studierenden besuchten den Redner, einen charismatischen Aktivisten, in seinem Büro.","The students visited the speaker, a charismatic activist, in his office.","Les étudiants ont rendu visite à l’orateur, un activiste charismatique, dans son bureau.",Accusative,Accusatif,Masculine,Masculin,ein
