Nr,level,question,answer,german,english,type
657,8,Das kleine Unternehmen hat sich _____ zu einer großen Firma entwickelt.,inzwischen,Das kleine Unternehmen hat sich inzwischen zu einer großen Firma entwickelt.,The small company has since developed into a large business.,
658,8,"Er hatte anfangs Schwierigkeiten, aber _____ versteht er die Grammatik viel besser.",inzwischen,"Er hatte anfangs Schwierigkeiten, aber inzwischen versteht er die Grammatik viel besser.","He had difficulties at first, but by now, he understands the grammar much better.",
659,8,"Sie können mich _____ anrufen, wenn Sie Fragen haben.",jederzeit,"Sie können mich jederzeit anrufen, wenn Sie Fragen haben.",You can call me anytime if you have questions.,
660,8,"Unsere Webseite ist _____ verfügbar, auch am Wochenende.",jederzeit,"Unsere Webseite ist jederzeit verfügbar, auch am Wochenende.","Our website is available anytime, even on weekends.",
661,8,"Er ist _____ bereit zu helfen, wenn jemand Unterstützung braucht.",jederzeit,"Er ist jederzeit bereit zu helfen, wenn jemand Unterstützung braucht.",He is always ready to help if someone needs support.,
662,8,Der Zugang zum Fitnessstudio ist für Mitglieder _____ möglich.,jederzeit,Der Zugang zum Fitnessstudio ist für Mitglieder jederzeit möglich.,Access to the gym is possible for members at any time.,
663,8,"Ich bin _____ bereit, neue Herausforderungen anzunehmen.",jederzeit,"Ich bin jederzeit bereit, neue Herausforderungen anzunehmen.",I am always ready to take on new challenges.,
664,8,"Es hat geregnet, aber wir hatten _____ eine gute Zeit.",jedenfalls,"Es hat geregnet, aber wir hatten jedenfalls eine gute Zeit.","It rained, but we had a good time in any case.",
665,8,"Er hat sich nicht gemeldet, _____ habe ich nichts von ihm gehört.",jedenfalls,"Er hat sich nicht gemeldet, jedenfalls habe ich nichts von ihm gehört.","He hasn’t contacted me, at any rate, I haven’t heard from him.",
666,8,"Ich bin mir nicht sicher, ob das die beste Lösung ist, aber es ist _____ eine Möglichkeit.",jedenfalls,"Ich bin mir nicht sicher, ob das die beste Lösung ist, aber es ist jedenfalls eine Möglichkeit.","I’m not sure if this is the best solution, but it’s a possibility at least.",
667,8,"Das Experiment war nicht erfolgreich, _____ nicht nach unseren Erwartungen.",jedenfalls,"Das Experiment war nicht erfolgreich, jedenfalls nicht nach unseren Erwartungen.","The experiment was not successful, at least not according to our expectations.",
668,8,"Er kommt vielleicht später, _____ hat er das gesagt.",jedenfalls,"Er kommt vielleicht später, jedenfalls hat er das gesagt.","He might come later, at any rate, that’s what he said.",
669,8,Er ist _____ talentiert wie sein Bruder.,ebenso,Er ist ebenso talentiert wie sein Bruder.,He is just as talented as his brother.,
670,8,Die neuen Regeln betreffen _____ die Mitarbeiter wie die Kunden.,ebenso,Die neuen Regeln betreffen ebenso die Mitarbeiter wie die Kunden.,The new rules affect both the employees and the customers equally.,
671,8,Das Design ist _____ wichtig wie die Funktionalität.,ebenso,Das Design ist ebenso wichtig wie die Funktionalität.,The design is just as important as the functionality.,
672,8,"Er war müde, aber _____ glücklich über den Erfolg.",ebenso,"Er war müde, aber ebenso glücklich über den Erfolg.",He was tired but equally happy about the success.,
673,8,Die Stadt ist _____ historisch wie modern.,ebenso,Die Stadt ist ebenso historisch wie modern.,The city is both historical and modern at the same time.,
674,8,"Du musst dir keine Sorgen machen, es wäre _____ passiert.",sowieso,"Du musst dir keine Sorgen machen, es wäre sowieso passiert.","You don't have to worry, it would have happened anyway.",
675,8,"Ich gehe nicht ins Kino, ich habe den Film _____ schon gesehen.",sowieso,"Ich gehe nicht ins Kino, ich habe den Film sowieso schon gesehen.",I'm not going to the cinema; I've already seen the movie anyway.,
676,8,"Es regnet den ganzen Tag, also bleiben wir _____ zu Hause.",sowieso,"Es regnet den ganzen Tag, also bleiben wir sowieso zu Hause.","It's raining all day, so we're staying home anyway.",
677,8,"Ich hätte das Angebot nicht angenommen, es war _____ nicht interessant.",sowieso,"Ich hätte das Angebot nicht angenommen, es war sowieso nicht interessant.",I wouldn't have accepted the offer; it wasn't interesting anyway.,
678,8,"Ob du kommst oder nicht, wir feiern die Party _____.",sowieso,"Ob du kommst oder nicht, wir feiern die Party sowieso.","Whether you come or not, we're having the party anyway.",
679,8,"Es hat geregnet, aber _____ war es nicht kalt.",immerhin,"Es hat geregnet, aber immerhin war es nicht kalt.","It rained, but at least it wasn’t cold.",
680,8,"Er hat die Prüfung nicht bestanden, aber _____ hat er es versucht.",immerhin,"Er hat die Prüfung nicht bestanden, aber immerhin hat er es versucht.","He didn’t pass the exam, but at least he tried.",
681,8,"Wir sind zwar spät angekommen, aber _____ haben wir den letzten Zug erwischt.",immerhin,"Wir sind zwar spät angekommen, aber immerhin haben wir den letzten Zug erwischt.","We arrived late, but at least we caught the last train.",
682,8,"Das Essen war teuer, aber _____ hat es gut geschmeckt.",immerhin,"Das Essen war teuer, aber immerhin hat es gut geschmeckt.","The food was expensive, but at least it tasted good.",
683,8,"Sie hat den Job nicht bekommen, aber _____ eine Einladung zum nächsten Bewerbungsgespräch.",immerhin,"Sie hat den Job nicht bekommen, aber immerhin eine Einladung zum nächsten Bewerbungsgespräch.","She didn’t get the job, but at least she got an invitation for the next interview.",
684,8,"Er wird _____ zu spät kommen, weil er den Bus verpasst hat.",vermutlich,"Er wird vermutlich zu spät kommen, weil er den Bus verpasst hat.",He will probably be late because he missed the bus.,
685,8,"Das Konzert wird _____ ausverkauft sein, also sollten wir früh Tickets kaufen.",vermutlich,"Das Konzert wird vermutlich ausverkauft sein, also sollten wir früh Tickets kaufen.","The concert will probably be sold out, so we should buy tickets early.",
686,8,"_____ hat sie die Nachricht nicht gelesen, deshalb hat sie nicht geantwortet.",Vermutlich,"Vermutlich hat sie die Nachricht nicht gelesen, deshalb hat sie nicht geantwortet.","She probably hasn’t read the message, that’s why she hasn’t replied.",
687,8,"Es wird _____ morgen regnen, also nehmen wir lieber einen Regenschirm mit.",vermutlich,"Es wird vermutlich morgen regnen, also nehmen wir lieber einen Regenschirm mit.","It will probably rain tomorrow, so we better take an umbrella.",
688,8,_____ wird die Firma in den nächsten Jahren weiter wachsen.,Vermutlich,Vermutlich wird die Firma in den nächsten Jahren weiter wachsen.,The company will probably continue to grow in the coming years.,
689,8,"Du solltest _____ früh ankommen, um einen guten Platz zu bekommen.",möglichst,"Du solltest möglichst früh ankommen, um einen guten Platz zu bekommen.",You should arrive as early as possible to get a good seat.,
690,8,Wir wollen die Aufgabe _____ schnell erledigen.,möglichst,Wir wollen die Aufgabe möglichst schnell erledigen.,We want to complete the task as quickly as possible.,
691,8,"Versuche, den Text _____ genau zu übersetzen.",möglichst,"Versuche, den Text möglichst genau zu übersetzen.",Try to translate the text as accurately as possible.,
692,8,Er möchte _____ wenig Geld für das Auto ausgeben.,möglichst,Er möchte möglichst wenig Geld für das Auto ausgeben.,He wants to spend as little money as possible on the car.,
693,8,Möglichst viele Teilnehmer sollten an der Umfrage teilnehmen.,möglichst,Möglichst viele Teilnehmer sollten an der Umfrage teilnehmen.,As many participants as possible should take part in the survey.,
694,8,Die Teilnehmer erhalten _____ ein Zertifikat nach Abschluss des Kurses.,jeweils,Die Teilnehmer erhalten jeweils ein Zertifikat nach Abschluss des Kurses.,The participants each receive a certificate after completing the course.,
695,8,"Es gibt drei Gruppen, und _____ eine Gruppe arbeitet an einem anderen Projekt.",jeweils,"Es gibt drei Gruppen, und jeweils eine Gruppe arbeitet an einem anderen Projekt.","There are three groups, and each group works on a different project.",
696,8,Die Prüfungen finden _____ am Montag und Mittwoch statt.,jeweils,Die Prüfungen finden jeweils am Montag und Mittwoch statt.,"The exams take place on Monday and Wednesday, respectively.",
697,8,Jeder Kunde kann _____ nur ein Produkt kostenlos testen.,jeweils,Jeder Kunde kann jeweils nur ein Produkt kostenlos testen.,Each customer can test only one product for free.,
698,8,Die Züge fahren _____ alle 30 Minuten vom Hauptbahnhof ab.,jeweils,Die Züge fahren jeweils alle 30 Minuten vom Hauptbahnhof ab.,The trains depart from the main station every 30 minutes.,
699,8,Es waren _____ 200 Gäste auf der Veranstaltung.,insgesamt,Es waren insgesamt 200 Gäste auf der Veranstaltung.,There were a total of 200 guests at the event.,
700,8,Das Projekt hat _____ drei Monate gedauert.,insgesamt,Das Projekt hat insgesamt drei Monate gedauert.,The project took a total of three months.,
701,8,Insgesamt bin ich mit dem Ergebnis sehr zufrieden.,insgesamt,Insgesamt bin ich mit dem Ergebnis sehr zufrieden.,"Overall, I am very satisfied with the result.",
702,8,Er hat _____ fünf Prüfungen bestanden.,insgesamt,Er hat insgesamt fünf Prüfungen bestanden.,He passed a total of five exams.,
703,8,_____ betrachtet war das ein sehr erfolgreiches Jahr für uns.,Insgesamt,Insgesamt betrachtet war das ein sehr erfolgreiches Jahr für uns.,"All in all, this was a very successful year for us.",
704,8,_____ möchte ich eine Weltreise machen.,Irgendwann,Irgendwann möchte ich eine Weltreise machen.,"Someday, I want to travel around the world.",
705,8,"Er hat mir gesagt, dass er mich _____ besuchen wird.",irgendwann,"Er hat mir gesagt, dass er mich irgendwann besuchen wird.",He told me that he will visit me sometime.,
706,8,"_____ muss man eine Entscheidung treffen, auch wenn es schwerfällt.",Irgendwann,"Irgendwann muss man eine Entscheidung treffen, auch wenn es schwerfällt.","At some point, you have to make a decision, even if it's difficult.",
707,8,"Wenn du dranbleibst, wirst du dein Ziel _____ erreichen.",irgendwann,"Wenn du dranbleibst, wirst du dein Ziel irgendwann erreichen.","If you keep going, you will reach your goal someday.",
708,8,"Ich habe das Buch _____ letztes Jahr gelesen, aber ich erinnere mich kaum daran.",irgendwann,"Ich habe das Buch irgendwann letztes Jahr gelesen, aber ich erinnere mich kaum daran.","I read the book sometime last year, but I barely remember it.",
709,8,Dieses Angebot gilt _____ für neue Kunden.,ausschließlich,Dieses Angebot gilt ausschließlich für neue Kunden.,This offer is exclusively for new customers.,
710,8,Er ernährt sich _____ von biologischen Lebensmitteln.,ausschließlich,Er ernährt sich ausschließlich von biologischen Lebensmitteln.,He eats only organic food.,
711,8,Die Parkplätze sind _____ für Mitarbeiter reserviert.,ausschließlich,Die Parkplätze sind ausschließlich für Mitarbeiter reserviert.,The parking spaces are reserved exclusively for employees.,
712,8,Der Zugang zum VIP-Bereich ist _____ mit einer speziellen Karte möglich.,ausschließlich,Der Zugang zum VIP-Bereich ist ausschließlich mit einer speziellen Karte möglich.,Access to the VIP area is only possible with a special card.,
713,8,Dieses Produkt wird _____ in Deutschland hergestellt.,ausschließlich,Dieses Produkt wird ausschließlich in Deutschland hergestellt.,This product is manufactured exclusively in Germany.,
714,8,"Ich habe mein Handy verloren, aber ich werde es _____ wiederfinden.",irgendwie,"Ich habe mein Handy verloren, aber ich werde es irgendwie wiederfinden.","I lost my phone, but I will find it somehow.",
715,8,"Er hat keine Erfahrung, aber _____ schafft er es immer, gute Arbeit zu leisten.",irgendwie,"Er hat keine Erfahrung, aber irgendwie schafft er es immer, gute Arbeit zu leisten.","He has no experience, but somehow he always manages to do a good job.",
716,8,"Ich habe keine Ahnung, wie ich das Problem lösen soll, aber _____ werde ich es schaffen.",irgendwie,"Ich habe keine Ahnung, wie ich das Problem lösen soll, aber irgendwie werde ich es schaffen.","I have no idea how to solve the problem, but somehow I will manage.",
717,8,"Der Plan klingt kompliziert, aber wir müssen es _____ ausprobieren.",irgendwie,"Der Plan klingt kompliziert, aber wir müssen es irgendwie ausprobieren.","The plan sounds complicated, but we have to try it somehow.",
718,8,"Ich fühle mich heute _____ müde, obwohl ich genug geschlafen habe.",irgendwie,"Ich fühle mich heute irgendwie müde, obwohl ich genug geschlafen habe.","I feel somehow tired today, even though I slept enough.",
719,8,Die neuen Regeln sind _____ identisch mit den alten.,nahezu,Die neuen Regeln sind nahezu identisch mit den alten.,The new rules are almost identical to the old ones.,
720,8,Er hat _____ alle Fragen in der Prüfung richtig beantwortet.,nahezu,Er hat nahezu alle Fragen in der Prüfung richtig beantwortet.,He answered almost all the questions correctly in the exam.,
721,8,Das Unternehmen hat sein Ziel _____ erreicht.,nahezu,Das Unternehmen hat sein Ziel nahezu erreicht.,The company has nearly reached its goal.,
722,8,Die Stadt war nach dem Festival _____ leer.,nahezu,Die Stadt war nach dem Festival nahezu leer.,The city was nearly empty after the festival.,
723,8,Die beiden Produkte sind sich _____ gleich.,nahezu,Die beiden Produkte sind sich nahezu gleich.,The two products are nearly the same.,
724,8,"Er hat die Prüfung bestanden, und seine Freundin _____.",ebenfalls,"Er hat die Prüfung bestanden, und seine Freundin ebenfalls.","He passed the exam, and his girlfriend did as well.",
725,8,"Ich wünsche Ihnen einen schönen Tag! – Danke, Ihnen _____.",ebenfalls,"Ich wünsche Ihnen einen schönen Tag! – Danke, Ihnen ebenfalls.","I wish you a great day! – Thanks, you too.",
726,8,"Die neue Regel gilt nicht nur für Schüler, sondern _____ für Lehrer.",ebenfalls,"Die neue Regel gilt nicht nur für Schüler, sondern ebenfalls für Lehrer.",The new rule applies not only to students but also to teachers.,
727,8,"Die Firma bietet nicht nur IT-Dienstleistungen an, sondern _____ Beratung.",ebenfalls,"Die Firma bietet nicht nur IT-Dienstleistungen an, sondern ebenfalls Beratung.",The company offers not only IT services but also consulting.,
728,8,Er spricht fließend Englisch und _____ Französisch.,ebenfalls,Er spricht fließend Englisch und ebenfalls Französisch.,He speaks fluent English and also French.,
729,8,Er fragte _____ nach dem Weg zum Bahnhof.,höflich,Er fragte höflich nach dem Weg zum Bahnhof.,He politely asked for directions to the train station.,
730,8,Sie bat den Kellner _____ um die Rechnung.,höflich,Sie bat den Kellner höflich um die Rechnung.,She politely asked the waiter for the bill.,
731,8,"Wenn du _____ sprichst, bekommst du eher eine positive Antwort.",höflich,"Wenn du höflich sprichst, bekommst du eher eine positive Antwort.","If you speak politely, you are more likely to receive a positive response.",
732,8,"Er hat _____ abgelehnt, weil er keine Zeit hatte.",höflich,"Er hat höflich abgelehnt, weil er keine Zeit hatte.",He politely declined because he didn’t have time.,
733,8,Die Gäste wurden _____ begrüßt und an ihre Plätze geführt.,höflich,Die Gäste wurden höflich begrüßt und an ihre Plätze geführt.,The guests were politely greeted and led to their seats.,
734,9,"off, away",los,,,
735,9,long ago,längst,,,
736,9,ever,je,,,
737,9,again,wiederum,,,
738,9,probably,wohl,,,
739,9,"once, sometimes, times",mal,,,
740,9,"there, because, since",da,,,
741,9,"but, yet, nevertheless",doch,,,
