exercise,level_verb,Nr_verb,answer,question,german,english,french,type,prefix,level_root,root_german,root_english,root_french,explanation_prefix_english,explanation_prefix_french,explanation_english_beta,explanation_french_beta
1006,D1,4550,nachliefern,,,,,6. C2+,nach,B1,liefern,"to deliver, to supply","livrer, approvisionner",,,,
1006,D1,4551,nachmachen,,,,,6. C2+,nach,A1,machen,"to make, to prepare, to do","faire, préparer",,,,
1006,D1,4552,nachnominieren,,,,,6. C2+,nach,C2,nominieren,,,,,,
1006,D1,4553,nachrechnen,,,,,6. C2+,nach,B1,rechnen,"to calculate, to expect, to count on","calculer, s'attendre à, compter sur",,,,
1006,D1,4554,nachrücken,,,,,6. C2+,nach,B2,rücken,"to move, to shift, to edge, to advance","déplacer, décaler, border, avancer",,,,
1006,D1,4555,nachrüsten,,,,,6. C2+,nach,C2,rüsten,"prepare, arm, equip, mount",,,,,
1006,D1,4556,nachsagen,,,,,6. C2+,nach,A1,sagen,"to say, to tell","dire, raconter",,,,
1006,D1,4557,nachschieben,,,,,6. C2+,nach,B2,schieben,"to push, to shove, to wheel","pousser, bousculer, faire tourner",,,,
1006,D1,4558,nachspielen,,,,,6. C2+,nach,A1,spielen,to play,jouer,,,,
1006,D1,4559,nachspüren,,,,,6. C2+,nach,B1,spüren,"to feel, to sense, to perceive","sentir, pressentir, percevoir",,,,
1006,D1,4560,nachstehen,,,,,6. C2+,nach,A1,stehen,"to stand, to be, to appear","être debout, apparaître",,,,
1006,D1,4561,nachstellen,,,,,6. C2+,nach,A2,stellen,"to position, to put, to catch","positionner, mettre",,,,
1006,D1,4562,nachsuchen,,,,,6. C2+,nach,A1,suchen,"to seek, to search","chercher, rechercher",,,,
1006,D1,4563,nachtrauern,,,,,6. C2+,nach,C2,trauern,to mourn,être en deuil,,,,
1006,D1,4564,nachwachsen,,,,,6. C2+,nach,B1,wachsen,"to grow, to increase","grandir, augmenter",,,,
1006,D1,4565,nachwirken,,,,,6. C2+,nach,B1,wirken,"to have an effect, to work","avoir un effet, functionner",,,,
1006,D1,4566,nachzahlen,,,,,6. C2+,nach,A1,zahlen,"to pay (for something), to atone for","payer (pour quelque chose), expier",,,,
1006,D1,4567,nachzeichnen,,,,,6. C2+,nach,A2,zeichnen,"to draw, to sketch","dessiner, esquisser",,,,
1006,D1,4568,nachziehen,,,,,6. C2+,nach,A1,ziehen,"to pull, to drag, to move","tirer, traîner, déplacer",,,,
1006,D1,4992,umbiegen,,,,,6. C2+,um,C1,biegen,"to turn, to bend","tourner, se pencher",,,,
1006,D1,4993,umbuchen,,,,,6. C2+,um,B1,buchen,"to book, to reserve",réserver,,,,
1006,D1,4994,umdenken,,,,,6. C2+,um,A1,denken,"to think, to consider","penser, considérer",,,,
1006,D1,4995,umdeuten,,,,,6. C2+,um,C1,deuten,"to indicate, to interpret, to point","interpréter, indiquer",,,,
1006,D1,4996,umfahren,,,,,6. C2+,um,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
1006,D1,4997,umfangen,,,,,6. C2+,um,B2,fangen,to catch,attraper,,,,
1006,D1,4998,umformen,,,,,6. C2+,um,C1,formen,"to form, to shape, to model, to mold, to fashion","former, modeler, façonner",,,,
1006,D1,4999,umfunktionieren,,,,,6. C2+,um,A2,funktionieren,"to function, to work",fonctionner,,,,
1006,D1,5000,umfüllen,,,,,6. C2+,um,B2,füllen,"to fill, to stuff","remplir, farcir",,,,
1006,D1,5001,umgarnen,,,,,6. C2+,um,,garnen,,,,,,
1006,D1,5002,umgraben,,,,,6. C2+,um,B2,graben,"to dig, to excavate, to delve","creuser, fouiller, excaver",,,,
1006,D1,5003,umhauen,,,,,6. C2+,um,C1,hauen,"to slash, to cut, to hit (coll.)","trancher, couper, frapper (coll.)",,,,
1006,D1,5004,umhängen,,,,,6. C2+,um,A2,hängen,"to hang, to be fond of, depend on","accrocher, aimer, dépendre de",,,,
1006,D1,5005,umhören,,,,,6. C2+,um,A1,hören,"to hear, to listen to","entendre, écouter",,,,
1006,D1,5006,umhüllen,,,,,6. C2+,um,D1,hüllen,,,,,,
1006,D1,5007,umjubeln,,,,,6. C2+,um,C2,jubeln,,,,,,
1006,D1,5008,umkippen,,,,,6. C2+,um,C2,kippen,,,,,,
1006,D1,5009,umklammern,,,,,6. C2+,um,C2,klammern,,,,,,
1006,D1,5010,umklappen,,,,,6. C2+,um,B2,klappen,"to work out, to go smoothly, to fold","se dérouler, se dérouler sans problème, se plier",,,,
1006,D1,5011,umkommen,,,,,6. C2+,um,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",,,,
1006,D1,5012,umkreisen,,,,,6. C2+,um,C1,kreisen,"to circle, to circulate, to circumgyrate","tourner en rond, circuler, circumgyrer",,,,
1006,D1,5013,umkrempeln,,,,,6. C2+,um,D1,krempeln,,,,,,
1006,D1,5014,umkurven,,,,,6. C2+,um,C2,kurven,,,,,,
1006,D1,5015,umkämpfen,,,,,6. C2+,um,A2,kämpfen,"to fight, to struggle","se battre, lutter",,,,
1006,D1,5016,umlagern,,,,,6. C2+,um,C2,lagern,,,,,,
1006,D1,5017,umlaufen,,,,,6. C2+,um,A1,laufen,"to walk, to flow (of a fluid), to run (of an event)","marcher, couler (un fluide), se dérouler (un événement)",,,,
1006,D1,5018,umlenken,,,,,6. C2+,um,C1,lenken,"to steer, to direct, to guide","diriger, orienter, guider",,,,
1006,D1,5019,ummanteln,,,,,6. C2+,um,,manteln,,,,,,
1006,D1,5020,ummünzen,,,,,6. C2+,um,C2,münzen,,,,,,
1006,D1,5021,umranden,,,,,6. C2+,um,,randen,,,,,,
1006,D1,5022,umrechnen,,,,,6. C2+,um,B1,rechnen,"to calculate, to expect, to count on","calculer, s'attendre à, compter sur",,,,
1006,D1,5023,umringen,,,,,6. C2+,um,C1,ringen,"to struggle, to wrestle, to agonise",lutter,,,,
1006,D1,5024,umrunden,,,,,6. C2+,um,D1,runden,,,,,,
1006,D1,5025,umrühren,,,,,6. C2+,um,C1,rühren,"to stir, to move, to mix",remuer,,,,
1006,D1,5026,umrüsten,,,,,6. C2+,um,C2,rüsten,"prepare, arm, equip, mount",,,,,
1006,D1,5027,umschichten,,,,,6. C2+,um,C2,schichten,,,,,,
1006,D1,5028,umschiffen,,,,,6. C2+,um,D1,schiffen,,,,,,
1006,D1,5029,umschlagen,,,,,6. C2+,um,B1,schlagen,"to hit, to beat, to strike, to defeat","frapper, battre, vaincre",,,,
1006,D1,5030,umschlingen,,,,,6. C2+,um,D1,schlingen,,,,,,
1006,D1,5031,umschmeicheln,,,,,6. C2+,um,D1,schmeicheln,,,,,,
1006,D1,5032,umschulen,,,,,6. C2+,um,C1,schulen,"to train, to instruct, to teach","former, instruire, enseigner",,,,
1006,D1,5033,umschwenken,,,,,6. C2+,um,C2,schwenken,,,,,,
1006,D1,5034,umsiedeln,,,,,6. C2+,um,D1,siedeln,,,,,,
1006,D1,5035,umsorgen,,,,,6. C2+,um,A2,sorgen,"to care, to worry","se soucier, s'inquiéter",,,,
1006,D1,5036,umspannen,,,,,6. C2+,um,C2,spannen,,,,,,
1006,D1,5037,umspielen,,,,,6. C2+,um,A1,spielen,to play,jouer,,,,
1006,D1,5038,umspringen,,,,,6. C2+,um,B1,springen,"to spring, to jump","sauter, bondir",,,,
1006,D1,5039,umstehen,,,,,6. C2+,um,A1,stehen,"to stand, to be, to appear","être debout, apparaître",,,,
1006,D1,5040,umstimmen,,,,,6. C2+,um,B1,stimmen,"to be true, to vote, to tune","être vrai, voter, s'accorder",,,,
1006,D1,5041,umstoßen,,,,,6. C2+,um,B2,stoßen,"to push, to bump, to kick, to thrust","pousser, cogner, donner un coup de pied",,,,
1006,D1,5042,umstrukturieren,,,,,6. C2+,um,C2,strukturieren,"to structure, to organize, to arrange, to texture","structurer, organiser, arranger, texturer",,,,
1006,D1,5043,umstürzen,,,,,6. C2+,um,B2,stürzen,"to fall, to rush, to throw, to overturn, to overthrow something","tomber, se précipiter, jeter, renverser, renverser quelque chose",,,,
1006,D1,5044,umtaufen,,,,,6. C2+,um,C2,taufen,,,,,,
1006,D1,5045,umtreiben,,,,,6. C2+,um,B1,treiben,"to practice (sport), to propel, to put forth, to urge (figuratively), to fuck, to float, to sprout, to get up to","pratiquer (sport), propulser, mettre en avant, pousser (au sens figuré), baiser, flotter, germer, se lever",,,,
1006,D1,5046,umwehen,,,,,6. C2+,um,C2,wehen,,,,,,
1006,D1,5047,umwerben,,,,,6. C2+,um,B2,werben,"to advertise, to recruit","faire de la publicité, recruter",,,,
1006,D1,5048,umwerfen,,,,,6. C2+,um,A2,werfen,to throw,"jeter, lancer",,,,
1006,D1,5049,umwickeln,,,,,6. C2+,um,C2,wickeln,,,,,,
1006,D1,5050,umwidmen,,,,,6. C2+,um,B2,widmen,"to dedicate, to devote",consacrer,,,,
1006,D1,5051,umzingeln,,,,,6. C2+,um,,zingeln,,,,,,
1006,D1,5053,unterminieren,,,,,6. C2+,unter,,minieren,,,,,,
1006,D1,5054,unterqueren,,,,,6. C2+,unter,D1,queren,,,,,,
1006,D1,5060,verallgemeinern,,,,,6. C2+,ver,,allgemeinern,,,,,,
1006,D1,5061,veralten,,,,,6. C2+,ver,,alten,,,,,,
1006,D1,5062,veranlagen,,,,,6. C2+,ver,,anlagen,,,,,,
1006,D1,5063,verarmen,,,,,6. C2+,ver,,armen,,,,,,
1006,D1,5064,verausgaben,,,,,6. C2+,ver,,ausgaben,,,,,,
1006,D1,5065,verbandeln,,,,,6. C2+,ver,,bandeln,,,,,,
1006,D1,5066,verbarrikadieren,,,,,6. C2+,ver,,barrikadieren,,,,,,
1006,D1,5067,verbiegen,,,,,6. C2+,ver,C1,biegen,"to turn, to bend","tourner, se pencher",,,,
1006,D1,5068,verbilligen,,,,,6. C2+,ver,D1,billigen,,,,,,
1006,D1,5069,verbitten,,,,,6. C2+,ver,A2,bitten,"to ask, to beg, to plead, to request","demander, prier (quelqu'un de faire quelque chose), requérir, inviter poliment",,,,
1006,D1,5070,verbittern,,,,,6. C2+,ver,,bittern,,,,,,
1006,D1,5071,verblassen,,,,,6. C2+,ver,,blassen,,,,,,
1006,D1,5072,verbluten,,,,,6. C2+,ver,B2,bluten,"to bleed, to haemorrhage","saigner, avoir une hémorragie",,,,
1006,D1,5073,verblüffen,,,,,6. C2+,ver,,blüffen,,,,,,
1006,D1,5074,verblühen,,,,,6. C2+,ver,C1,blühen,"to bloom, to flourish","fleurir, s'épanouir",,,,
1006,D1,5075,verbocken,,,,,6. C2+,ver,D1,bocken,,,,,,
1006,D1,5076,verbraten,,,,,6. C2+,ver,B1,braten,"to fry, to roast, to sauté","frire, rôtir, sauter",,,,
1006,D1,5077,verbreitern,,,,,6. C2+,ver,,breitern,,,,,,
1006,D1,5078,verbriefen,,,,,6. C2+,ver,,briefen,,,,,,
1006,D1,5079,verbünden,,,,,6. C2+,ver,,bünden,,,,,,
1006,D1,5080,verbürgen,,,,,6. C2+,ver,D1,bürgen,,,,,,
1006,D1,5081,verbüßen,,,,,6. C2+,ver,D1,büßen,,,,,,
1006,D1,5082,verchromen,,,,,6. C2+,ver,,chromen,,,,,,
1006,D1,5083,verdauen,,,,,6. C2+,ver,,dauen,,,,,,
1006,D1,5084,verdenken,,,,,6. C2+,ver,A1,denken,"to think, to consider","penser, considérer",,,,
1006,D1,5085,verdingen,,,,,6. C2+,ver,C2,dingen,,,,,,
1006,D1,5086,verdonnern,,,,,6. C2+,ver,C2,donnern,,,,,,
1006,D1,5087,verdrecken,,,,,6. C2+,ver,,drecken,,,,,,
1006,D1,5088,verdreifachen,,,,,6. C2+,ver,,dreifachen,,,,,,
1006,D1,5089,verdrücken,,,,,6. C2+,ver,B1,drücken,"to press, to push","appuyer, pousser",,,,
1006,D1,5090,verdunkeln,,,,,6. C2+,ver,D1,dunkeln,,,,,,
1006,D1,5091,verdunsten,,,,,6. C2+,ver,,dunsten,,,,,,
1006,D1,5092,verdursten,,,,,6. C2+,ver,,dursten,,,,,,
1006,D1,5093,verdünnen,,,,,6. C2+,ver,,dünnen,,,,,,
1006,D1,5094,veredeln,,,,,6. C2+,ver,,edeln,,,,,,
1006,D1,5095,vereidigen,,,,,6. C2+,ver,,eidigen,,,,,,
1006,D1,5096,vereinheitlichen,,,,,6. C2+,ver,,einheitlichen,,,,,,
1006,D1,5097,vereinnahmen,,,,,6. C2+,ver,,einnahmen,,,,,,
1006,D1,5098,vereinsamen,,,,,6. C2+,ver,,einsamen,,,,,,
1006,D1,5099,vereisen,,,,,6. C2+,ver,C2,eisen,,,,,,
1006,D1,5100,vereiteln,,,,,6. C2+,ver,,eiteln,,,,,,
1006,D1,5101,verenden,,,,,6. C2+,ver,B1,enden,"to end, to finish, to conclude","terminer, achever, conclure",,,,
1006,D1,5102,verengen,,,,,6. C2+,ver,D1,engen,,,,,,
1006,D1,5103,verewigen,,,,,6. C2+,ver,,ewigen,,,,,,
1006,D1,5104,verfangen,,,,,6. C2+,ver,B2,fangen,to catch,attraper,,,,
1006,D1,5105,verfaulen,,,,,6. C2+,ver,D1,faulen,,,,,,
1006,D1,5106,verfechten,,,,,6. C2+,ver,C2,fechten,,,,,,
1006,D1,5107,verfestigen,,,,,6. C2+,ver,C2,festigen,"to stabilize, to strengthen, to consolidate, to secure","stabiliser, renforcer, consolider",,,,
1006,D1,5108,verflachen,,,,,6. C2+,ver,D1,flachen,,,,,,
1006,D1,5109,verflechten,,,,,6. C2+,ver,D1,flechten,,,,,,
1006,D1,5110,verfliegen,,,,,6. C2+,ver,B1,fliegen,"to fly, to travel by plane","voler, voyager en avion",,,,
1006,D1,5111,verflüchtigen,,,,,6. C2+,ver,,flüchtigen,,,,,,
1006,D1,5112,verflüssigen,,,,,6. C2+,ver,,flüssigen,,,,,,
1006,D1,5113,verfrachten,,,,,6. C2+,ver,,frachten,,,,,,
1006,D1,5114,verfremden,,,,,6. C2+,ver,,fremden,,,,,,
1006,D1,5115,verfällen,,,,,6. C2+,ver,C1,fällen,"to fell, to cut down, to precipitate","abattre, couper, fendre",,,,
1006,D1,5116,verfälschen,,,,,6. C2+,ver,D1,fälschen,,,,,,
1006,D1,5117,verfärben,,,,,6. C2+,ver,C1,färben,"to color, to dye","colorer, teindre",,,,
1006,D1,5118,verfüllen,,,,,6. C2+,ver,B2,füllen,"to fill, to stuff","remplir, farcir",,,,
1006,D1,5119,verfünffachen,,,,,6. C2+,ver,,fünffachen,,,,,,
1006,D1,5120,vergaben,,,,,6. C2+,ver,,gaben,,,,,,
1006,D1,5121,vergasen,,,,,6. C2+,ver,,gasen,,,,,,
1006,D1,5122,vergegenwärtigen,,,,,6. C2+,ver,,gegenwärtigen,,,,,,
1006,D1,5123,vergeigen,,,,,6. C2+,ver,,geigen,,,,,,
1006,D1,5124,vergießen,,,,,6. C2+,ver,B2,gießen,"to pour, to water (plants), to cast (metal)","verser, arroser (des plantes), couler (du métal)",,,,
1006,D1,5125,verglasen,,,,,6. C2+,ver,,glasen,,,,,,
1006,D1,5126,verglühen,,,,,6. C2+,ver,C2,glühen,,,,,,
1006,D1,5127,vergolden,,,,,6. C2+,ver,,golden,,,,,,
1006,D1,5128,vergraulen,,,,,6. C2+,ver,,graulen,,,,,,
1006,D1,5129,vergreifen,,,,,6. C2+,ver,B1,greifen,"to grab, to grasp, to seize","saisir, s'emparer",,,,
1006,D1,5130,vergucken,,,,,6. C2+,ver,B2,gucken,"to look, to watch, to peek (coll.)","regarder, épier, jeter un coup d'œil (familier)",,,,
1006,D1,5131,vergären,,,,,6. C2+,ver,C2,gären,,,,,,
1006,D1,5132,vergönnen,,,,,6. C2+,ver,C1,gönnen,"to treat, to allow, to grant","traiter, permettre, accorder",,,,
1006,D1,5133,vergöttern,,,,,6. C2+,ver,,göttern,,,,,,
1006,D1,5134,vergünstigen,,,,,6. C2+,ver,,günstigen,,,,,,
1006,D1,5135,vergüten,,,,,6. C2+,ver,,güten,,,,,,
1006,D1,5136,verhageln,,,,,6. C2+,ver,C1,hageln,"to hail, to volley","saluer, faire une volée",,,,
1006,D1,5137,verhaken,,,,,6. C2+,ver,C2,haken,,,,,,
1006,D1,5138,verhallen,,,,,6. C2+,ver,D1,hallen,,,,,,
1006,D1,5139,verheddern,,,,,6. C2+,ver,,heddern,,,,,,
1006,D1,5140,verhehlen,,,,,6. C2+,ver,,hehlen,,,,,,
1006,D1,5141,verheilen,,,,,6. C2+,ver,B2,heilen,to heal,guérir,,,,
1006,D1,5142,verheizen,,,,,6. C2+,ver,B2,heizen,"to heat, to warm, to fuel","chauffer, se chauffer",,,,
1006,D1,5143,verheißen,,,,,6. C2+,ver,A1,heißen,"to be called, to mean",être appelé,,,,
1006,D1,5144,verherrlichen,,,,,6. C2+,ver,,herrlichen,,,,,,
1006,D1,5145,verhexen,,,,,6. C2+,ver,D1,hexen,,,,,,
1006,D1,5146,verhärten,,,,,6. C2+,ver,C2,härten,to harden,durcir,,,,
1006,D1,5147,verhöhnen,,,,,6. C2+,ver,D1,höhnen,,,,,,
1006,D1,5148,verhökern,,,,,6. C2+,ver,,hökern,,,,,,
1006,D1,5149,verhören,,,,,6. C2+,ver,A1,hören,"to hear, to listen to","entendre, écouter",,,,
1006,D1,5150,verhüllen,,,,,6. C2+,ver,D1,hüllen,,,,,,
1006,D1,5151,verhüten,,,,,6. C2+,ver,C2,hüten,,,,,,
1006,D1,5152,verinnerlichen,,,,,6. C2+,ver,,innerlichen,,,,,,
1006,D1,5153,verirren,,,,,6. C2+,ver,C1,irren,"to err, to wander",se tromper,,,,
1006,D1,5154,verjagen,,,,,6. C2+,ver,B2,jagen,"to hunt, to chase, to pursue","chasser, poursuivre",,,,
1006,D1,5155,verjähren,,,,,6. C2+,ver,D1,jähren,,,,,,
1006,D1,5156,verjüngen,,,,,6. C2+,ver,,jüngen,,,,,,
1006,D1,5157,verkabeln,,,,,6. C2+,ver,C2,kabeln,,,,,,
1006,D1,5158,verkeilen,,,,,6. C2+,ver,,keilen,,,,,,
1006,D1,5159,verkennen,,,,,6. C2+,ver,A1,kennen,"to know, to be acquainted with, to be familiar with","connaître, être familier avec",,,,
1006,D1,5160,verklingen,,,,,6. C2+,ver,B2,klingen,"to sound, to ring, to seem","sonner, sonner, sembler",,,,
1006,D1,5161,verklären,,,,,6. C2+,ver,B2,klären,"to clarify, to resolve, to clear up","clarifier, résoudre, éclaircir",,,,
1006,D1,5162,verknallen,,,,,6. C2+,ver,C2,knallen,,,,,,
1006,D1,5163,verkneifen,,,,,6. C2+,ver,C2,kneifen,,,,,,
1006,D1,5164,verkneten,,,,,6. C2+,ver,D1,kneten,,,,,,
1006,D1,5165,verknoten,,,,,6. C2+,ver,C1,knoten,"to knot, to knit","nouer, tricoter",,,,
1006,D1,5166,verkochen,,,,,6. C2+,ver,A1,kochen,"to cook, to boil (to heat a liquid), to boil something","cuire, faire bouillir (chauffer un liquide), faire bouillir quelque chose",,,,
1006,D1,5167,verkomplizieren,,,,,6. C2+,ver,C2,komplizieren,,,,,,
1006,D1,5168,verkosten,,,,,6. C2+,ver,A1,kosten,"to cost, to taste",coûter,,,,
1006,D1,5169,verkrampfen,,,,,6. C2+,ver,,krampfen,,,,,,
1006,D1,5170,verkratzen,,,,,6. C2+,ver,C1,kratzen,"to scratch, to scrape","gratter, racler",,,,
1006,D1,5171,verkriechen,,,,,6. C2+,ver,C2,kriechen,"to creep, to crawl, to grovel, to cringe",,,,,
1006,D1,5172,verköstigen,,,,,6. C2+,ver,,köstigen,,,,,,
1006,D1,5173,verkümmern,,,,,6. C2+,ver,B1,kümmern,"to take care (refl.), to trouble, to concern","prendre soin (réfl.), être troublé par, se préoccuper",,,,
1006,D1,5174,verkündigen,,,,,6. C2+,ver,B2,kündigen,"to resign, to quit, to terminate, to cancel","démissionner, quitter, mettre fin à, annuler",,,,
1006,D1,5175,verladen,,,,,6. C2+,ver,B1,laden,"to load, to charge, to invite","charger, inviter",,,,
1006,D1,5176,verlautbaren,,,,,6. C2+,ver,,lautbaren,,,,,,
1006,D1,5177,verlernen,,,,,6. C2+,ver,A1,lernen,"to learn, to study, to train something","apprendre, étudier, se former à quelque chose",,,,
1006,D1,5178,verleugnen,,,,,6. C2+,ver,C2,leugnen,,,,,,
1006,D1,5179,verleumden,,,,,6. C2+,ver,,leumden,,,,,,
1006,D1,5180,verloben,,,,,6. C2+,ver,B2,loben,"to praise, to commend","louer, féliciter",,,,
1006,D1,5181,verlocken,,,,,6. C2+,ver,C1,locken,"to entice, to lure, to rock, to tempt","attirer, allécher",,,,
1006,D1,5182,verlorengehen,,,,,6. C2+,ver,,lorengehen,,,,,,
1006,D1,5183,vermachen,,,,,6. C2+,ver,A1,machen,"to make, to prepare, to do","faire, préparer",,,,
1006,D1,5184,vermengen,,,,,6. C2+,ver,C2,mengen,,,,,,
1006,D1,5185,vermessen,,,,,6. C2+,ver,B1,messen,"to measure, to gauge","mesurer, jauger",,,,
1006,D1,5186,vermiesen,,,,,6. C2+,ver,,miesen,,,,,,
1006,D1,5187,vermummen,,,,,6. C2+,ver,,mummen,,,,,,
1006,D1,5188,vermählen,,,,,6. C2+,ver,,mählen,,,,,,
1006,D1,5189,vernaschen,,,,,6. C2+,ver,C2,naschen,,,,,,
1006,D1,5190,vernebeln,,,,,6. C2+,ver,,nebeln,,,,,,
1006,D1,5191,verneigen,,,,,6. C2+,ver,C1,neigen,"to lean, to tilt, to tend","s'incliner, pencher, tendre",,,,
1006,D1,5192,vernähen,,,,,6. C2+,ver,C1,nähen,"to sew, to stitch, to seam","coudre, piquer, assembler",,,,
1006,D1,5193,verorten,,,,,6. C2+,ver,C2,orten,,,,,,
1006,D1,5194,verpachten,,,,,6. C2+,ver,C2,pachten,,,,,,
1006,D1,5195,verpatzen,,,,,6. C2+,ver,D1,patzen,,,,,,
1006,D1,5196,verpennen,,,,,6. C2+,ver,D1,pennen,,,,,,
1006,D1,5197,verpflanzen,,,,,6. C2+,ver,B2,pflanzen,"to plant, to sow","planter, semer",,,,
1006,D1,5198,verpfänden,,,,,6. C2+,ver,D1,pfänden,,,,,,
1006,D1,5199,verplanen,,,,,6. C2+,ver,A2,planen,"to plan, to schedule","planifier, programmer",,,,
1006,D1,5200,verprellen,,,,,6. C2+,ver,D1,prellen,,,,,,
1006,D1,5201,verpuffen,,,,,6. C2+,ver,,puffen,,,,,,
1006,D1,5202,verpulvern,,,,,6. C2+,ver,,pulvern,,,,,,
1006,D1,5203,verputzen,,,,,6. C2+,ver,B1,putzen,"to clean, to rub","nettoyer, frotter",,,,
1006,D1,5204,verpönen,,,,,6. C2+,ver,,pönen,,,,,,
1006,D1,5205,verquirlen,,,,,6. C2+,ver,,quirlen,,,,,,
1006,D1,5206,verrauchen,,,,,6. C2+,ver,A2,rauchen,to smoke (e.g. a cigarette),fumer (par exemple une cigarette),,,,
1006,D1,5207,verrecken,,,,,6. C2+,ver,D1,recken,,,,,,
1006,D1,5208,verrennen,,,,,6. C2+,ver,B1,rennen,"to run, to race, to sprint","courir, faire la course, sprinter",,,,
1006,D1,5209,verrotten,,,,,6. C2+,ver,,rotten,,,,,,
1006,D1,5210,verrutschen,,,,,6. C2+,ver,C2,rutschen,,,,,,
1006,D1,5211,verrücken,,,,,6. C2+,ver,B2,rücken,"to move, to shift, to edge, to advance","déplacer, décaler, border, avancer",,,,
1006,D1,5212,versanden,,,,,6. C2+,ver,,sanden,,,,,,
1006,D1,5213,versauern,,,,,6. C2+,ver,,sauern,,,,,,
1006,D1,5214,verschanzen,,,,,6. C2+,ver,,schanzen,,,,,,
1006,D1,5215,verscharren,,,,,6. C2+,ver,D1,scharren,,,,,,
1006,D1,5216,verscherbeln,,,,,6. C2+,ver,,scherbeln,,,,,,
1006,D1,5217,verscherzen,,,,,6. C2+,ver,C2,scherzen,,,,,,
1006,D1,5218,verscheuchen,,,,,6. C2+,ver,D1,scheuchen,,,,,,
1006,D1,5219,verschießen,,,,,6. C2+,ver,B2,schießen,"to shoot, to fire","tirer, faire feu",,,,
1006,D1,5220,verschiffen,,,,,6. C2+,ver,D1,schiffen,,,,,,
1006,D1,5221,verschlagworten,,,,,6. C2+,ver,,schlagworten,,,,,,
1006,D1,5222,verschlanken,,,,,6. C2+,ver,,schlanken,,,,,,
1006,D1,5223,verschleiern,,,,,6. C2+,ver,,schleiern,,,,,,
1006,D1,5224,verschleudern,,,,,6. C2+,ver,C2,schleudern,,,,,,
1006,D1,5225,verschlimmern,,,,,6. C2+,ver,,schlimmern,,,,,,
1006,D1,5226,verschlucken,,,,,6. C2+,ver,C2,schlucken,,,,,,
1006,D1,5227,verschmerzen,,,,,6. C2+,ver,C1,schmerzen,"to hurt, to ache","faire mal, souffrir",,,,
1006,D1,5228,verschmieren,,,,,6. C2+,ver,C2,schmieren,,,,,,
1006,D1,5229,verschmähen,,,,,6. C2+,ver,D1,schmähen,,,,,,
1006,D1,5230,verschrauben,,,,,6. C2+,ver,C2,schrauben,,,,,,
1006,D1,5231,verschrecken,,,,,6. C2+,ver,C1,schrecken,"to frighten, to scare, to startle","effrayer, faire peur, surprendre",,,,
1006,D1,5232,verschreien,,,,,6. C2+,ver,B1,schreien,"to scream, to shout, to yell","crier, hurler",,,,
1006,D1,5233,verschrotten,,,,,6. C2+,ver,,schrotten,,,,,,
1006,D1,5234,verschränken,,,,,6. C2+,ver,C2,schränken,,,,,,
1006,D1,5235,verschulden,,,,,6. C2+,ver,C1,schulden,"to owe, to be due to","devoir, être dû à",,,,
1006,D1,5236,verschwimmen,,,,,6. C2+,ver,A2,schwimmen,"to swim, to float","nager, flotter",,,,
1006,D1,5237,verschwitzen,,,,,6. C2+,ver,B2,schwitzen,"to sweat, to be in a sweat","transpirer, être en sueur",,,,
1006,D1,5238,verschwören,,,,,6. C2+,ver,C1,schwören,"to swear, to take an oath","jurer, prêter serment",,,,
1006,D1,5239,verschätzen,,,,,6. C2+,ver,B1,schätzen,"to appreciate, to evaluate, to guess","apprécier, évaluer",,,,
1006,D1,5240,verselbstständigen,,,,,6. C2+,ver,,selbstständigen,,,,,,
1006,D1,5241,verselbständigen,,,,,6. C2+,ver,,selbständigen,,,,,,
1006,D1,5242,versemmeln,,,,,6. C2+,ver,,semmeln,,,,,,
1006,D1,5243,verseuchen,,,,,6. C2+,ver,,seuchen,,,,,,
1006,D1,5244,versickern,,,,,6. C2+,ver,D1,sickern,,,,,,
1006,D1,5245,versieben,,,,,6. C2+,ver,C1,sieben,"to sieve, to filter","tamiser, filtrer",,,,
1006,D1,5246,versiegeln,,,,,6. C2+,ver,,siegeln,,,,,,
1006,D1,5247,versiegen,,,,,6. C2+,ver,C1,siegen,"to win, to prevail, to triumph","gagner, triompher, prévaloir",,,,
1006,D1,5248,versieren,,,,,6. C2+,ver,,sieren,,,,,,
1006,D1,5249,versilbern,,,,,6. C2+,ver,,silbern,,,,,,
1006,D1,5250,versinnbildlichen,,,,,6. C2+,ver,,sinnbildlichen,,,,,,
1006,D1,5251,versklaven,,,,,6. C2+,ver,,sklaven,,,,,,
1006,D1,5252,verspannen,,,,,6. C2+,ver,C2,spannen,,,,,,
1006,D1,5253,verspeisen,,,,,6. C2+,ver,C2,speisen,,,,,,
1006,D1,5254,verspinnen,,,,,6. C2+,ver,C1,spinnen,"to spin, to act strangely, to act up","tisser, filer",,,,
1006,D1,5255,verspotten,,,,,6. C2+,ver,D1,spotten,to mock,se moquer,,,,
1006,D1,5256,versprühen,,,,,6. C2+,ver,C1,sprühen,"to spray, to atomize, to disperse","pulvériser, atomiser, disperser",,,,
1006,D1,5257,verstaatlichen,,,,,6. C2+,ver,,staatlichen,,,,,,
1006,D1,5258,versteifen,,,,,6. C2+,ver,D1,steifen,,,,,,
